lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,AK0139,AK0161,AK0170,AK0200,AK0202,AK0204,AK0145,AK0164,AK0174,AK0175,Blank-1x
"(7Z,10Z,13Z,16Z)-docosatetraenoylcarnitine",0.24036686807575505,9.868066466384423,0.5740880504454253,0.44863899164859516,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CAR,1363543.480041504,1135056.982788086,1079179.2010498047,1314794.0446166992,996268.9852294922,2561769.211425781,1076848.043701172,1079055.9274902344,1177549.126953125,1027356.7213745116,153256.1509437561
"(7Z,10Z)-hexadecadienoylcarnitine",0.21622692206899105,9.876855092864826,0.46517948054679437,0.49521323227797376,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CAR,1456700.292602539,1046285.1735839844,971811.7346191406,1376905.823486328,1039734.9908447266,2592716.475341797,1080488.7222595215,994361.0492553712,1286415.7739868164,1079671.9899902344,148019.67110061646
"(9Z,12Z,15Z)-3-hydroxyoctadecatrienoylcarnitine",0.1739928229891312,11.769210748106232,0.30188703222665936,0.5827018324291252,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CAR,5300942.361083984,4788771.525024414,3860608.9428710938,4220326.905151367,5549661.710693359,8361298.29296875,4388263.270019531,4789257.653442383,3928391.265625,4548470.571166992,263180.44006347656
"(9Z,12Z)-3-hydroxyhexadecadienoylcarnitine",0.17661585497081236,10.500088965644247,0.31101407640380785,0.5770585732523951,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CAR,2002974.827270508,1913919.235534668,1748927.3958740234,1901714.705444336,2106989.879760742,3335229.4018554688,1580741.047241211,2097805.024169922,1671652.7352294922,1796628.9790039062,168484.0325164795
(9Z)-3-hydroxyoctadecenoylcarnitine,0.2199528697652216,11.84543411943337,0.4812546272878535,0.4878545709859166,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CAR,5198610.055664063,4968568.333374023,4314156.84765625,4576701.091308594,5939488.359130859,8748329.255859375,4360791.6220703125,4894547.858154297,3856481.7958984375,4835780.072509766,341258.06032562256
1-O-behenoyl-Cer(d18:1/16:0),-0.07004016658861917,2.4164850644059452,0.04940160134907501,0.8241078222862326,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,Cer,5428.220371246338,3938.700275421143,4248.760307312012,4174.160293579102,5481.920394897461,4148.680309295654,5703.600429534912,4355.2003173828125,3850.560276031494,4372.38032913208,3583.220245361328
1-O-carboceroyl-Cer(d18:1/16:0),-0.15277863781916445,2.5545112667407763,0.23585035759566608,0.6272194024861284,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,Cer,4441.940341949463,3718.3802642822266,3969.8202781677246,3614.9802589416495,5576.680419921875,4055.04029083252,5085.420352935791,3836.640239715576,4237.000282287598,4758.760353088379,4646.720367431641
1-O-carboceroyl-Cer(d18:1/18:0),-0.009321605208353415,3.035500061685284,8.733142739743016e-4,0.9764244337922279,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,Cer,8781.880512237549,7115.460487365723,7192.140544891357,6553.460472106934,9145.040660858154,6529.280418395996,10447.660861968994,6016.460430145264,6091.820507049561,6554.140449523926,5040.740333557129
1-O-cerotoyl-Cer(d18:1/16:0),-0.0027676483041878795,3.0478696122978306,7.697374451254291e-5,0.9929998749712995,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,Cer,7282.660499572754,7886.500576019287,8310.960536956787,6413.280429840088,13825.741111755371,7550.240520477295,10870.080791473389,5406.520370483398,8394.460628509521,8751.120597839355,3809.9602699279785
1-O-cerotoyl-Cer(d18:1/18:0),0.14857444816172688,3.3015384931357907,0.22024259993553486,0.6388551315485255,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,Cer,12557.66093826294,9755.960605621338,11369.340805053713,6788.320453643799,18681.461498260494,10655.400787353516,14279.840965270996,7214.720581054687,10750.760795593262,9342.600666046144,3463.600234985352
1-O-eicosanoyl-Cer(d18:1/16:0),-0.2500984226911027,2.9175771837387416,0.6345947730359285,0.42567491295098886,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,Cer,5131.020397186279,4800.280372619629,4450.040294647217,4905.880352020264,5853.100387573242,3852.060295104981,7359.920520782471,4873.900314331055,4322.100303649902,5289.940364837647,6539.220417022705
1-O-lignoceroyl-Cer(d18:1/16:0),-0.0835430798465296,2.2992539727756345,0.07031251606758815,0.7908822996019438,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,Cer,4048.440307617188,4089.560306549072,3639.14026260376,4162.040302276611,4686.000328063965,4047.54029083252,5020.460350036621,3765.000278472901,4020.000270843506,3772.820266723633,3428.300247192383
1-O-myristoyl-Cer(d18:1/16:0),0.017074074021132014,2.490941395013667,0.0029247335720015144,0.956870784499634,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,Cer,5036.300392150879,5093.560356140137,4900.880352020264,4447.700313568115,7014.320491790772,4389.240291595459,5587.720401763916,4566.740303039551,4604.6203536987305,4845.1403465271,3470.200260162353
1-O-palmitoyl-Cer(d18:1/16:0),-0.12322111937838344,2.9813356756022937,0.1532995522837277,0.6954019211618188,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,Cer,5919.900444030762,4777.000354766846,4846.0003662109375,5167.520366668701,7208.8204917907715,4643.700305938721,6407.380443572998,5189.2403564453125,4676.50036239624,6160.1803855896,6578.16040802002
1-O-stearoyl-Cer(d18:1/16:0),-0.07431259070417956,2.4747917509311783,0.05563178543638969,0.8135382715493278,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,Cer,5179.200378417969,4733.940368652344,4175.380310058594,4884.260334014893,6096.280429840088,4892.620365142822,6351.960472106934,4237.5002784729,4600.600368499756,4807.780326843262,3474.080253601074
1-O-tricosanoyl-Cer(d18:1/16:0),0.0032101415764922993,2.341816231138984,1.034193997213606e-4,0.9918860265533556,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,Cer,4674.660354614258,3747.100273132324,3998.4402770996094,3961.74027633667,5636.340427398682,4099.060287475586,4586.880325317383,3911.700275421143,3936.3802757263184,4180.200305938721,3450.9802436828613
1-O-tricosanoyl-Cer(d18:1/18:0),-0.06858337899436101,2.664504683503718,0.0473670989409527,0.8277097424514069,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,Cer,5767.840435028076,4322.880317687988,4530.180316925049,3721.3802642822266,5268.840389251709,4539.620319366455,5468.500392913818,4604.360305786133,4166.780300140381,4440.880332946777,5073.480350494385
"12-Hydroxy-12-octadecanoylcarnitine, 3-hydroxyoctadecanoylcarnitine",0.2224977532228809,10.509652271280478,0.4923858683905564,0.4828649492310747,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CAR,1908898.225830078,1574604.4770507812,1667023.7607421875,1676924.242553711,1899879.399047852,3586422.091796875,1500475.087890625,1676762.3806152344,1540232.3978271484,1754820.5119628906,327414.4421424866
12:0 Cholesteryl ester,0.3341630475324949,7.972911860969625,1.103652791276545,0.2934658646031729,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CE,471268.27630615234,465737.71697998047,389253.7262573242,441917.8123779297,194175.07411956787,407434.0056152344,398535.7490844727,455271.313293457,148931.1300354004,168155.63229370117,39510.12278747559
12:0 Cholesteryl ester_2,0.3332656711047716,7.902812170311489,1.0977895037613052,0.2947517280907014,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CE,458960.1551513672,449034.6315917969,376567.6844482422,420603.6680908203,179248.3526916504,389112.5859375,385664.7283935547,456787.8705444336,147104.23055267334,141982.01022338867,35601.32247543335
14:0 Cholesteryl ester,0.2931884999895451,7.739361997423613,0.8515912932871288,0.35610255809299285,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CE,408192.8278808594,378208.78729248047,331379.9051513672,374032.8856201172,157515.33116149902,348061.6057739258,352738.6250610352,402353.0107421875,115021.12748718262,144252.42919921875,33731.72247314453
14:1 Cholesteryl ester,0.2655893583273625,7.786212245355003,0.6998973853242205,0.40281817641045564,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CE,425408.9488220215,390806.0271606445,346504.4039916992,385376.1858520508,154538.83144378662,357291.2670898437,366456.5667114258,413623.6901245117,135030.92964935303,150148.43026733398,33754.40241241455
15:0 Campesteryl ester_simulated | 16:0 Cholesteryl ester,0.50361179526711,10.195757567015159,2.480960415239678,0.1152318691674418,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CE,2066060.1552734373,2288244.3125,2131322.0258789062,2176563.486328125,888156.2966918945,2696200.427001953,1898855.300048828,1986375.2338867188,797935.5003662109,704290.8534545898,82824.66579437256
15:0 Campesteryl ester_simulated | 16:0 Cholesteryl ester_2,0.46749750911173266,10.18428702837329,2.142791316662625,0.1432410523164486,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CE,2037224.7944335935,2290665.289794922,2097052.1955566409,2198090.9572753906,819131.1392211914,2698124.3142089844,1885534.850097656,2002967.8527832031,810840.9321746826,746897.0465087891,74475.86528015137
15:0 Cholesteryl ester,0.3852320169500668,9.22830055089571,1.4623653346034189,0.22655414597697765,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CE,1055011.5732421875,1068373.348022461,984740.043701172,1039988.71484375,459047.3137817383,1155100.2397460938,960665.4267578124,1045205.1755371094,312532.9205474853,417044.6669921875,89103.66654205322
15:1 Campesteryl ester_simulated | 16:1 Cholesteryl ester,0.42074981317420346,9.765487496838611,1.7407086329849335,0.18704906330682194,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CE,1542870.7221679688,1550921.1469726562,1482237.663330078,1527319.0380859375,736405.7332763672,1717050.1225585938,1362550.8513183594,1545880.4645996094,496332.3787384033,585429.0845947266,105928.06745910645
15:1 Campesteryl ester_simulated | 16:1 Cholesteryl ester_2,0.41329474035854186,9.765558994316061,1.6803342160310413,0.19488004898807815,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CE,1534466.7041015625,1552640.9921875,1503473.9255371094,1559132.8061523438,746775.7130737305,1744490.0302734375,1374413.7163085938,1545144.7319335938,513145.1174621582,611063.2645874023,90937.7061920166
15:1 Cholesteryl ester,0.4103694064041933,9.230756468931396,1.6569205889754812,0.19801961316159927,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CE,1054155.5134277344,1034874.573486328,1001628.103515625,1042590.439453125,523393.0939331055,1164540.2397460938,952810.02734375,1045489.8735351562,306752.93940734863,423149.8651123047,82103.88539123535
16:0 Campesteryl ester | 17:0 Cholesteryl ester,0.5618024174311906,10.889445513044194,3.0757919541938463,0.07946588192442564,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CE,3317541.844238281,3862249.523864746,3496115.8087158203,3798682.013793945,1336091.0246276855,5003746.9607543945,3209998.538269043,3124272.61517334,1351385.968345642,1082542.8786010742,42455.54280471802
16:0 Campesteryl ester | 17:0 Cholesteryl ester_2,0.5841027832283835,10.883097599143165,3.319919627974741,0.06844517506265393,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CE,3319410.498291016,3887920.9923706055,3513842.349975586,3810893.78527832,1329058.0193481443,4999381.965209961,3213956.2883911133,3090413.958984375,1262863.6786270142,1077150.375213623,37469.84255218506
16:2 Campesteryl ester,0.6233037617157379,10.694163003309917,3.7705561967300127,0.05216228495719525,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CE,2881798.134765625,3417545.9243164062,3071638.707397461,3307019.251953125,1178049.5912780762,4564289.039428711,2853732.693359375,2611230.153381348,1104001.699897766,876902.982208252,37548.18246459961
"16:2 Cholesteryl ester, zymosteryl palmitoleate",0.4147073374413251,9.480091358516363,1.6916917028283924,0.19337811556643833,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CE,1263222.117919922,1241483.5310058594,1206008.5622558594,1263038.6306152344,604268.1017456055,1390025.2941894531,1134029.0310058594,1267904.803955078,389170.6880187988,474161.7130126953,93003.58645629884
16:3 Campesteryl ester,0.6036935567932548,10.676452041626014,3.541712865611771,0.05984363221338876,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CE,2809078.3034057617,3370828.850830078,3015819.7756347656,3274823.365753174,1153624.7742919922,4504572.306091309,2799905.918334961,2577784.221862793,1121081.583908081,912040.8722076416,36631.20252227783
16:3 Cholesteryl ester,0.3994331238568669,9.391663463555329,1.5708270430877747,0.2100869476562464,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CE,1165534.2019042969,1174910.9125976562,1096579.2644042969,1182799.1965332031,540857.696472168,1277360.2670898438,1046914.4780273438,1150298.960205078,360634.7676696777,471574.6923217773,103143.08738708496
16:3 Stigmasteryl ester,0.5699074657013738,11.300275716625695,3.163491799903568,0.0753019585816432,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CE,4722541.474975586,5191223.557739258,4720311.004638672,5171141.995483398,1801859.525909424,6217856.19934082,4274017.391723633,4371415.269836426,1737976.481918335,1331746.8444519043,39270.862632751465
"17:0 Campesteryl ester_simulated | 18:0 Cholesteryl ester, 16:0 Sitosteryl ester",0.4760954155474125,10.476235323406437,2.2211350602156017,0.13613294285705976,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CE,2827588.4938964844,2836454.044311523,2569347.315124512,2974549.9127197266,1081618.6657104492,2929759.022216797,2292816.494567871,2791366.5291748047,938510.9572601318,827868.0527648926,40736.10290145874
"17:0 Campesteryl ester_simulated | 18:0 Cholesteryl ester, 16:0 Sitosteryl ester_2",0.42672290883612574,10.4949471665324,1.7898332474869676,0.1809464813808694,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CE,2818004.659301758,2841565.8818969727,2578812.216369629,2984571.086425781,1109499.515838623,2912879.460876465,2308137.345825196,2784091.3170776367,1093322.244857788,903870.2120361328,39267.14286804199
"17:1 Campesteryl ester_simulated | 18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester",0.5704326195888526,10.970935265817689,3.16921271791216,0.07503860950256871,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CE,3709307.35546875,4125866.0313720703,3659234.2077026367,4170613.143676758,1463308.743103027,4943435.3025512695,3357984.494262696,3531801.342590332,1298646.615524292,1089313.1320495603,41545.86302566528
"17:1 Campesteryl ester_simulated | 18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester_2",0.579238131289579,10.979122807426013,3.265906533400994,0.07073391721276888,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CE,3727246.260742188,4115511.9108276367,3701962.59552002,4198412.090942383,1501868.7221374512,4971357.477966309,3395848.878540039,3519171.297973633,1259325.740600586,1105944.7153778076,42416.18307113648
17:1 Cholesteryl ester; 16:1 Campesteryl ester,0.5876014955088993,10.740190633633839,3.359027120510291,0.06683754344632757,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CE,2955804.091003418,3508278.694885254,3141642.1345214844,3407906.3225097656,1177801.4160461426,4644663.73059082,2921888.522644043,2714110.3923339844,1235861.4857940674,926364.4599914552,46294.68310546875
17:1 Cholesteryl ester; 16:1 Campesteryl ester_2,0.6138972120918134,10.687870085042269,3.659935291572765,0.055735797656138834,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CE,2880691.788635254,3399653.3653564453,3071671.4596557617,3304714.7344970703,1146936.4387512207,4518410.383361816,2852859.505065918,2666117.371398926,1097427.0015563965,848143.2657318115,36382.36251831055
"18:0 Campesteryl ester | 19:0 cholesteryl ester_simulated, 17:0 sitosteryl ester_simulated",0.5308817561828605,10.745754054384044,2.7520869170402875,0.09712758001652257,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CE,3325030.56060791,3967283.6395874014,3089492.121520996,3672599.276123047,1351368.2366027832,3231594.508422852,2706980.1061401367,3085711.058959961,1076433.2709655762,1131244.3202667236,39621.242710113525
"18:0 Campesteryl ester | 19:0 cholesteryl ester_simulated, 17:0 sitosteryl ester_simulated_2",0.5324994005330734,10.744951845082836,2.7685937931819344,0.09613057817613146,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CE,3305293.1350097656,3949305.086364746,3111396.023864746,3649054.770629883,1356532.7410430908,3225093.7380371094,2667169.887573242,3095907.1751098637,1103105.4275054932,1118057.414276123,43657.76313018799
18:1 Campesteryl ester,0.4686581920200374,10.991335413851587,2.153292739734751,0.14226449728529725,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CE,4002003.943969727,4477974.755187988,3672621.907043457,4339608.172363281,1518235.576385498,3820909.7244262695,3204196.690063477,3735554.5223999023,1552476.3158874512,1317252.875152588,44848.22304916382
"18:2 Cholesteryl ester, zymosteryl oleate, 16:1 Stigmasteryl ester, 16:2 Sitosteryl ester",0.548708181521552,11.24691852599743,2.9366076237056404,0.08659241889524522,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CE,4486515.670532227,4957211.194519043,4495567.135131836,5061750.217041016,1706795.089111328,5980968.522338867,4095343.482543945,4150944.659851074,1652844.0254058838,1433446.1220703125,40885.68292999268
18:3 Campesteryl ester,0.5092703214096919,11.01126664841201,2.536112410351052,0.11126844439108984,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CE,4045757.433959961,4580462.106201172,3777282.47265625,4373657.011108398,1635778.7589111328,3889693.0604248047,3280187.047485352,3888413.565368652,1391218.4571380615,1236603.7670593262,43290.78319168091
"18:3 Cholesteryl ester, 16:2 Stigmasteryl ester, 16:3 Sitosteryl ester",0.5317663274999156,11.30829988893261,2.7611106478143483,0.09658116531414032,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CE,4648458.169921875,5227865.071716309,4683383.762390137,5225475.064697266,1783487.885131836,6189341.36730957,4273291.343078613,4389020.909790039,1863376.6055603027,1437982.3947143557,40236.00278472901
"19:0 Campesteryl ester_simulated | 20:0 Cholesteryl ester, 18:0 Sitosteryl ester",0.4241989554819202,10.962824471983314,1.7689987403082341,0.18350604135939083,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CE,3764108.4799804688,4299223.975830078,3506834.3146972656,3910540.182373047,1566165.8419189453,3599994.3747558594,2968690.8857421875,3709778.176025391,1370820.9727172852,1475007.3790893557,112414.7484588623
"19:0 Campesteryl ester_simulated | 20:0 Cholesteryl ester, 18:0 Sitosteryl ester_2",0.4490268304154261,10.95120456757478,1.979099212017899,0.15948533507971327,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CE,3772103.3747558594,4267086.477294922,3485958.0954589844,3889483.571777344,1569844.8201293943,3619095.571777344,2951843.696777344,3692719.8315429688,1473736.895324707,1295178.004821777,110329.76833724976
"2-Hydroxymyristoylcarnitine, 3-hydroxytetradecanoylcarnitine",0.2521240035912431,8.925377306037342,0.6312084930686979,0.42691237696975237,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CAR,683626.9583740234,552526.2526245117,581810.5565185547,673715.77099609375,504305.3756103516,1180923.685546875,535128.9973754883,533576.4212646484,556161.2179870605,514811.8537597656,114115.06772994997
20:0 Campesteryl ester,0.36544159212791094,10.372012488631064,1.317535507339926,0.2510348294384512,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CE,2559207.6220703125,2569923.3569335938,2290627.869873047,2371062.5517578125,1090242.490814209,2294392.154296875,1934160.1706542969,2756263.453857422,783134.548828125,921191.6957702636,117365.78839111328
20:1 Campesteryl ester,0.35860609880924926,10.379522977161892,1.2692216016512248,0.25991275769184524,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CE,2585693.243408203,2556160.831298828,2325912.201660156,2429942.8693847656,1107220.6676330566,2284697.7314453125,1934451.71484375,2746248.224609375,955419.111907959,876076.1404266357,107014.40713882446
"20:1 Cholesteryl ester, 18:0 Stigmasteryl ester, 18:1 Sitosteryl ester",0.4544275066958316,10.978264006269196,2.0263119766495947,0.154595360001874,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CE,3853047.332275391,4349770.3916015625,3558858.662353516,3976487.776123047,1626150.655822754,3676025.0087890634,3014448.852050781,3763806.333984375,1299314.977478027,1444733.7073364258,107587.868144989
"20:2 Cholesteryl ester, 18:1 Stigmasteryl ester, 18:2 Sitosteryl ester",0.503656020238966,10.981537286282641,2.481394602335058,0.11520006549945162,0.9992206602743139,6,4,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CE,3874732.990234375,4368061.712646484,3554552.203613281,3945552.936035156,1744661.2466125488,3696464.865966797,3040737.1506347656,3734481.516113281,1252337.7398986816,1305868.1267700195,120097.84827804564
