lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,AK0144,AK0147,AK0154,AK0155,AK0166,AK0168,AK0145,AK0164,AK0174,AK0175,Blank-1x
PI (38:7),1.5740228960582234,10.549174652422208,17.79908392301877,2.4550141596683865e-5,0.0033410510882032497,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,PI,1355653.2633361816,2403551.4604492188,1299149.878540039,2572249.9302368164,445671.1892089844,1684534.1083526611,298579.24182128906,439657.6076660156,350556.4214477539,2336523.4484710693,23601.92147064209
PG (18:4),-1.4440871086520775,10.311429912212432,17.203767362033688,3.357698263598618e-5,0.0041887285838392765,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,PG,153573.47039794922,126295.0889892578,121546.2280883789,165782.39303588867,143573.21032714844,175705.22912597656,885081.4678649902,1191058.3344726562,948936.437713623,171843.71353149414,1866382.3871765137
C20:4,1.5077964921828155,6.872024539032267,16.431039361121293,5.045228593234373e-5,0.005809774772362967,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,FA,7961.320514678955,249878.6177520752,167608.11192703247,241488.23692703247,7966.700584411621,7959.260536193848,87791.42691421509,245836.23734283447,7965.160572052002,7951.840534210205,7981.200630187988
Lyso_PI(14:1),1.4771951313182017,2.8917516025615755,15.799893360137034,7.040647641490642e-5,0.007528463942365351,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,PI,5583.240329742432,8292.760604858398,8408.820575714111,7331.460544586182,7254.720478057861,4282.380260467529,6003.240398406982,4935.020408630371,4880.340358734131,3540.8003005981445,1611.6201133728027
TAG(56:8)_FA 18:1,1.2586728568806236,10.309851798870932,11.704264032858195,6.235703972408978e-4,0.062232325644641595,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,TAG,2196327.046875,1072620.0753173828,578654.044342041,1161252.7171020508,1441309.275604248,1723577.0290222168,338822.42474365234,506240.2775878906,434245.5083007813,2223288.539550781,28634.50213623047
TAG(54:7)_FA 16:0,1.2154073648180386,10.350087699870652,10.953506730926161,9.342663345096858e-4,0.08741229392256247,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,TAG,2383097.8423461914,1087819.7194519043,503926.8719482422,1161062.6803588867,1534512.4609985352,1722189.7348632812,376857.1051025391,571790.4557495117,448614.4133605957,2311910.828613281,24154.861877441406
Lyso_PS(18:4),-1.1132497602515463,8.439483754782588,10.2383387230484,0.0013755141373631694,0.11901530346507515,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,PS,198029.7762451172,157317.0897216797,132398.85089111328,195511.25289916992,178428.8519897461,219154.41619873047,807557.5288696289,1060667.426696777,939606.6330566406,241335.79766845703,45608.60339355469
Lyso_PS(18:4)_2,-1.1069185962328352,8.446410369988246,10.122066355662355,0.0014650465775593938,0.11901530346507515,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,PS,190909.29528808597,153063.43090820312,136542.65139770508,197616.27642822263,185659.17279052731,221053.77416992188,814501.9982910156,1080098.038269043,922796.4549560548,234472.9327392578,47694.24353027344
TAG(56:7)_FA 18:0,1.1625413326199778,10.60277484803749,10.065704097134581,0.001510548273771829,0.11901530346507515,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,TAG,2767919.0275268555,1308515.7038879397,615469.5682067871,1345158.3837890625,1807071.7772827148,2089486.5534973145,495628.2917480469,729483.5670776367,590166.0640869141,2770914.8376464844,23058.56153869629
"O-oleoylcarnitine, Elaidic carnitine",1.1409464876551614,12.277399028597523,9.712566953155822,0.001830122079784084,0.1369846376718387,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,CAR,4500714.607421875,4666630.671875,4017380.48828125,5047570.275390625,4452473.4208984375,4604750.220703125,3214902.0576171875,3751924.938720703,3531222.8725585938,4466181.607177734,1027604.6534309388
Cer(d20:0/26:0),1.1023149269028907,6.767360699603656,9.094069590501022,0.0025643963037529464,0.16690875072687655,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,Cer,181543.9899520874,9119.04063796997,299336.8090324402,33998.30194854736,21699.901554107662,31783.662128448486,12331.600761413574,41083.24278640747,8932.380596160889,244944.81497573853,3579.960254669189
PG (42:9),1.102984731404792,8.072555305842766,9.105029268261207,0.0025490763823684892,0.16690875072687655,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,PG,201335.055847168,192109.05657958984,334137.2247619629,210534.51300048828,317066.8073120117,243110.3572998047,178812.89361572266,214419.5157470703,186970.27423095703,276972.53790283203,34404.86260986328
PIo (42:6),-1.0504320300854588,10.739013066032914,9.113659445487428,0.0025370781394816497,0.16690875072687655,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,PI,430699.9510040283,1473574.522857666,840346.1226196289,2125877.881286621,320021.423248291,432293.3812408447,4733123.54888916,4409186.042907715,4884133.317687988,1538951.827377319,18925.90129852295
"Linoelaidyl carnitine, O-linoleoylcarnitine, 9,12-Hexadecadienylcarnitine",1.0958360029076903,12.467166475670574,8.992834791704976,0.0027104021985851733,0.16906133713675017,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,CAR,4804016.552734375,5700394.260742188,4870150.984375,5422371.9921875,5025861.2890625,5150018.9140625,4243113.879394531,4565989.5703125,3877340.134521485,5025627.596435547,1090622.9429779053
C15:0,1.0834803417715806,10.10996034171887,8.799940427750698,0.0030124038120343155,0.18038274026461482,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,FA,997021.3467407228,1118561.9372558594,778223.2125244141,848283.256652832,661402.5719604492,934859.0604248048,795665.3126220703,583804.8407592773,856296.7023925781,845644.2795410156,440589.4131469727
15:1 Cholesteryl ester,1.0684218940526535,9.607748587909123,8.567427711037453,0.00342230325384131,0.18980736772799642,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,CE,736011.0537109375,721170.73486328125,644670.1643066406,825408.77880859375,777016.0197753906,800593.87890625,952810.02734375,1045489.8735351562,306752.93940734863,423149.8651123047,82103.88539123535
TAG(60:0)_FA 20:0,-1.0185183384109244,12.122409679281771,8.566855308739068,0.003423379377859655,0.18980736772799642,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,TAG,2463314.044784546,2171017.905044556,846464.6287689209,4454106.3921432495,2212859.373901367,2325996.969436645,5769923.573944092,17261400.440689087,9908253.45072937,4113676.90335083,722759.3523254395
15:0 Cholesteryl ester,1.0523355864353285,9.605053492597118,8.32212576278721,0.003916505939942393,0.20939319257477723,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,CE,743461.3332519531,711950.09326171875,635065.9443359375,800429.5791015625,772022.07080078125,801382.9323730469,960665.4267578124,1045205.1755371094,312532.9205474853,417044.6669921875,89103.66654205322
Stearidonyl carnitine,1.0344379792948466,12.452874488735338,8.053013443465083,0.004542802819233676,0.22668586067976043,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,CAR,4985346.634765625,5221485.51953125,4340170.6064453125,5567244.859375,5136975.0703125,5288394.716796875,4309436.866699219,4759639.525878906,3902662.338378906,5111208.078125,1100202.3172302246
"Stearoylcarnitine, hexadecanedioic acid mono-L-carnitine ester",1.0344890444717993,12.684347922299338,8.05377714082732,0.0045408882579004465,0.22668586067976043,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,CAR,6132615.287597656,6469562.666015625,5223586.8046875,6378907.953125,6138234.349609375,6154790.33203125,5076820.900878906,6029775.671386719,4622050.814941406,5989204.472900391,1062245.1694755554
PE (22:2),-0.9806598949071342,9.076422631628434,7.939505768330266,0.004836704274921463,0.2335660096631429,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,PE,68475.44471740723,124172.66891479492,123578.47146606444,155409.0675048828,59948.883529663086,75330.52544784546,553507.6569213867,308893.14111328125,579248.9092712402,169551.69134521484,696946.32470703125
C17:0,1.0190113797576643,11.216525413483804,7.824176695590722,0.005155192434441385,0.24116634607371104,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,FA,2286791.912841797,1995212.1161499023,1831251.682800293,1952648.1799316409,1742066.2689819336,2260687.88079834,2098835.010498047,1361150.7901000977,2055697.992553711,1811502.19921875,741267.45263671875
"16:2 Cholesteryl ester, zymosteryl palmitoleate",0.9607240096454531,9.78004080013087,6.986525051932404,0.008212564499363301,0.24623634546574577,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,CE,839465.0791015625,798569.537109375,699599.37255859375,901407.8879394532,851822.6799316406,897783.52587890625,1134029.0310058594,1267904.803955078,389170.6880187988,474161.7130126953,93003.58645629884
16:3 Cholesteryl ester,0.9972720066564685,9.71874507404209,7.506731618253981,0.006146881374245273,0.24623634546574577,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,CE,797526.4951171875,763953.9541015625,665307.5700683594,875816.3291015625,813374.4765625,852996.47900390625,1046914.4780273438,1150298.960205078,360634.7676696777,471574.6923217773,103143.08738708496
"3-hydroxypalmitoleoylcarnitine, Heptadecanoyl carnitine",0.9637063938867345,11.695368065864482,7.028376818328979,0.008022803980802004,0.24623634546574577,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,CAR,3062052.8403320312,3153356.01953125,2552459.2861328125,3251961.6025390625,2805499.6357421875,3039220.544921875,2565661.3549804688,3068166.078125,2327843.1586914062,3155632.5205078125,638254.4590263367
"Arachidyl carnitine, O-[(9Z)-17-carboxyheptadec-9-enoyl]carnitine",0.9497950018654755,10.552887983232305,6.834277645328256,0.00894248495949054,0.24623634546574577,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,CAR,1266553.0290527344,1292452.126586914,1151711.2175292969,1514329.3736572266,1364969.7358398438,1509588.7058105469,1218282.745361328,1247825.5977783203,1338478.732055664,1319755.1290283203,292378.04011917114
C18:3,-0.9461950810107164,9.175644421697545,7.389347049244861,0.0065611302571407515,0.24623634546574577,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,FA,636181.5847091675,7950.560535430908,12520.480884552002,21448.661544799805,753626.3316650391,273185.3410682678,1027099.4716796876,840734.9029541016,1079039.4757080078,900973.9652099608,231365.0361328125
Lyso_PG(15:1),0.9558053131680201,1.4066069628414746,6.894899020094599,0.008644204565328158,0.24623634546574577,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,PG,1704.380107879639,2089.8801345825195,1664.580135345459,1818.4401359558103,1722.9601249694824,2047.280143737793,1660.4601249694824,1860.6801223754885,1975.280143737793,1607.7001113891602,1553.9201126098633
PC (32:0),0.943684191628843,11.026097399579973,6.7498165152501315,0.009375732592884108,0.24623634546574577,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,PC,2720076.0274658203,2188621.2403564453,643411.6972351074,1381062.858581543,3204543.151123047,2640627.9353027344,2016260.3009033203,2634014.7017822266,1598458.1311035156,1740062.1936035156,31963.28234863281
PC (32:1),0.9635443547676642,11.02954390938496,7.0260962519969326,0.008033027854950915,0.24623634546574577,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,PC,2745035.8327026367,2197365.9290771484,660379.8216247559,1349672.703491211,3234362.919067383,2667927.1002197266,1987075.4718017576,2664439.470825196,1566100.529663086,1716605.916015625,30584.482391357426
PC (32:2),0.9506487709166135,11.022374867146537,6.846129160228884,0.008883353446678758,0.24623634546574577,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,PC,2688654.8771362305,2205607.8106689453,596026.8492126465,1371958.6221313477,3255056.0908203125,2670445.180053711,2002133.178771973,2650151.384887696,1586910.605895996,1713305.4525146484,29463.122344970703
PC (32:3),0.9627812641128722,11.015971343732732,7.015387624895082,0.008081213570586802,0.24623634546574577,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,PC,2719302.3176879883,2215944.1986083984,623123.3208999634,1353110.932678223,3185798.409423828,2642901.3197021484,1961485.078979492,2644561.595825196,1562166.9021606443,1696929.3129882812,30471.70233154297
PCo(34:0),0.9437249350729188,11.090764421533683,6.750378980406822,0.009372777401860705,0.24623634546574577,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,PC,2881585.5436401367,2328051.44140625,690433.733215332,1449611.475402832,3294359.181030273,2723293.7454833984,2038398.581298828,2794479.2341308594,1628043.358459473,1880555.1928710935,27564.40200805664
PCo(34:1),0.9589370443005104,11.05985204528111,6.96155499132874,0.008327962344493399,0.24623634546574577,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,PC,2820186.0478515625,2241180.817260742,668725.626083374,1410028.9860839844,3302377.5196533203,2685951.2443237305,1989298.221923828,2686902.1466064453,1583749.4990234375,1836425.917236328,26734.441864013672
PCo(34:2),0.949227855612523,11.061827081098308,6.826429525128333,0.008981863721716651,0.24623634546574577,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,PC,2776374.282775879,2247276.787841797,652727.0269165039,1423372.424255371,3282907.38659668,2750613.44732666,1994034.2263183596,2741971.712158203,1558211.041442871,1848287.3934326167,29145.622009277344
PCo(34:3),0.9671094515650773,11.144425897797273,7.076224879026995,0.007811340567422546,0.24623634546574577,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,PC,2972707.671569824,2448925.470825196,675332.7595062256,1494965.3536987305,3508903.098754883,2837555.8884277344,2087583.7411499023,2847270.142944336,1677643.1267700195,1935550.3947753904,29839.902221679688
PCo(34:4),0.9826095494049004,11.204765559736602,7.296039791530346,0.006910676373513878,0.24623634546574577,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,PC,3170343.105621338,2558728.874145508,702325.4207763672,1533491.6481933594,3630164.488037109,2992688.4157714844,2202225.760192871,2938619.968017578,1762870.631286621,1961264.9150390625,28695.90200805664
PCp(32:4),0.9645114893454952,11.161654296886706,7.039680489455348,0.007972325255998232,0.24623634546574577,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,PC,3015352.5858154297,2459574.612548828,712148.8682556152,1473190.6384277344,3533787.389404297,2908402.83190918,2170953.798217773,2908159.9428710938,1710545.7866210938,1902368.0769042969,28278.10220336914
PGo (42:2),0.948460166051142,7.878540510743642,6.81561792384673,0.009036403019583273,0.24623634546574577,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,PG,168990.84954833984,170186.5516357422,270781.13983154297,177031.4359741211,265715.8764038086,220226.5962524414,180668.6343994141,213588.81518554688,187131.47357177731,236376.09393310547,32982.28225708008
PSo (40:4),0.9834489519875961,8.614759513879894,7.307924612578063,0.006865116984738249,0.24623634546574577,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,PS,352451.0296020508,338491.6889648437,286283.4226074219,271242.6990966797,530857.6354370117,475242.6766967773,239108.419921875,424976.87109375,229603.61584472656,448855.7365722656,39735.94287109375
SM (d18:0/18:0),0.9438382389832695,11.019427635594868,6.7519400165911065,0.0093645807175617,0.24623634546574577,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,SM,2727747.335723877,2225302.510498047,614570.9205932617,1341255.237121582,3210713.9399414062,2590169.538696289,2010927.9006958008,2645865.451416016,1574228.7529296875,1720870.0830078125,33657.44226074219
SM (d18:1/18:0),0.9699366596775247,11.0392143343737,7.116090287876434,0.007639512832041649,0.24623634546574577,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,SM,2707399.88873291,2270308.343383789,641392.2230987549,1388642.4796142578,3270647.283325196,2677400.7600097656,1999426.0369873047,2648784.8142089844,1578982.2268676758,1729982.560180664,31011.601989746097
SM (d18:1/18:1)9Z)),0.9471094621548075,11.019130749363068,6.79710671659268,0.009130571721619483,0.24623634546574577,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,SM,2698214.433288574,2167647.080688477,617838.7806549072,1376063.1530151367,3242008.4873046875,2637814.931274414,2003340.467163086,2630212.090698242,1579978.0213928225,1726936.3393554688,30199.34219360352
SM (d18:2/18:1),0.9604525695197921,11.02313523212868,6.982754970696986,0.008229882332050424,0.24623634546574577,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,SM,2733861.441833496,2240428.3161621094,626441.89208984375,1380737.328552246,3157672.9809570312,2663653.368286133,1953659.095703125,2671373.1092529297,1555828.2573242188,1726491.2370605469,29740.581909179688
TAG(52:6)_FA 18:1,-0.9194040036867723,9.347603522923798,6.97494001673158,0.00826589933157822,0.24623634546574577,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,TAG,125282.90830993652,89715.40478515625,152460.36911010742,108785.92697143556,126259.40829467772,162217.8321838379,644521.01513671875,559940.397644043,507403.01092529297,194558.97329711917,841502.9495544434
TAG(54:8)_FA 16:1,0.9538410551618168,9.914287415619865,6.8904550842926255,0.008665720399735512,0.24623634546574577,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,TAG,1680002.4024047852,767312.7281494141,354024.8701171875,841230.806640625,1054051.1451721191,1208335.341430664,422396.1466064453,670988.1032714844,521940.2178955078,1650470.9374084473,29435.76211547852
TAG(60:4)_FA 20:4,-0.905871828353412,12.34246682024652,6.77039759332924,0.009268218495586381,0.24623634546574577,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,TAG,3512731.4306640625,2886654.61517334,1250540.122009277,5218830.293273926,2939363.714691162,3308082.661529541,8166732.926574707,18698053.38842773,12364862.129364014,5742388.737426758,40900.82312011719
Lyso_PE(13:0),0.9379850987345513,1.4289447018793986,6.649234207416893,0.009919845069456349,0.2560346218788992,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,PE,1482.6201133728027,1587.1201057434082,1634.9801139831543,1889.540138244629,1571.6401290893557,2990.68021774292,1908.6201362609863,1735.4801139831543,1721.0401153564453,1693.4401092529297,1663.8001136779783
PC (32:4),0.9340719146567826,10.820011566270175,6.617906640429283,0.010095843026640097,0.25616062730305467,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,PC,2385223.296936035,1936144.742797852,555105.6410522461,1215401.2276000977,2649344.3161621094,2311736.596923828,1734827.6170654297,2354582.8555908203,1377742.5989990234,1495562.2651367188,30874.52215576172
"PIo (40:5), PIp (40:4)",-0.8907846711225178,10.25754463958938,6.545661323616514,0.010514023878599723,0.2623248957710631,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,PI,350889.2542114258,1076222.825805664,782626.408203125,1406690.3049316406,214662.97387695312,357457.9249267578,3802736.1381835938,2230980.602050781,3565148.1352539062,938635.8067626952,39443.00280761719
C18:4,0.914417345359009,8.847754594034932,6.3518179797320045,0.011726107173188359,0.2877702039059504,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,FA,324024.7848510742,11947.060859680176,30201.92222976685,1258506.1556625366,490802.613861084,414682.7262268066,404067.07208251953,266600.91885375977,571434.2774658203,318459.9401245117,127843.58934020996
(11Z)-eicoseneoylcarnitine,0.9069269983427636,10.47118116365011,6.251816193384002,0.012406603442654925,0.29955944118797456,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,CAR,1173379.2845458984,1273471.4271240234,1123954.2408447266,1403092.8359375,1211117.0444335938,1347732.7966308594,1128833.5732421875,1278053.767944336,1238776.1319580078,1282045.1535644531,285046.4786605835
PC (34:6),0.897779469740851,11.198947832797792,6.130612994442345,0.013286079814952103,0.3157025632219571,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,PC,3116221.129119873,2471955.5697021484,721939.78564453125,1557687.4038085938,3507775.911499023,2921305.178100586,2231996.0772094727,3159622.3393554688,1802516.4705200195,2030590.7579345703,30682.862091064453
C22:6,0.8918582468177109,11.418306597860907,6.05272923054872,0.013884819255957513,0.31977806809489845,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,FA,2309174.924621582,2329314.8236083984,1550972.2059326172,2358323.10748291,2051314.7516784668,4642534.292724609,2418049.577575684,1629807.9803237915,3497903.9357299805,2264430.1189575195,497382.3003845215
O-arachidonoylcarnitine,0.8924483560264501,10.433434708738789,6.060455129780166,0.01382420524275522,0.31977806809489845,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,CAR,1112689.0150146484,1192857.0477294922,1100020.0772705078,1361399.1162109375,1199637.7456054688,1326909.9989013672,1139910.0646972656,1279831.3889160156,1206460.6065673828,1209762.47265625,287038.3798828125
"(11Z,14Z)-eicosadienoylcarnitine",0.8771308053317332,10.37969694225486,5.860978933604201,0.015480181945256199,0.34767104051624087,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,CAR,1106398.5203857422,1174063.134399414,979734.911468506,1315000.8809814453,1150253.9196777344,1287640.1538085938,1130798.7427978516,1181701.8826904297,1254938.1559448242,1132406.2965698242,283604.8807868957
"12-Hydroxy-12-octadecanoylcarnitine, 3-hydroxyoctadecanoylcarnitine",0.8764257240035902,10.831639694847185,5.851879102886414,0.015560427331054201,0.34767104051624087,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,CAR,1612063.1870117188,1717306.8571777344,1363540.2586669922,1757777.8254394531,1624814.6600341797,1667559.6105957031,1500475.087890625,1676762.3806152344,1540232.3978271484,1754820.5119628906,327414.4421424866
Lyso_PE(14:0),0.8649689897344346,1.2740531251014233,5.683439189463698,0.017125766444913294,0.3758272661459951,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,PE,1591.8001136779783,1662.4401206970217,1749.9401245117188,1542.8801040649414,1482.6601066589355,1575.6001052856443,1743.3401107788086,1586.1601066589355,1548.4601020812988,1688.3601188659668,1479.6600952148438
O-(17-carboxyheptadecanoyl)carnitine,0.8602226412628392,10.570361932494313,5.644360493606655,0.01751160188465712,0.3758272661459951,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,CAR,1307444.4721679688,1324546.151611328,1138653.3198242188,1483293.478881836,1284833.246459961,1479967.3603515625,1252655.9416503906,1400390.738647461,1404002.06640625,1360204.280517578,309643.52238082886
PC (34:5),0.8597321845322984,11.784297751214186,5.638148783822544,0.01757375325999977,0.3758272661459951,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,PC,4623172.470947266,3708256.396606445,1083493.547302246,2299520.9470825195,5105098.139892578,4544752.029052734,3052255.836853028,4862885.294799805,2464024.6049804688,3555999.9938964844,35443.602600097656
15:1 Campesteryl ester_simulated | 16:1 Cholesteryl ester,0.8426583296962078,9.981958742359328,5.423307552820915,0.019869684892175173,0.4074646340217292,6,4,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,CE,970073.210205078,886919.14892578125,747123.0681152344,1048058.6755371094,961839.7341308594,1025624.2321777344,1362550.8513183594,1545880.4645996094,496332.3787384033,585429.0845947266,105928.06745910645
