lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,AK0135,AK0140,AK0142,AK0169,AK0139,AK0161,AK0170,AK0200,AK0202,AK0204,Blank-1x
Lyso_PG(18:0) | PG (18:0),1.3283649935636344,8.905705714608361,17.03825551560658,3.663425203623719e-5,0.003427592206140442,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PG,435044.82946777344,421355.2880249024,473431.6177978516,849405.4376220703,340965.8259277344,320965.5447998047,248846.935546875,300690.0217285156,283097.8596191406,286496.3201904297,256118.97686767575
Lyso_PS(18:0) | PS (18:0),1.3339697073886287,8.794115944711045,17.18180170479536,3.396747980622162e-5,0.003427592206140442,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PS,501541.6763916016,462335.9404296875,525926.1925048828,1224876.2774658203,453115.2119140625,438761.8791503906,282816.59924316406,385887.3117675781,294981.29724121094,356352.08239746094,90023.586181640625
Lyso_PS(18:0) | PS (18:0)_2,1.3328559635644064,8.804316095304845,17.15324631300973,3.448195926638142e-5,0.003427592206140442,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PS,520176.6541748047,461026.2768554688,536274.95166015625,1209579.6811523438,453047.2091064453,449427.7473144531,282664.6424560547,382620.96643066406,291840.84338378906,368017.1657714844,91770.22717285156
"PIo (40:5), PIp (40:4)",-1.423336303784997,10.433395831431657,17.251961472502447,3.273594211617661e-5,0.003427592206140442,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PI,354633.1041870117,1019139.5050048828,929229.157836914,422177.2482910156,2905893.256835937,4614986.858032227,3638184.947021485,1417036.094665527,598445.4321594238,4210408.349365234,39443.00280761719
PSo (40:4),1.3222124474010157,8.190771345936902,16.88136065531478,3.979040781179908e-5,0.0035038964996625425,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PS,501007.0324707031,435049.2696533203,388076.408203125,505994.67834472656,322036.29888916016,281275.0427246094,215741.8131103516,264810.1828613281,181786.2750244141,279711.57861328125,39735.94287109375
PG (38:7),1.3088185927944755,9.281672452601615,16.542551490361802,4.7570474176467975e-5,0.003956277769009587,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PG,934891.9832763672,767686.7728881836,741820.0866699219,1727262.1380615234,679610.2668457031,586287.3375854492,430811.85009765625,576589.8801269531,591819.5374755859,507271.73248291016,42770.442932128906
Lyso_PG(18:0) | PG (18:0)_2,1.2940857639421743,8.892578591879808,16.17328776559043,5.780351116642882e-5,0.0045543082219023125,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PG,424165.3470458984,423176.3333740234,465551.5604248047,846380.1259765625,334896.80126953125,325561.240234375,259661.39556884769,293624.9576416016,298712.7227783203,287715.44079589844,249343.6390991211
PIo (42:6),-1.3371625418244413,11.182540679776547,15.34206889709458,8.969667604881429e-5,0.0067137962022537495,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PI,1405842.761505127,1452097.6293640137,1583212.5514526367,614715.9607696533,4737741.291015625,5619288.5783081055,6080152.11340332,3104774.723876953,1786963.449569702,7478849.997497559,18925.90129852295
TAG(58:7)_FA 20:0,1.2394827248940463,9.755242620407962,14.840497096375202,1.1699605777213323e-4,0.008340147546899213,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,TAG,1193952.213317871,812895.1039428711,809390.9869384766,3211269.421142578,817007.1790771484,848781.6657104492,641978.5014038086,815286.8728027344,1038695.6744384766,712363.0147705078,21032.88150024414
PS (38:7),1.215532757099846,9.442361811544025,14.27326697889657,1.58094308703981e-4,0.010757599096811798,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PS,1064837.6732177734,852235.7889404297,821153.9136962891,1801805.1147460935,786238.6220703125,703990.4473876953,518664.0487060547,697121.9738769531,624869.2457275391,624660.6398925781,48050.223083496094
C24:5,-1.2807456896784752,11.833798239395383,14.143518116550702,1.693796817144199e-4,0.01102440797941246,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,FA,2389622.010498047,1059367.071029663,1462845.2863464355,3302428.7809906006,28005625.03112793,3050610.21774292,1810146.6446228027,4780553.716369629,1804504.928527832,2821938.868713379,505308.3322067261
C15:1,1.2029198374166745,11.051973244338408,13.978906271684536,1.848731342566091e-4,0.011070203279285753,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,FA,1577863.0067138672,1443441.733581543,1777239.8449707031,1828271.54208374,1283359.539428711,598373.7831726074,1033582.3955078124,854112.263458252,1100277.9603271484,1055318.6157226562,1725227.109222412
Cer(d18:2/16:0),1.2043977925880993,4.005877451588791,14.006670548254728,1.8216323630357002e-4,0.011070203279285753,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,Cer,18109.32155227661,24456.00173187256,8592.460594177246,42939.76314544678,13808.541015625,9683.400638580322,10868.800804138184,11003.4807472229,21645.041675567627,9841.740669250488,3684.100280761719
PGo (38:0),1.188090973249995,9.106024901204984,13.63651045775623,2.218293332681982e-4,0.012772250457788181,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PG,834025.8299560547,688381.2819213867,662957.1641235352,1359473.3630371094,658681.7702636719,558728.8885498047,402958.2492675781,558153.7283935547,498250.5731201172,485537.3084716797,40358.7428894043
C22:1,-1.1922974226253362,10.940014284347843,12.349572048429764,4.410875729424702e-4,0.01725233041531121,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,FA,1382191.5220031738,644429.5062255859,932272.3070983888,1700547.3732299805,13455427.26031494,1840780.876789093,1091551.633239746,2633722.0825195312,1314462.6401062012,2262475.203582764,229673.77950286865
Lyso_PI(12:0) | PI (12:0)_2,-1.1974967409971429,10.442929571069602,12.452077267591447,4.1752720724017375e-4,0.01725233041531121,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PI,1096444.6298065186,666261.7430725098,865796.3456878662,783576.9152679443,2225780.8207092285,3763253.343322754,2123523.1205444336,2358043.192588806,1003713.1037216188,5626526.302734375,18575.88124847412
Lyso_PI(12:0) | PI (12:0)_3,-1.18499639629332,10.427798693432484,12.206211151205935,4.763066978362466e-4,0.01725233041531121,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PI,1118133.280960083,651225.5531005859,859327.9139099121,779159.4633331299,2194125.32409668,3731174.936126709,2080178.5159606931,2264145.5348968506,1082342.0883789062,5497082.3251953125,17273.941032409668
PC (32:3),1.125165102255118,10.609136927008034,12.22997258160467,4.702788949962258e-4,0.01725233041531121,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PC,3022032.93157959,2223452.395385742,2265097.210876465,2538296.586669922,794215.17333984375,1523044.1447753906,1697626.4278564453,1974368.038330078,1464316.3035888672,2044261.4041748047,30471.70233154297
PCo(34:2),1.1246251323902638,10.637372745638261,12.218226326549484,4.7324900356377343e-4,0.01725233041531121,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PC,3106042.226501465,2244151.9044189453,2347120.7736816406,2551573.934814453,848541.1874389648,1525967.1639404297,1733383.5357666016,2032360.1142578125,1482420.8045654297,2079090.947265625,29145.622009277344
PCo(34:3),1.1220791055960826,10.732771282565057,12.162913908565315,4.8749157562842107e-4,0.01725233041531121,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PC,3314664.9368286133,2379413.772216797,2499487.564819336,2761964.875732422,912845.5904541016,1632588.5950927734,1815897.131958008,2197297.3706054688,1599206.2381591797,2222126.186279297,29839.902221679688
PCo(34:4),1.1427531102366042,10.775197810671715,12.615626104030525,3.8253538543854695e-4,0.01725233041531121,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PC,3396784.4669189453,2490272.872680664,2604581.127075196,2850356.584960937,939566.4342651368,1636739.5988769531,1875554.212524414,2219193.5192871094,1637819.9219970703,2292310.2932128906,28695.90200805664
PCp(32:4),1.1222942806249163,10.727889095259098,12.167583917856971,4.862725377773894e-4,0.01725233041531121,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PC,3260872.047241211,2384360.936401367,2520311.877685547,2742792.8049316406,840958.260559082,1646269.7224121094,1860323.2602539065,2157843.240234375,1602113.8970947266,2230791.4775390625,28278.10220336914
"PIo (40:6), PIp (40:5)",-1.2026479967152313,14.336230236916926,12.55408718144273,3.95340666032672e-4,0.01725233041531121,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PI,9760794.801879885,16505503.030151367,15160026.5178833,6225352.019866943,44991590.14343262,57428238.89129639,49895611.158569336,23233108.128356937,19312869.8873291,56021330.67919922,18200.381225585938
PSo (38:0),1.143795245450603,9.232118192637353,12.638567636080552,3.7786939028831807e-4,0.01725233041531121,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PS,926165.1162109376,749064.9736328125,719805.5379638672,1411264.1463623047,715355.91162109375,621486.3106689453,455326.7943725586,633331.98046875,523637.9235839844,571397.96240234375,46559.18347167969
PSo (40:1),1.1275446574891281,8.928353277103136,12.28169000847447,4.57423957993116e-4,0.01725233041531121,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PS,747515.72021484375,596887.7570800781,621121.5096435547,1053878.1638183594,636284.0651855469,508824.755859375,424375.9968261719,506704.5201416016,338789.2033691406,463845.9519042969,45290.28350830078
SM (d18:1/18:1)9Z)),1.1273402991986465,10.602933535361982,12.277350530755939,4.584888191425193e-4,0.01725233041531121,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,SM,2978691.899780273,2209716.059448242,2298721.4299316406,2508944.533935547,721415.87255859375,1520209.1619873047,1704916.307861328,1969697.6127929688,1448942.68359375,2086878.9345703125,30199.34219360352
TAG(48:2)_F A18:0,-1.1964569504794536,9.391744274632991,12.431470790919775,4.221593082037597e-4,0.01725233041531121,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,TAG,608329.34815979,269293.3155822754,298637.92541503906,520869.69456481934,1417907.0684204102,1640796.8825683594,1263797.4493103027,1415028.0575561523,806961.62158203125,1402770.8473510742,19089.681350708008
TAG(48:3)_FA 18:1,-1.1915356476957961,9.32903222763312,12.334484410834193,4.4466690410109973e-4,0.01725233041531121,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,TAG,604648.539276123,257899.75532531735,273916.23526000977,498339.2405700684,1345439.1622314453,1585081.7963562012,1217476.6871948242,1335046.0020751953,777981.8367004395,1334201.2847595215,18693.48141479492
TAG(50:3)_FA 18:0,-1.2114636564392536,9.320466256734932,12.729231468272701,3.599844419192639e-4,0.01725233041531121,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,TAG,601187.6213378906,255879.3532104492,254092.99395751956,492544.7206420898,1350712.8669433594,1551913.1686401367,1184674.250152588,1372232.3521728516,770997.7844848633,1305334.6473999023,23989.781814575195
TAG(50:4)_FA 18:1,-1.1812217238151788,9.280619107318126,12.132306455780054,4.955579210810835e-4,0.01725233041531121,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,TAG,568175.7471923828,256360.5059814453,259637.43655395508,490057.83416748047,1326708.6661376953,1488753.0110473633,1115699.535308838,1315439.1377563477,764633.2415771484,1253595.5311279297,26350.50177001953
TAG(52:2)_FA 18:0,-1.1985784655499176,9.240951752543067,12.473362377662852,4.127963837538102e-4,0.01725233041531121,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,TAG,540007.1877441406,243320.376953125,251692.4569091797,474620.7423706055,1718348.8373413086,1307584.0763549805,990802.7007751464,1225550.0178222656,688003.5015869141,1160519.990661621,29991.121963500977
TAG(52:3)_FA 18:1,-1.1790106815052257,9.27328016187062,12.089153783541406,5.071598701230001e-4,0.017254961944866618,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,TAG,539356.0633544922,248940.69842529297,259961.9183349609,499462.81719970703,1892508.7810058596,1283356.6553955078,1004919.7384033204,1213843.224243164,685983.6735839844,1099709.5008544922,37349.22244262695
Lyso_PG(14:1) | PG (14:1),-1.1706216585952243,2.0435772101456826,11.896206029485398,5.624839655861212e-4,0.0176201641712075,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PG,2008.8801345825195,1758.8801231384275,1916.6601295471191,2146.060146331787,2589.5002059936523,2860.18021774292,10380.520656585692,2700.6602058410645,2352.820178985596,16957.14112472534,1523.6801223754885
Lyso_PI(12:0) | PI (12:0),-1.1686518071426844,10.446420805613288,11.88797472708393,5.649752038864129e-4,0.0176201641712075,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PI,1162096.356163025,671785.130645752,867691.3675842285,781152.4914093018,2249138.4966430664,3794366.736328125,2132474.4255371094,2314993.725257873,956636.744644165,5636275.036437988,19044.081504821777
PC (32:0),1.1112134055722669,10.611307209738268,11.92821816119249,5.529003369974826e-4,0.0176201641712075,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PC,2987578.3508911133,2226065.087158203,2270212.699523926,2525348.9853515625,732898.8688964844,1517259.9380493164,1711808.3029785156,2036627.257080078,1470933.6778564453,2094068.1247558596,31963.28234863281
PC (32:1),1.1099466944730938,10.603614052491151,11.901003372819105,5.610371479623355e-4,0.0176201641712075,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PC,2981648.0073242188,2177018.590698242,2282235.293823242,2519609.2028808594,765304.0653076172,1505209.5285644531,1716691.2541503906,1973187.81640625,1469355.8887939453,2086780.560546875,30584.482391357426
Lyso_PS(18:4),-1.1655890139007727,8.75670624002341,11.828592752237455,5.832806016433519e-4,0.017819817564491792,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PS,345854.466796875,200092.07403564453,186250.57220458984,310327.2391357422,907544.9293823242,921213.4202270508,980625.1598510742,954453.6455688477,257701.46160888672,912750.2357177734,45608.60339355469
Lyso_PG(15:0) | PGo (16:0),1.0956469240180589,1.5338023444248274,11.555011514285425,6.756688973619333e-4,0.01868417854299958,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PG,1785.220127105713,1898.6401329040527,5673.540328979492,1699.0401191711426,2196.480155944824,1777.6001243591309,1810.4401245117188,2091.100143432617,1775.6001205444336,2027.4201431274412,1613.2401161193848
PC (32:2),1.092324407863891,10.60145709191485,11.525555195010384,6.864594655076665e-4,0.01868417854299958,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PC,2968187.504272461,2190517.234741211,2221344.598022461,2530548.899047852,815828.8995361328,1506915.349243164,1692060.0845947266,1995818.989501953,1474620.7512207031,2097074.4287109373,29463.122344970703
PE (22:2),-1.1532216639488768,9.391182144353822,11.590587888207665,6.628645382178851e-4,0.01868417854299958,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PE,227208.09405517575,143915.13162231445,120869.9075012207,71940.08469390869,309080.36742401123,557899.4027099609,647332.569519043,558229.27001953125,89153.18775939941,574003.2857666016,696946.32470703125
PGo (40:1),1.096582817314359,8.735863505555248,11.61560787874987,6.540065944218637e-4,0.01868417854299958,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PG,605833.2185058594,512652.0044555664,564115.3675537109,915070.0832519532,575349.1444091797,455489.78771972656,347716.62145996094,440635.71728515625,325446.3795166016,386543.9073486328,41911.223083496094
SM (d18:0/18:0),1.096289302432413,10.598637998396592,11.609514518105243,6.561527812108623e-4,0.01868417854299958,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,SM,2978589.012573242,2156461.065307617,2243006.3716430664,2505839.1112060547,746556.6898803711,1530888.4266357422,1731438.3276367188,1970291.787597656,1464747.4877929688,2081728.1185302732,33657.44226074219
SM (d18:1/18:0),1.096802453701338,10.612699987064394,11.62040323625888,6.523225732831454e-4,0.01868417854299958,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,SM,3016243.797790528,2200411.026977539,2251520.2310180664,2526854.049560547,839684.526184082,1511416.4162597656,1717428.310180664,1991512.9333496091,1471251.0801391602,2106517.739013672,31011.601989746097
Lyso_PS(18:4)_2,-1.1444074882578583,8.75929352746763,11.422580367063347,7.255685543605404e-4,0.01901506372913977,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PS,348622.1416015625,204518.03198242188,182960.1959228516,318011.72341918945,906224.0706787108,899141.9699707031,983587.8857421876,947009.5001220704,260554.05780029297,910420.2751464844,47694.24353027344
PC (34:5),1.0860937254238392,11.33453941331668,11.394238125190896,7.367225760120954e-4,0.01901506372913977,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PC,4746879.372436523,3569254.9276123047,3944943.633178711,4156019.688720703,2034516.009399414,2404730.3459472656,2865852.1293945312,3182127.964111328,2350189.868347168,3233253.211425781,35443.602600097656
SM (d18:2/18:1),1.0866054985403844,10.619745518440245,11.404979543287482,7.32475072645132e-4,0.01901506372913977,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,SM,3000773.35736084,2203977.492797852,2311608.692626953,2482159.96875,818573.6844482422,1538281.7974853516,1741830.650024414,1998817.2495117188,1530671.0234375,2076448.9453125,29740.581909179688
PC (32:4),1.0700102437887182,10.420780726558533,11.058602669741958,8.827664757910062e-4,0.021876065283136757,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PC,2547605.525024414,1920119.8182373047,2029023.9297485352,2133143.905151367,648552.5858154297,1391360.5760498047,1548273.765625,1792490.548828125,1333772.2020263672,1778398.5993652344,30874.52215576172
PC (34:4),1.0704606172203146,11.476131163380078,11.06796085096721,8.783222215261009e-4,0.021876065283136757,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PC,5296121.709228516,3876439.7145996094,4304725.169189453,4593682.175292969,2291834.275756836,2655644.196655273,3140179.5834960938,3542419.137939453,2605261.0306396484,3625906.3256835938,36301.58251953125
TAG(52:6)_FA 20:4,-1.1241660303096102,9.706271995267336,11.040538871340686,8.914094737951518e-4,0.021876065283136757,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,TAG,815595.1662597656,373757.48931884766,360703.26708984375,626279.224609375,1765648.5509643557,1899916.522705078,1482697.4690551758,1853057.469909668,982738.3542480468,1712707.9948730469,34597.922302246094
Lyso_PI(22:4) | PI (22:4)_2,-1.1203012239378047,7.663525170762512,10.967846351219123,9.270643946583557e-4,0.02202881585402474,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PI,51264.84296417236,181156.7944946289,174219.5746459961,36612.56214904785,500022.7770385742,618299.7604064941,584896.2960205078,97937.60509490968,61031.62496948242,483542.0402526856,16435.061180114746
PCo(34:1),1.0657964221084884,10.652077130541228,10.97149592495316,9.252404080092768e-4,0.02202881585402474,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PC,3068920.27532959,2208093.475341797,2344568.0592651367,2573191.6684570312,1231022.1738891602,1535823.1796875,1747236.596069336,1990880.5334472656,1488479.0363769531,2083960.6538085935,26734.441864013672
Lyso_PI(22:4) | PI (22:4),-1.1186274678105779,7.691726431362346,10.936603815540366,9.428283441033199e-4,0.022053344236291718,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PI,52720.96405792236,184691.07489013672,172969.83071899414,41234.70251464844,522526.3991088867,612699.4446411133,594325.4213256836,99976.04817199708,63002.00430297852,486231.189453125,18227.841117858887
PSo (38:3)_2,1.0483515676924033,9.10583837942684,10.614364102419131,0.0011221253651475759,0.025451843509483655,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PS,869370.9512939453,706819.6457519531,644999.6284790039,1137555.0111083984,735634.3021240234,611746.9537353516,453387.6713867188,604444.3648681641,422520.8159790039,542770.0407714844,47597.30322265625
TAG(54:6)_FA 20:4,-1.1013142423892923,9.262129072544374,10.61598977696849,0.0011211392589607215,0.025451843509483655,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,TAG,596125.2098388672,272247.4857788086,270162.6579589844,465593.2932128906,1576898.1188354492,1301392.865600586,1013987.3814697266,1315395.0708007812,672935.0202636719,1185679.0799560547,33546.82232666016
TAG(50:4)_FA 18:0,-1.0973658471154664,8.57634397497712,10.543311206427461,0.0011660932155073802,0.025977546078557196,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,TAG,372845.22509765625,158861.29054260254,161946.65112304688,321646.6818847656,824790.1988525391,814727.6660766602,576763.2108764648,822934.8435058594,473258.0782470703,899031.2823181152,15680.941040039062
TAG(56:1)_FA 16:1,-1.0961599287775317,13.371370794989003,10.521387141001975,0.0011800087731074745,0.025977546078557196,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,TAG,10154861.30517578,4935965.157531738,5498001.907470703,7773520.016113281,17620801.03161621,22479305.12145996,25159602.33190918,22151790.11242676,11605932.071899414,26054808.21105957,55993.92398071289
TAG(52:4)_FA 18:2,-1.089318168375631,9.091195475373636,10.396075162516354,0.0012628344719237154,0.027398017456084084,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,TAG,467182.3973388672,249669.51684570312,245540.5823974609,393700.7456054688,1546600.2012939453,1016556.0017089844,818058.2354736328,1092475.0053710938,554155.84375,966923.73779296875,66437.644775390625
PCo(34:0),1.0352904651019237,10.67649252063849,10.35092787009853,0.0012940962093315337,0.027580849860966403,4,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PC,3082733.9497680664,2215035.849609375,2386524.037353516,2584840.419067383,1231862.2178955078,1561723.4715576172,1818973.3347167969,2086874.8071289065,1514213.6586914062,2168566.1586914062,27564.40200805664
