lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD93_F4_Female_5xFAD_cerebellum_N1_Brain_Region,DOD93_F4_Female_5xFAD_cortex,DOD93_F4_Female_5xFAD_diencephalon_N1_Brain_Region,DOD93_F4_Female_5xFAD_hippocampus_N1_Brain_Region,DOD94_F4_Female_5xFAD_cerebellum_N1_Brain_Region,DOD94_F4_Female_5xFAD_cortex,DOD94_F4_Female_5xFAD_diencephalon_N1_Brain_Region,DOD94_F4_Female_5xFAD_hippocampus_N1_Brain_Region,FAD185_M1_Male_5xFAD_cerebellum_N1_Brain_Region,FAD185_M1_Male_5xFAD_cortex,FAD185_M1_Male_5xFAD_diencephalon_N1_Brain_Region,FAD185_M1_Male_5xFAD_hippocampus_N1_Brain_Region,FAD185_M3_Male_5xFAD_cerebellum_N1_Brain_Region,FAD185_M3_Male_5xFAD_cortex,FAD185_M3_Male_5xFAD_diencephalon_N1_Brain_Region,FAD185_M3_Male_5xFAD_hippocampus_N1_Brain_Region,FAD189_M1_Male_5xFAD_cerebellum_N1_Brain_Region,FAD189_M1_Male_5xFAD_cortex,FAD189_M1_Male_5xFAD_diencephalon_N1_Brain_Region,FAD189_M1_Male_5xFAD_hippocampus_N1_Brain_Region,FAD189_M2_Male_5xFAD_cerebellum_N1_Brain_Region,FAD189_M2_Male_5xFAD_cortex,FAD189_M2_Male_5xFAD_diencephalon_N1_Brain_Region,FAD189_M2_Male_5xFAD_hippocampus_N1_Brain_Region,DOD94_F3_Female_WT_cerebellum_N1_Brain_Region,DOD94_F3_Female_WT_cortex,DOD94_F3_Female_WT_diencephalon_N1_Brain_Region,DOD94_F3_Female_WT_hippocampus_N1_Brain_Region,FAD184_F3_Female_WT_cerebellum_N1_Brain_Region,FAD184_F3_Female_WT_cortex,FAD184_F3_Female_WT_diencephalon_N1_Brain_Region,FAD184_F3_Female_WT_hippocampus_N1_Brain_Region,FAD184_F4_Female_WT_cerebellum_N1_Brain_Region,FAD184_F4_Female_WT_cortex,FAD184_F4_Female_WT_diencephalon_N1_Brain_Region,FAD184_F4_Female_WT_hippocampus_N1_Brain_Region,FAD185_M4_Male_WT_cerebellum_N1_Brain_Region,FAD185_M4_Male_WT_cortex,FAD185_M4_Male_WT_diencephalon_N1_Brain_Region,FAD185_M4_Male_WT_hippocampus_N1_Brain_Region,FAD189_M3_Male_WT_cerebellum_N1_Brain_Region,FAD189_M3_Male_WT_cortex,FAD189_M3_Male_WT_diencephalon_N1_Brain_Region,FAD189_M3_Male_WT_hippocampus_N1_Brain_Region,Blank_Blank_Blank_Blank_Blank_N1_Brain_Region
FA(21:0),-0.9101924612007769,10.235988941699826,21.025582461743724,4.531915920484178e-6,7.840729532883137e-5,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,FA,2160705.4064941406,5132891.686767578,3153816.559814453,6255064.768310547,1748184.4892578125,2378260.6767578125,2711439.8525390625,4977912.603515625,1251348.187133789,1641074.6489257813,6909860.368652344,1212013.2424316406,5456585.327636719,802351.0339355469,1416393.5947265625,2268534.768432617,1932068.1396484373,6025232.510253906,1724769.9096679688,592918.3212890625,1952504.646972656,1411071.6573486328,1923494.4306640625,4940413.535644531,2497759.7729492188,10091469.951171877,7958634.403808594,4336334.653076172,9090756.310546877,1284533.8189697266,1923658.4091796875,1044317.0627441406,1973862.5056152344,2653263.0649414063,6307006.260253906,1646577.2846679688,4196056.182617188,9940246.5185546875,1546279.7590332031,1491980.5806884766,5833599.996948242,3065077.2026367188,3184403.553466797,7139728.674316406,227035.07763671875
[TG(63:12)|TG(62:5)]_FA22:5,0.9266586660387568,11.87108477363208,20.974659032149695,4.653986628428369e-6,8.006434623482702e-5,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,3357214,8718040.465332031,4721994.546875,25577164.55029297,5840883.28515625,5458933.409179688,4053338.994628906,4535241.633789063,23953278.556152344,21708936.1015625,18835187.34423828,37643102.32763672,32235336.431152344,13590199.073242188,22214023.177246097,39383942.55078125,12402436.472167969,28251584.165039063,25667999.60839844,19374738.36376953,14731223.065917969,17012377.07763672,21933419.72998047,17534117.747070313,10380134.20361328,9181460.8798828125,2450179.6689453125,2987563.334228516,8220500.884765625,2632493.298828125,3968795.28515625,9825324.81982422,9204428.919433594,4770224.136230469,11404658.623535156,6291452.643554688,10323317.39453125,6315648.813964844,7596951.549316406,3343065.6357421875,6832418.1083984375,9157865.9658203125,8035926.5361328125,5020843.780761719,1611737.7868652344
FA(12:4),-0.9079760569632231,6.4033325583898915,20.923554196997088,4.779810089140307e-6,8.176697596310244e-5,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,FA,202787.6936035156,220563.0751953125,180416.91284179688,375826.86474609375,178614.3724975586,258926.71899414065,165748.43243408203,619215.6867675781,65793.484619140625,66490.96490478516,243698.59741210935,79267.50518798828,256043.93872070313,67963.50476074219,116303.5078125,80511.6655883789,162080.21142578125,280973.8210449219,80229.24603271484,67933.224609375,85765.2465209961,83617.70568847656,79052.6459350586,117173.28894042967,274222.3983154297,507544.63818359375,651833.6657714844,586282.7360839844,522028.6791992188,107308.6082763672,220195.97509765625,132369.4901123047,111829.98840332033,108139.84826660156,452788.2119140625,129648.78942871094,266943.2188720703,566732.8190917969,156833.99139404297,159873.23236083984,85059.885986328125,119605.64819335938,83153.4262084961,128036.44860839844,629513.70263671875
[TG(58:7)|TG(57:0)]_FA22:5,0.9243511823724212,9.09834284254125,20.872921448753914,4.907838052310637e-6,8.348808306863625e-5,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,662900.9528808594,858687.4652099609,659993.8518066406,400137.0280761719,1470144.4815063477,609004.4166259766,631095.0826416016,518340.49853515625,2266073.6252441406,2000400.164916992,2509249.6142578125,1257340.251953125,5283745.919189453,9968129.352172852,3787507.645263672,1161086.188232422,9022324.5361328125,8865396.3837890625,2665275.0895996094,1498784.1920166016,5965618.30456543,1670604.2939453125,1860753.44921875,1357397.9315185547,463853.4504394531,376653.6280517578,505499.0750732422,281040.32012939453,490229.9134521485,725926.7353515625,368820.06506347656,543543.7430419922,660000.421875,658782.7489013672,513168.5391845703,372561.42578125,3501634.967285156,9298448.9990234375,586287.18017578125,359687.54541015625,508225.9187011719,1323887.5310058594,599420.43310546875,559904.11572265625,84692.72625732422
[TG(58:9)|TG(57:2)]_FA18:3,0.921524143076509,8.285323866270874,20.748601992738266,5.236979676834268e-6,8.859223953311304e-5,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,610010.1806640625,772109.751953125,398075.0078125,348334.7834472656,564915.6862792969,367479.7474365234,474416.2534179688,435635.009765625,1849594.985839844,2796286.656616211,2276781.3393554688,708966.5285644531,2149893.060546875,3329504.80859375,1734142.943359375,1136111.7563476563,3626326.906738281,3488677.5322265625,2685432.8256835938,1457058.311767578,2173369.5478515625,1761944.7618408203,1288589.8676757813,723704.12548828125,628999.5612792969,376416.5065917969,614607.5185546875,227856.85681152344,293903.0810546875,521100.244140625,498984.3583984375,505719.8537597656,796112.212890625,794737.49462890625,541946.1787109375,280126.85986328125,726608.9886474609,2007813.8786621091,484485.0938720703,336752.4411621094,804663.7746582031,615455.5635986328,581656.66162109375,291482.1186523437,118838.9676513672
PE(40:7)|PE(39:0)|PE(O-40:0),0.9211606843151349,8.609386684831298,20.73267052271877,5.280730296333629e-6,8.883880526152432e-5,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,PE,483788.89697265625,1561211.3298339844,356206.14404296875,655943.0891113281,526122.7629394531,676361.0720214844,553512.0417480469,718967.4296875,1562673.297607422,4343308.433349609,2184122.2392578125,738526.7678222656,2097008.5349121091,3566598.883300781,2414819.2866210938,2184333.9111328125,3557692.5107421875,4985810.662597656,4013079.3959960938,2485958.0659179688,1275976.009765625,3418156.8325195313,1343222.1147460938,837126.3615722656,1041609.5002441406,519877.1125488281,1122888.2438964844,355261.6650390625,332569.6655273437,576350.87939453125,894193.6728515625,724870.6906738281,1189932.6108398438,1067736.5004882813,584362.52099609375,308384.4816894531,565923.7802734375,946431.9060058594,749248.53076171875,471820.2585449219,1292238.5927734375,665234.53173828125,755329.83251953125,350242.32861328125,96693.20751953124
[TG(56:9)|TG(55:2)]_FA18:0,0.9197621546713941,7.445708598385243,20.67125801424845,5.452840069348321e-6,9.123020885255845e-5,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,126731.78778076172,143921.04907226563,87169.26647949219,108207.64721679688,300354.8836669922,123291.7489013672,108140.42712402344,94581.3468017578,468658.6762695313,499378.1329345703,310024.541015625,188220.11462402344,1996544.677001953,4480857.731689453,1087272.1239013672,338227.40313720703,3575639.223876953,3724295.8260498047,809475.525390625,271205.24029541016,1794130.1908569336,660493.0238037109,415187.4709472656,267769.7424316406,108735.66693115234,112266.22875976563,149121.87127685547,76844.5054321289,110340.46850585938,151893.3309326172,95584.52734375,112606.34753417967,198478.5341796875,129609.01043701172,125868.46826171876,82407.40612792969,1308554.564453125,3410248.683654785,179655.033203125,112924.3878173828,132114.44897460938,510809.412902832,180466.3916015625,104300.60766601563,55071.92364501953
DG(dO-38:9)|DG(35:2)_C16:1,-0.9020565937377919,1.9385331476838314,20.643077994582086,5.533688742037262e-6,9.20769520191446e-5,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,DAG,17910.50128173828,54988.82339477539,9632.70068359375,14932.20100402832,4842.660354614258,3819.640285491944,2929.5602264404297,3027.100215911865,2969.2802085876465,2926.260204315185,2994.720195770264,2928.540199279785,2924.780204772949,2924.340209960937,8898.94063949585,2922.04020690918,7720.68058013916,2932.7801933288574,2926.8002128601074,2924.100227355957,2962.880207061768,6812.580539703369,2927.920234680176,2919.940200805664,48793.063205718994,66430.00452804565,16269.921142578123,30426.622177124023,2932.3802032470703,2925.5202293396,7578.960536956787,2922.480213165283,2922.0402221679688,2919.4202003479004,2925.020221710205,2921.240196228028,4457.380325317383,2934.240196228028,2929.100196838379,2931.0202140808105,2927.68021774292,2931.7201919555664,2924.940212249756,7524.380485534668,43695.28314971924
FA(22:0),-0.9009168216110652,9.603847722819062,20.60204301122576,5.653574979328436e-6,9.356052071769069e-5,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,FA,1572087.1440429688,3176324.888671875,2235265.670410156,3786212.616455078,1430172.770263672,1802088.4720458984,1909903.5737304688,3522277.805419922,999749.2801513672,1076329.3959960938,3098695.3569335938,878183.7379150391,3157389.5854492188,579338.4577636719,885925.33642578125,1430596.1568603516,1251315.3713378906,3189613.0620117188,1107246.5037841797,419155.6071777344,1329090.9951171875,938636.0021972656,1631187.6658935547,3115213.459472656,1917863.8956298828,5696791.430175781,4728424.523925781,2690426.7211914063,5800233.863037109,918275.8037109376,1321083.887451172,712017.3392333984,1407542.6770019531,1997989.267578125,4143666.791992188,1114148.15625,2968560.7553710938,5561232.562744141,1232367.7735595703,1192756.7354736328,4120575.2498779297,2066467.6014404297,2061931.0625,4422781.319702148,158888.591796875
[TG(58:8)|TG(57:1)]_FA18:3,0.9178869575806534,7.078580851595133,20.58908908116905,5.69195942231843e-6,9.368657535653848e-5,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,251505.8167724609,356481.7459716797,214170.0352172852,185605.65252685547,367344.2854003906,203665.3120727539,269539.4985961914,249128.55932617188,748841.7103271484,852547.799621582,981807.6748046876,540903.27978515625,938182.611694336,1359851.8223876953,908817.1571044922,403149.0903320313,1440146.8112792969,1200562.3420410156,896903.1232910156,741655.0692138672,1034787.3364257813,509634.7346801758,553732.3765869141,522039.6766357422,210219.57623291016,163887.9711303711,231518.57775878903,114723.94760131836,164351.91229248047,203592.37451171875,182145.7325744629,224645.35522460935,295375.5205078125,312423.28356933594,237154.95556640625,176014.39141845703,407014.3096923828,942516.4129638672,193539.13311767575,170185.2915649414,237191.6568603516,308335.7833251953,201683.23388671875,200464.15502929688,50454.72375488281
[TG(57:8)|TG(56:1)]_FA18:0,0.9166878415084779,6.793396669178256,20.536631006187235,5.850093721846795e-6,9.577169560765317e-5,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,169287.33197021484,174139.0509033203,121487.08813476563,125851.1880493164,444139.9524536133,137186.7099609375,149146.09045410156,138003.11206054688,467111.23126220703,411324.5704345703,475194.2149658203,284780.0581665039,1088500.0877685547,1654104.391540527,699242.7805786133,275111.1990966797,1757660.7302246094,1699196.2059326172,542998.5205688477,353444.9089355469,1052830.6339111328,328411.9831542969,399261.0684814453,369916.3659057617,115825.68920898438,109791.18646240234,142911.85131835938,75526.1254272461,105389.8685913086,133340.72979736328,95996.82733154295,146309.73052978516,227130.8967285156,144558.849609375,157441.55200195313,105698.66784667967,643207.7930908203,1234719.6000976563,123508.50964355467,118126.80737304688,140692.25018310547,238604.59814453125,229425.8729248047,142398.71026611328,41148.28283691406
PS(P-40:5),0.9152459936250403,6.435789218003984,20.47357749046705,6.046014924150724e-6,9.844981520876447e-5,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,PS,164397.7716064453,200357.7947998047,133395.1484375,190716.65356445313,169405.09106445313,163393.6524658203,163707.01098632813,138015.33032226563,480569.3327636719,707597.60498046875,627065.36767578125,596911.7684326172,509007.15625,539269.1984863281,81601.94566726685,536019.2800292969,647807.0262451172,585658.7042236328,592688.0009765625,501419.69494628906,470502.1556396485,688862.8887939453,494284.2290039063,519538.2768554688,182010.6929931641,147068.52990722656,180596.1334228516,136148.2889404297,123787.30883789063,90702.46614837646,134446.44921875,191912.5340576172,171290.45153808594,178678.734375,74942.46528244019,131491.96850585938,152024.82971191406,205761.27416992188,168322.81176757813,163794.5108642578,172637.61364746094,239372.8167724609,215876.4548339844,120853.94916915894,86594.866455078125
[TG(58:7)|TG(57:0)]_FA18:1,0.9149885279073523,8.114482122538814,20.46262776207731,6.080703239279253e-6,9.848798597662407e-5,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,509175.43505859375,734288.5690917969,333735.1633300781,342511.8037109375,542956.0178222656,416371.6875,480325.8347167969,386789.7687988281,1634346.2880859375,2413355.8713378906,1723506.9141845703,633736.32470703125,1581829.9819335938,3170856.282470703,1623267.9426269531,903793.34130859375,3365219.4965820313,3020095.928588867,2446347.0048828125,1184052.0205078125,2073317.7241210935,1603046.746459961,1197263.7006835938,581083.1955566406,566669.4962158203,339876.9055175781,500593.4743652344,198663.6531982422,227819.95678710935,434578.2692871094,452557.6743164063,409833.2849121094,752564.1520996094,760786.6979980469,436334.5499267578,216071.85510253903,712768.3659667969,1743613.0780029297,486431.9342041016,271382.2175292969,779230.9372558594,576001.6568603516,521796.8134765625,280675.01989746094,87526.126220703125
[TG(56:6)]_FA16:1,0.912593672492185,6.460355876822281,20.358028529108424,6.422306360026715e-6,1.0315230935255032e-4,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,223330.8966064453,275689.8797607422,133977.7092590332,132221.98895263672,294301.380859375,145642.57012939453,167901.4718017578,156936.0521850586,444914.1348876953,572829.7138671875,620283.5966796875,335899.3805541992,504353.6097412109,724137.614074707,570304.1009521484,272885.36071777344,883758.6641845703,692881.6526489258,624270.1865234375,381881.529296875,486066.2947998047,341897.9097290039,520646.3331298828,308173.52294921875,157181.87106323242,140154.83032226563,155393.6707763672,100302.80755615234,104169.18768310548,127424.14904785156,133866.9291381836,145079.94982910156,202908.03369140625,199860.91540527344,154082.83129882813,113080.4682006836,219943.5352783203,357264.5872192383,131283.66833496094,99120.46600341795,183895.2117919922,192621.2733154297,146875.8305053711,138748.9698486328,226891.3980102539
[TG(61:14)|TG(60:7)|TG(59:0)]_FA20:4,0.9125022748403149,5.720723742546972,20.353824068011818,6.436433095889839e-6,1.0315230935255032e-4,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,81877.64587402344,88712.066650390625,69737.32534790039,78584.64538574219,125067.66903686523,71184.16491699219,84664.245849609375,85517.46551513672,188710.8938293457,176141.29376220703,202124.47589111328,145989.32989501953,426241.7858276367,691168.8150634766,311724.6619873047,150142.9122314453,903823.6157836914,943658.0264282228,302320.1233520508,174306.61309814453,444518.1519775391,204554.6937866211,184293.91473388672,163076.7516784668,68842.7446899414,63408.524963378906,72729.94543457031,63965.044921875,68950.48455810547,60902.64392089844,65776.484619140625,91597.7860107422,95720.4266357422,78346.06573486328,81222.66549682617,67492.96463012695,193585.21533203125,423721.5144958496,85062.70516967773,69953.92532348633,75209.284912109375,129073.08996582033,92229.28643798828,84033.7660522461,39428.54293823242
[TG(60:10)|TG(59:3)]_FA20:4,0.9121070596497451,7.304145457060858,20.337048350551868,6.49310968877834e-6,1.0339032130706914e-4,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,346283.3835449219,430121.1285400391,201538.95385742188,235551.1162109375,357544.7840576172,257623.87829589844,258760.3192138672,222950.2360839844,667135.10693359375,1046146.8344726563,1067499.4982910156,414652.4259033203,933633.13037109375,1640656.8585205078,910203.1224365234,624289.6677246094,1658594.6005859375,1809908.6901855469,1181495.1508789063,716538.0921630859,1267224.6975097656,955342.2667236328,746766.2072753906,405613.826171875,184819.77264404297,172768.0321044922,286068.7781982422,119413.20874023438,159160.0704345703,266603.8377685547,220146.8758544922,280253.43981933594,282159.36029052734,362364.14489746094,254242.69891357425,165731.15087890625,458153.9709472656,1353624.465576172,267696.5577392578,168222.0311279297,262016.65893554688,405603.3083496094,219306.0959472656,181192.81384277344,210904.8147583008
FA(18:0),-0.894898232649358,7.733154409695238,20.32937736785243,6.519192673549187e-6,1.0339032130706914e-4,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,FA,165196.31158447266,169103.95184326172,68482.8251953125,430847.8082275391,264344.87603759766,659083.6949462891,259828.10064697263,1529538.2463378906,195014.5920410156,144271.41107177734,1810038.4674072263,353728.51580810547,1792825.4505615234,202974.7933349609,1021557.6271362304,309157.42126464844,745055.9035644531,2165291.9608154297,183335.63134765625,226954.4132080078,130799.36743164063,142868.76922607422,96383.6275024414,168568.9129638672,450243.46838378906,784244.7049560547,2224399.793029785,1337041.2573242188,2838362.7634277344,221206.27368164065,784958.4196166992,353113.88122558594,210472.6561279297,152193.990234375,1641434.0122070313,124863.68957519533,587159.8353881836,2174030.3901367188,209224.65155029297,207661.4566040039,138321.24871826172,105583.76641845705,187486.4346923828,200975.9946899414,142626.45068359375
[TG(63:13)|TG(62:6)]_FA22:6,0.9109402371525283,12.035629168500352,20.286539103774807,6.6667976087068304e-6,1.0518341304928652e-4,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,3707290.599609375,10215537.811035156,5144100.59375,28902878.841796875,6610307.599121094,6207973.456054688,4424065.248535156,5047176.015625,26320480.432128903,24641822.06835937,20532846.544433597,43922640.443847656,36192951.00292969,15244403.053222656,24389634.03955078,43907597.36669922,14224197.209472656,29774221.528808597,30342692.70751953,20993707.44873047,15951207.451660156,19117115.0546875,24027503.06689453,18902255.35498047,12054131.083251951,10985909.403808594,2826503.2524414063,3483530.9897460938,9837375.020996094,2893032.267089844,4502342.1796875,10591312.298828123,10143168.70361328,5239128.674804688,12781196.473144531,6968792.619140625,12333107.109375,6910787.428955078,8624770.42578125,3587441.9497070313,7761729.666015625,10005153.461914063,8769281.330566406,5291723.3740234375,1656073.8100585938
PS(44:10),0.9106830699320567,7.665748201968878,20.275208688475693,6.7063959864020284e-6,1.052627617453308e-4,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,PS,413823.4301757813,641092.24072265625,310298.9020996094,443008.6696777344,388061.8488769531,345416.46423339844,395031.6281738281,368931.00390625,1004149.8481445313,1755101.0349731443,885755.7401123047,508433.9324951172,1055090.8543701172,1924792.956298828,315841.7431907654,1387481.0334472656,1880801.1147460935,1813574.4926757808,2649156.818359375,1271905.5263671875,942489.849609375,1501847.7849121094,896074.6287841797,368893.346069336,536860.1783447266,266842.44091796875,646358.0480957031,231398.55700683597,180093.41229248047,214642.7950630188,412288.8284912109,445915.4747314453,476504.3757858277,428408.1923828125,153083.55067062378,244102.3167724609,361064.24609375,425464.2678222656,482883.43103027344,335982.5070800781,631414.4056396484,259238.83850097656,578813.8438720703,172611.49179458618,178567.05322265625
[TG(56:11)|TG(55:4)]_FA18:2,0.9089416039394316,7.610479122204897,20.19966551469406,6.976513325651373e-6,1.0838511773779812e-4,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,137142.56958007813,176759.33154296875,97607.54736328124,125554.92956542967,372569.1858520508,147110.2716064453,125080.00964355467,109574.52770996094,536593.1317138672,535802.5966796875,371013.7650146485,253637.9560546875,2189356.585571289,4737334.795410156,1302177.9425048828,375111.0470581055,3961942.373168945,3965527.958251953,914772.8068847656,315806.6014404297,2062798.204589844,763638.2326660156,578452.8389892578,318509.8439941406,122980.76831054688,125870.4891357422,161310.27032470703,102487.38775634766,117863.10913085938,172001.61108398438,102000.56652832033,132686.18896484375,267275.4788208008,139027.70947265625,153574.7501220703,94117.42724609376,1459555.3247070313,3717213.653076172,206184.9342041016,123426.60888671876,158858.09130859375,606050.4364013672,233297.5159912109,116697.76818847656,67830.30505371094
[TG(59:13)|TG(58:6)]_FA18:0,0.9089745367192951,7.983298157067008,20.201116495150934,6.971223606937938e-6,1.0838511773779812e-4,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,462772.9323730469,611588.1683349609,306703.24169921875,352874.0048828125,459321.9106445313,335536.3029785156,392767.6662597656,354264.14697265625,1612889.1323242188,2165228.6796875,1783745.2553710938,467883.4514160156,1721820.04296875,2777967.5009765625,1523843.9790039063,720712.17822265625,3271913.486328125,3106570.2387695313,2088915.237915039,942656.453125,1794458.5173339844,1300257.9887695313,1052617.033569336,534045.03564453125,541749.1568603516,309984.6843261719,530153.77734375,161607.2315673828,233571.9775390625,393615.2080078125,464926.73400878906,370401.3662109375,675846.0876464844,611713.5208740234,442895.6274414063,169151.5321044922,650041.708984375,1647427.2534179688,386449.0667114258,243298.056640625,702880.1882324219,464882.5555419922,458242.990234375,284670.1809082031,95682.386962890625
[TG(56:12)|TG(55:5)]_FA18:3,0.9034373787747285,7.7311583888755315,19.961729331698763,7.900778545374984e-6,1.221211709170905e-4,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,153939.95080566406,181388.53051757807,111168.06860351563,141868.07055664063,376612.5660400391,150288.189453125,141113.490234375,116820.068359375,606995.1900634766,646825.4244995117,424516.0233154297,242960.3365478516,2382040.296875,5285375.641967773,1288399.974975586,430375.1466064453,4161103.083068848,4364410.1396484375,975014.3355712892,368094.3859863281,2215832.3262939453,837959.72216796875,669205.80712890625,335706.5421142578,147263.6708984375,147775.2900390625,175711.51306152344,105102.56719970705,122714.2080078125,188390.2734375,113765.68811035156,158504.1717529297,296851.9211425781,171097.61267089844,175589.7921142578,123346.94897460938,1504556.3638916016,4019555.078186035,216502.03356933597,140110.68884277344,186565.2547607422,670324.52197265625,251924.3376464844,128638.86889648438,72887.0054321289
[TG(56:10)|TG(55:3)]_FA18:1,0.9025757392343373,7.543596137562675,19.92458123304823,8.055787037361115e-6,1.2388824004426564e-4,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,136942.8104248047,159745.05078125,96835.1864013672,116337.94744873048,347408.62731933594,142412.470703125,122666.86834716795,102820.82751464844,497777.3911132813,539786.5776977539,318294.7423095703,208103.77392578125,1924601.4283447263,4944599.091064453,1132206.389038086,375524.5478515625,3805186.154541016,3761875.353393554,919035.2043457032,292035.7604980469,1982047.6918945313,702262.0393066406,473743.8145751953,271198.1618652344,118660.94848632813,121049.56854248048,157213.53118896484,83147.606201171875,109362.94763183594,163159.5916748047,95709.38684082033,128817.28784179688,243059.1375732422,150480.74963378906,130242.40753173828,89588.54528808594,1407719.2028808594,3595287.0986328125,205444.55517578125,125269.78918457033,152928.57067871094,568349.6607666016,214754.25512695313,111731.62719726563,55790.32385253906
[TG(46:5)]_FA22:5,-0.8849133013303281,8.35692489807226,19.881133048420452,8.240962285733328e-6,1.254686508002899e-4,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,1448563.830444336,877289.4390563965,2253906.1257019043,793609.6333618164,1751817.964416504,1646200.6027526855,1279753.5612182615,1286781.0409545898,232627.91766357425,392258.10443115234,179271.07202148438,331557.5242919922,395081.2926635742,302665.09765625,196629.83270263672,312750.70404052734,161782.41192626953,578733.84375,859351.6818237305,371034.56719970703,239497.73651123047,484456.9119873047,288907.1405029297,303534.88412475586,2078093.5559082031,200877.63693237305,259296.65728759769,1688081.7332763672,1223306.6585388184,2801754.7133789063,1250890.8639526367,1764416.5603027344,337813.7449951172,779659.3117675781,370921.143371582,1032423.0044555664,637137.2682800293,677290.0884399414,1417688.8696899414,769967.9580688477,1489412.0441894531,291704.1178588867,863495.0456542969,3102810.694213867,48261.743408203125
[TG(59:12)|TG(58:5)]_FA18:1,0.9016612471891653,6.261939901188404,19.88493625958449,8.224583823411124e-6,1.254686508002899e-4,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,162027.93115234375,201601.8341064453,154698.85083007813,134614.3673095703,240215.6588745117,140473.61056518555,175353.37432861328,160608.85021972656,406268.0706787109,394461.0493164063,441820.2932739258,333864.8046875,463122.2700195313,716827.0299682617,527268.1970214844,247111.5990600586,811937.3327636719,641300.0292358398,528974.3341064453,415350.8909912109,547000.2995605469,295550.23693847656,330629.34143066406,305206.06072998047,126542.66888427734,102075.9462890625,145105.81103515625,81220.02630615234,113925.96795654295,114463.86889648438,109683.52764892578,152187.79095458984,174057.17169189453,179003.15435791016,150844.80923461914,113189.1068725586,211857.47467041016,355811.5245361328,123465.28814697266,96772.46716308594,116311.68774414063,165580.01202392578,129590.2709350586,141785.23107910156,31791.20227050781
[TG(52:6)]_FA18:0,-0.8842766800512585,6.335079283649074,19.852413570731187,8.365704100950565e-6,1.2673417406663918e-4,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,374388.8052368164,315812.8614501953,178174.0919189453,180660.5535888672,261456,335853.2048339844,281997.15979003906,378759.9879150391,142825.31127929688,142125.51049804688,139445.24938964844,108234.06677246094,142441.36993408203,142883.70971679688,119664.2276611328,103618.74835205078,119440.5078125,154599.72979736328,118988.36907958984,123565.2885131836,162499.23406982422,150583.4296875,142902.78936767578,144971.49005126953,226781.1762084961,291092.4606933594,369925.3063964844,371902.4448852539,300902.744140625,305064.1198120117,256052.22009277344,223404.49786376956,280145.7180786133,240449.65502929688,255725.8544921875,282327.8405151367,273440.66009521484,287798.9371948242,350855.1860961914,342257.70471191406,344981.6657714844,196535.55377197263,213975.7191162109,309719.2032470703,37933.282958984375
