Lipid,Class,DOD100-M1-WT-cortex10x_01202023,DOD100-M2-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,DOD99-M2-WT-cortex10x_01202023,M1FAD173-5xFAD-Cortex10x_01182023,M2FAD173-5xFAD-Cortex10x_01192023,M5FAD173-WT-Cortex10x_01192023,DOD100-M1-WT-diencephalon10x_01202023,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M2-WT-diencephalon10x_01202023,M1FAD173-5xFAD-Diencephalon10x_01182023,M2FAD173-5xFAD-Diencephalon10x_01192023,M5FAD173-WT-Diencephalon10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
Cholesteryl nitrolinoleate,CE,916999.6038818359,1035345.849609375,787725.51953125,793275.0352783203,392853.38888549805,329565.4995727539,235085.15655517578,763013.3603515625,4343857.308349609,2643083.2318115234,1497477.1091308594,696839.2486572266,648281.0699462891,371760.6458129883,257479.65899658203,321258.66369628906,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
"Docosa-4,7,10,13,16-pentaenoyl carnitine | Clupanodonyl carnitine",CAR,1322355.9704589844,1261723.3449707031,1111369.9838867188,1216073.9246826172,1258329.4942626953,1109793.9830322266,1198193.4553222656,1131896.9448242188,1282508.1748046875,1568286.4035644531,1336119.8891601562,1069884.9743652344,1163869.4793701172,1387507.767944336,1345452.6511230469,1682056.3947753906,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
FA(12:0),FA,65259.664710998535,102755.98667907715,93574.48696136475,109801.30871582031,244185.53945922852,502122.97314453125,710519.4306640625,69178.10479736328,91115.66660308838,71487.16569900513,123507.88874053955,89496.72622680664,163278.9520263672,470759.61096191406,807750.4308166504,75923.3450012207,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
FA(12:1),FA,47108.703521728516,69150.74453735352,65784.02473449707,62049.54445648193,113583.0078125,270074.0389404297,287798.99993896484,54428.58346557617,55532.34419250488,39086.12285614014,61801.26460266113,68969.32496643066,111234.48831176758,281311.47912597656,320718.3243408203,73215.28530883789,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
FA(14:0),FA,898529.0009765625,1091242.5759277344,1048398.7133789062,1279555.7036132812,2319769.7622070312,4795566.249511719,6963518.0693359375,797848.4155273438,1170713.64453125,826162.8178710938,1642767.3564453125,1038947.3747558594,1318476.87109375,3246147.341796875,6086357.0712890625,693541.4095458984,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
FA(14:1),FA,594265.6606445312,661317.3471069336,726307.5505981445,717026.0707397461,855747.0192871094,1478801.8356933594,1435120.9641113281,615082.2641601562,676127.4266967773,453576.5722351074,738303.3325195312,682291.145690918,866707.7004394531,1378913.4365234375,1603733.1870117188,740184.6535644531,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
FA(15:0),FA,115030.28819274902,113912.88793945312,117210.58850097656,121836.94915771484,251196.03927612305,931129.7698974609,1090235.3614501953,110539.58795166016,115329.78874206543,71964.42558288574,126095.18968200684,123724.40884399414,219580.85522460938,930123.4244384766,1152721.5948486328,129704.048828125,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
FA(15:1),FA,296673.09677124023,185168.93379211426,236472.43530273438,235542.77764892578,438494.63287353516,1635409.1970214844,1655150.7130126953,210501.95483398438,224627.8755645752,120627.1275024414,319949.92462158203,202034.65341186523,382008.12521362305,1273499.8322753906,1514256.1926269531,272115.42083740234,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
FA(16:0),FA,520237.87005615234,619029.5606384277,687835.7874755859,682099.9892883301,1406338.4676513672,21696978.556396484,23354211.756591797,529921.4750976562,660947.4272155762,333656.00215148926,657447.0054016113,620287.5859985352,1526596.5797729492,20384292.181884766,24158374.688964844,774104.8880310059,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
FA(16:1),FA,83028.24620056152,92179.58646392822,105333.04737091064,98844.3080368042,243560.97749328613,1463452.8924560547,1805586.1708984375,86202.68649291992,94007.92626190186,56306.563552856445,99747.12615966797,91125.6865158081,231847.9754486084,1546353.6267089844,2158698.156677246,136898.70957183838,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
FA(17:0),FA,106294.46714782715,119093.28855895996,114860.32844543457,139662.78958129883,523007.9359741211,2593282.5930786133,3071493.1654663086,100422.14749145508,123095.10919189453,70313.40487670898,199605.27545166016,122047.98829650879,280185.3179626465,2158119.063598633,2972810.925720215,140066.65022277832,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
FA(17:1),FA,64310.14447784424,72961.54518127441,76476.34498596191,78449.80569458008,163386.79238891602,602982.5654296875,573275.8400878906,61690.26426696777,70450.06484985352,45439.243103027344,86452.7459564209,74057.78514099121,128715.72891235352,599384.6622924805,625535.0833129883,70801.5651550293,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
FA(18:0),FA,331727.46364593506,398423.98794555664,453710.31283569336,427606.13441467285,1195170.1613769531,26822640.43395996,23530379.48803711,352334.68466186523,426597.04763793945,219438.01498413086,444225.1284637451,399402.2286453247,1346389.8979797363,22369922.444458008,22949736.43359375,531086.4338760376,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
FA(18:1),FA,76538.52537536621,88351.62602233887,93067.82656860352,90479.36639404297,184608.33361816406,910963.5828857422,855011.8403320312,82890.0258178711,88829.32608032227,54966.263900756836,97842.06655883789,86888.56616210938,174634.31256103516,821000.8999023438,954833.6274414062,104823.58738708496,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
FA(18:2),FA,67781.42481994629,80750.52571105957,80072.3256072998,83346.18618774414,197827.17599487305,1277089.9522094727,652463.1795043945,70807.24513244629,102454.0072479248,57258.20389556885,84487.14624023438,76265.94551086426,167009.63201904297,1293343.8269042969,719817.4752197266,77342.70542907715,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
FA(18:3),FA,60280.80438232422,66972.42492675781,68185.1443939209,69524.76458740234,135642.82958984375,536904.0774536133,556984.080871582,64590.524490356445,64677.52456665039,39599.40270996094,70027.02490234375,63170.42427062988,114559.92778015137,476275.4567871094,639759.1867675781,80425.24575805664,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
FA(18:4),FA,42168.5029296875,43943.263092041016,46511.783142089844,53779.403663635254,80847.46586608887,251535.9575805664,254400.53790283203,46533.32337188721,49328.70357513428,29003.782028198242,48505.683502197266,43442.8631439209,73670.14505004883,230079.23529052734,297272.72036743164,51582.26365661621,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
FA(19:0),FA,110576.26768493652,102223.66697692871,123433.24899291992,109783.32733154297,317191.9226989746,3241307.137573242,2606082.5446777344,98136.66693115234,105501.5679321289,66115.86447143555,122316.62759399414,111588.76774597168,291172.8797149658,3124553.2182617188,2496712.6459960938,127139.60901260376,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
FA(20:0),FA,7604.120532989502,7622.380481719971,7634.660541534424,7639.580585479736,577442.6827392578,5042129.390625,3456997.7758789062,7596.040508270264,8062.020561218262,7630.060550689697,7644.300556182861,7619.42049407959,557594.1999511719,5679542.154785156,3588110.9125976562,7613.20051574707,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
FA(20:1),FA,8003.260551452637,8123.340503692627,7784.100551605225,7914.660617828369,143522.9499053955,726845.827331543,751014.5116577148,8022.220550537109,8027.760559082031,7921.62052154541,7731.320571899414,7994.180530548096,114871.64810180664,926097.329284668,840781.7383422852,7613.340526580811,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
FA(20:3),FA,136979.38968658447,100316.60711288452,65319.744525909424,108870.46718978882,381163.126953125,2196692.3862304688,1641727.3037109375,91157.68614196777,99969.18690872192,80306.24538421631,55090.103660583496,103897.3074798584,419988.68908691406,1269601.5085449219,1108946.6127929688,13496.580974578857,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
FA(20:4),FA,43572.742935180664,49491.54354095459,50602.823654174805,54842.16376495361,107660.04711914062,532156.9182739258,596100.1388549805,46574.743087768555,50165.02364349365,32843.202407836914,54698.72380065918,53875.42372894287,90197.84600830078,432405.37017822266,525532.2166137695,45044.563426971436,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
FA(20:5),FA,87672.50679016113,104081.4468536377,119114.4077758789,105897.68690490723,188144.53439331055,1995148.8897705078,1976678.9348754883,95898.60676574707,115540.4878540039,65532.804626464844,121636.38887023926,99464.44665527344,228006.81616210938,1827520.5756225586,2234795.3063964844,136633.4702758789,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
FA(22:0),FA,23399.06170654297,26651.96194076538,29380.08205795288,28800.422061920166,122871.94790649414,2416250.2287597656,1611712.4611816406,26260.50191116333,25602.04180908203,21803.521533966064,28705.34211730957,25082.261833190918,110343.78768157959,2754172.4453125,1738271.1184082031,28793.822025299072,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
FA(22:1),FA,15650.301082611084,15641.161060333252,16140.621116638184,15731.241065979004,62404.16464996338,521649.2957458496,473792.9331970215,15058.681056976318,15473.281070709229,12471.68091583252,16434.541130065918,15180.181098937988,55796.564041137695,890322.2864990234,562976.8242797852,17784.141235351562,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
FA(22:4),FA,13860.760997772217,14814.021087646484,14614.961017608643,14972.061054229736,59904.44418334961,317976.7225036621,341043.86407470703,14099.040958404541,13585.921005249023,11539.5608253479,14676.781028747559,14168.140979766846,56848.224044799805,306389.14248657227,407576.4501953125,16067.361099243164,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
FA(22:5),FA,21134.021465301514,22982.461685180664,25691.161811828613,23460.461711883545,116665.22760009766,1596640.9282836914,1641801.1001586914,22931.981758117676,24488.881816864014,16209.861194610596,27121.201824188232,24359.44175720215,105347.7876739502,1437332.3403930664,1739447.8699951172,29294.741844177246,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
FA(22:6),FA,17106.52126312256,19093.521327972412,23184.56167602539,19049.58134841919,112179.4280090332,852127.6811523438,778891.28515625,17181.101203918457,18355.7612991333,13451.860969543457,22489.261589050293,17762.741245269775,99266.50688171387,1055587.523071289,826280.32421875,27184.26198196411,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
FA(24:0),FA,11934.700847625732,12422.880878448486,11962.540851593018,12840.300930023193,35576.462577819824,7630.560523986816,7647.1605796813965,12339.840816497803,12932.640964508057,10754.52074432373,11117.600845336914,11470.440799713135,29923.922172546387,7642.500549316406,7645.300586700439,12727.700942993164,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
FA(24:1),FA,11565.220832824707,12050.7808303833,10972.920818328857,11653.540878295898,44909.34334564209,7631.160537719727,7644.080593109131,11309.860774993896,11746.800834655762,11010.84075164795,12209.96086883545,12344.300842285156,35551.122413635254,7644.420555114746,7645.220573425293,12003.96082687378,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
FA(24:5),FA,15738.401149749756,15964.541080474854,15109.661087036133,15673.68117904663,57000.02405548096,279655.6807937622,624001.2620849609,15465.401084899902,16507.021045684814,12323.400894165039,14607.021083831787,16131.00112915039,55844.024070739746,485918.2353820801,714886.6081542969,13804.400928497314,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
FA(24:6),FA,14481.600986480713,14724.921058654785,13442.360980987549,14948.381107330322,59095.50420379639,10546.140739440918,354402.948135376,14413.2610206604,14206.14096069336,11297.280799865723,13010.440864562988,13877.68102645874,47410.3631439209,12029.120834350586,415605.2879180908,15041.60111618042,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
FA(26:0),FA,11094.560760498047,11362.400802612305,11605.460834503174,11749.080814361572,141754.75018310547,285523.23933410645,286680.2801055908,10922.100776672363,11262.520824432373,9523.680675506592,11716.920848846436,10977.520793914795,137109.5892944336,438316.8105163574,314647.0219268799,12548.10087966919,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
FA(26:1),FA,11862.660820007324,12157.14087677002,13665.620986938477,13194.920936584473,316193.8034362793,231233.61688232422,254328.7173461914,12510.580871582031,13209.92092514038,11169.780799865723,13434.56092453003,12858.260913848877,317575.74237060547,269629.35929870605,275542.51921081543,14125.440979003906,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
FA(28:0),FA,10795.200824737549,12676.12088394165,11160.080825805664,12089.440864562988,126774.08838272095,620624.3272666931,921608.5438575745,11346.440788269043,12142.860862731934,9420.960674285889,11658.720836639404,14290.341018676758,120332.64792633057,847453.7762184143,942742.3486595154,12821.700942993164,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
FA(30:0),FA,8692.980613708496,10177.460697174072,9409.78065109253,10072.560768127441,41076.242710113525,529046.6750564575,626821.5882339478,10840.640766143799,9267.000602722168,8785.460655212402,9111.660633087158,11179.040767669678,43046.94311141968,1016122.5578269958,514491.25815963745,8330.380569458008,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
FA(32:0),FA,8103.960582733154,8342.200553894043,8305.340579986572,8386.080642700195,18470.461292266846,221910.69500732422,279200.08086013794,8321.540542602539,8279.020553588867,8031.780574798584,8378.58065032959,8389.820556640625,19446.521251678467,257569.17952346802,305144.40198135376,8348.740566253662,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
FA(34:0),FA,10494.020732879639,10987.320747375488,10485.220756530762,11146.400840759277,37137.482566833496,288275.72148895264,343453.66204071045,11103.62077331543,11426.660820007324,10093.060779571533,10804.480796813965,10224.440677642822,33335.762351989746,290302.35802078247,371290.66888427734,11941.300830841064,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
Hexacosanoyl carnitine,CAR,1618919.9663162231,1596793.2176513672,1471556.2792663574,1518398.7227973938,1644882.7238464355,1557275.4136543274,1581639.0426635742,1580945.2354125977,1631829.830657959,2064688.331604004,1616359.3477249146,1424323.4107513428,1544224.7182312012,1700647.0773849487,1670421.1096801758,1326842.521205902,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPC(10:0),PC,40586.26254272461,50164.783294677734,58517.94384765625,41939.36279296875,44298.942810058594,40013.88302612305,39700.14270019531,43053.16354370117,38746.002868652344,38514.10272216797,45633.14303588867,41147.36267089844,46014.78372192383,43415.363525390625,40502.98275756836,45013.38296508789,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPC(11:0),PC,54829.30322265625,57354.40368652344,58641.0241394043,54804.46389770508,56600.744873046875,52325.223205566406,61528.24508666992,53096.84326171875,56542.384033203125,53470.723571777344,52937.44354248047,55629.164642333984,62926.923889160156,52248.7239074707,58976.524475097656,74863.08486938477,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPC(12:0),PC,76078.90518188477,82802.3056640625,83914.30688476562,84778.92742919922,82199.7260131836,79798.98529052734,79462.86553955078,78323.96432495117,81415.14685058594,76761.20614624023,79839.46560668945,77908.1851196289,86490.06756591797,77891.06628417969,81571.26525878906,105582.94674682617,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPC(13:0),PC,44602.643493652344,45087.26304626465,43490.482833862305,42521.94253540039,44604.14239501953,41156.523193359375,47130.6435546875,42034.46276855469,47654.963439941406,41767.90272521973,42572.84313964844,39431.04243469238,48605.66372680664,39598.14318847656,48180.64358520508,72778.96501159668,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPC(14:0),PC,193965.55139160156,192972.81317138672,189356.53399658203,198015.6134033203,197729.13513183594,176837.8348388672,198697.41284179688,164846.17041015625,209887.85876464844,182656.97198486328,191844.51220703125,178557.37377929688,206543.1798095703,175626.13134765625,199302.31298828125,299713.3961791992,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPC(14:1),PC,153161.81298828125,149763.3096923828,144316.1499633789,161758.591796875,162123.4698486328,146485.59228515625,170637.77001953125,131529.1483154297,157900.31127929688,145659.6300048828,150578.2108154297,143456.431640625,175907.4500732422,148306.47045898438,162883.21002197266,226274.31677246094,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPC(15:0),PC,289042.0607070923,283048.4274291992,270463.05770874023,282083.1940307617,279614.7800292969,235872.07940673828,283608.35565185547,228244.71633911133,301378.4775695801,258286.6183166504,267411.9811706543,252735.8761291504,302481.65116882324,238674.79434204102,294030.86206817627,456309.5058441162,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPC(15:1),PC,237573.4570465088,243850.07711791992,232385.65621948242,242139.5730895996,262785.76123046875,220252.45364379883,249241.88037109375,195633.83151245117,258522.4175415039,226735.40126037598,238269.09379577637,227935.71405029297,278025.0953979492,216010.97100830078,254834.17517089844,387608.71409606934,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPC(16:0),PC,231953.0191040039,246190.39721679688,233664.29318237305,254127.5302734375,252286.0380859375,213331.29345703125,230902.83569335938,198958.31341552734,244871.02267456055,220532.0155029297,251082.41595458984,222372.3583984375,235656.4969482422,189824.8768310547,225734.2387084961,341258.92666625977,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPC(16:1),PC,218835.89785766602,225654.81509399414,212244.55975341797,230079.5399169922,233312.0537109375,204208.83319091797,215836.05505371094,179472.37353515625,223897.35287475586,211295.51513671875,230940.04000854492,208194.77563476562,228268.93450927734,177538.39709472656,201951.55517578125,305760.84201049805,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPC(16:1)_2,PC,213202.51495361328,221255.89434814453,219323.45916748047,228598.17864990234,234034.0369567871,192514.8325805664,213364.51400756836,178669.31225585938,218162.4168395996,204568.57305908203,233947.9769897461,203020.33477783203,216502.6401977539,173068.13122558594,206924.05633544922,309537.7053833008,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPC(17:0),PC,68162.02474975586,80433.16549682617,75562.06564331055,74251.02435302734,71569.82501220703,65401.86389160156,61937.68325805664,63446.364196777344,76762.30578613281,68611.34437561035,69696.04495239258,63986.64566040039,73495.2650756836,57730.06298828125,70835.78567504883,105064.66651916504,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPC(17:1),PC,81375.7650756836,90756.48550415039,95877.38641357422,100988.14587402344,109611.7088470459,87964.52624511719,98807.10440063477,76202.38586425781,86046.84603881836,85520.20541381836,107340.52880859375,82043.1854095459,87438.50668334961,71970.24459838867,84666.7265625,98923.50466918945,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPC(17:2),PC,84929.48442077637,95207.92570495605,96600.92491149902,99804.7646484375,110421.72735595703,88341.24615478516,93646.6442565918,77509.14505004883,88660.86538696289,81512.38650512695,106169.92623901367,84948.26722717285,83589.74645996094,73713.68560791016,83562.18447875977,99576.6662902832,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPC(18:0),PC,87229.50686645508,103677.0669555664,96315.62600708008,104114.10618591309,111850.77011108398,90943.92803955078,99166.38619995117,75587.42486572266,92926.66662597656,81885.96606445312,123135.208984375,101409.22686767578,92113.98797607422,78908.14556884766,85377.52505493164,94221.82421875,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPC(18:1),PC,80200.70565795898,90161.96640014648,93539.20742797852,107466.66821289062,115220.08807373047,91754.70697021484,96909.36651611328,74625.46566772461,83602.20474243164,83063.76602172852,118313.86895751953,99568.6478881836,90767.50674438477,72008.54544067383,79150.88516235352,94584.08471679688,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPC(18:2),PC,74418.72485351562,91217.8265991211,91531.76568603516,95595.8258972168,99273.46600341797,84190.48696899414,91070.74609375,69174.48583984375,81794.42599487305,78272.64535522461,111006.98776245117,93846.1266784668,85791.68524169922,74492.74594116211,80808.28729248047,88339.04705810547,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPC(18:3),PC,65040.584869384766,80445.78482055664,80603.82637023926,82826.22457885742,96231.00759887695,81310.3656616211,81849.36590576172,60772.24401855469,77142.88470458984,67052.60549926758,93419.86630249023,81969.02670288086,82102.64483642578,65368.00473022461,72265.02438354492,83306.4447631836,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPC(18:4),PC,47005.26303100586,58540.12380981445,58502.96405029297,61642.364349365234,71368.18505859375,58151.10464477539,63520.66418457031,48834.903091430664,56320.86422729492,57230.08352661133,56181.184074401855,56667.34408569336,60978.04431152344,55514.564392089844,63303.76412963867,79343.0454711914,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPC(19:0),PC,129964.28955078125,133484.70825195312,138183.5087890625,135465.22875976562,195786.01416015625,164793.45166015625,170893.55297851562,121821.728515625,134867.60888671875,135261.78979492188,142673.12939453125,133721.26904296875,188738.53344726562,150582.03295898438,158563.51220703125,157374.3310546875,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPC(19:1),PC,135391.95043945312,150078.86938476562,154914.94995117188,161986.73022460938,214270.59326171875,172565.35229492188,184284.171875,132118.4287109375,146437.888671875,138339.42822265625,176165.7548828125,153739.55200195312,201466.83520507812,159394.01171875,167019.77172851562,164997.83056640625,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPC(19:2),PC,139944.62963867188,160372.84912109375,169565.75170898438,169943.39184570312,227727.15478515625,181481.63256835938,188709.69213867188,137134.68872070312,145711.57080078125,146362.19018554688,177543.69067382812,159176.27124023438,198877.71264648438,173818.2119140625,176978.853515625,167100.55078125,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPC(19:3),PC,142770.5107421875,158020.5927734375,163001.80981445312,162278.11279296875,223008.4951171875,176559.5927734375,190301.71264648438,136890.22998046875,143833.23071289062,145332.9501953125,178646.69360351562,159878.41162109375,201959.05517578125,159625.29174804688,175262.45288085938,159312.2529296875,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPC(20:0),PC,75896.76541137695,82395.9262084961,84964.86636352539,86251.98596191406,274849.99981689453,129931.93081665039,119230.26586914062,62083.14358520508,73835.86605834961,71055.20474243164,86069.80685424805,71881.84484863281,234531.1572265625,115491.50827026367,114222.54699707031,89313.10461425781,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPC(20:1),PC,121713.86865234375,126719.36791992188,131116.98889160156,129361.54931640625,156825.49169921875,130094.96923828125,144349.95043945312,109956.08813476562,121064.36865234375,117105.927734375,128553.93054199219,118474.84838867188,130229.2294921875,124876.1494140625,132567.92919921875,141904.9503173828,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPC(20:2),PC,133300.07006835938,138021.30932617188,147486.41015625,147670.03051757812,207243.45434570312,161109.39233398438,168661.5107421875,122888.26953125,136069.55029296875,128051.58959960938,140827.11181640625,129807.5693359375,185696.41137695312,155302.6923828125,169024.55126953125,157906.43115234375,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPC(20:3),PC,129584.82788085938,133171.2294921875,142479.15063476562,138929.9892578125,199596.75561523438,164369.67163085938,171967.13110351562,122997.36865234375,133788.82958984375,128307.84814453125,138788.0498046875,126254.587890625,177724.49291992188,148765.6494140625,162846.17236328125,150656.23168945312,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPC(20:4),PC,125265.5107421875,136857.26977539062,144114.77075195312,133114.04956054688,192173.77270507812,158325.03173828125,164809.67211914062,120119.32836914062,130265.71044921875,126746.53002929688,137497.13061523438,120074.8076171875,173439.07202148438,149187.95068359375,158426.83081054688,152246.89013671875,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPC(20:5),PC,131087.2490234375,135722.00903320312,141977.55053710938,135289.869140625,190643.79345703125,157732.39086914062,162614.03271484375,125822.58776855469,130033.60791015625,128118.92919921875,137083.4091796875,130877.68994140625,172543.87182617188,153063.05126953125,160035.25073242188,159828.591796875,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
