Lipid,Class,AK0139,AK0161,AK0170,AK0200,AK0202,AK0204,AK0145,AK0164,AK0174,AK0175,Blank-1x,Title1,Title2,Title,length1,length2,Blank_name
1-O-behenoyl-Cer(d18:1/16:0),Cer,5428.220371246338,3938.7002754211426,4248.760307312012,4174.160293579102,5481.920394897461,4148.680309295654,5703.600429534912,4355.2003173828125,3850.560276031494,4372.38032913208,3583.220245361328,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
1-O-carboceroyl-Cer(d18:1/16:0),Cer,4441.940341949463,3718.3802642822266,3969.8202781677246,3614.9802589416504,5576.680419921875,4055.0402908325195,5085.420352935791,3836.640239715576,4237.000282287598,4758.760353088379,4646.720367431641,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
1-O-carboceroyl-Cer(d18:1/18:0),Cer,8781.880512237549,7115.460487365723,7192.140544891357,6553.460472106934,9145.040660858154,6529.280418395996,10447.660861968994,6016.460430145264,6091.820507049561,6554.140449523926,5040.740333557129,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
1-O-cerotoyl-Cer(d18:1/16:0),Cer,7282.660499572754,7886.500576019287,8310.960536956787,6413.280429840088,13825.741111755371,7550.240520477295,10870.080791473389,5406.520370483398,8394.460628509521,8751.120597839355,3809.9602699279785,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
1-O-cerotoyl-Cer(d18:1/18:0),Cer,12557.66093826294,9755.960605621338,11369.340805053711,6788.320453643799,18681.461498260498,10655.400787353516,14279.840965270996,7214.7205810546875,10750.760795593262,9342.600666046143,3463.6002349853516,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
1-O-eicosanoyl-Cer(d18:1/16:0),Cer,5131.020397186279,4800.280372619629,4450.040294647217,4905.880352020264,5853.100387573242,3852.0602951049805,7359.920520782471,4873.900314331055,4322.100303649902,5289.9403648376465,6539.220417022705,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
1-O-lignoceroyl-Cer(d18:1/16:0),Cer,4048.4403076171875,4089.5603065490723,3639.1402626037598,4162.040302276611,4686.000328063965,4047.5402908325195,5020.460350036621,3765.0002784729004,4020.000270843506,3772.820266723633,3428.300247192383,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
1-O-myristoyl-Cer(d18:1/16:0),Cer,5036.300392150879,5093.560356140137,4900.880352020264,4447.700313568115,7014.3204917907715,4389.240291595459,5587.720401763916,4566.740303039551,4604.6203536987305,4845.1403465271,3470.2002601623535,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
1-O-palmitoyl-Cer(d18:1/16:0),Cer,5919.900444030762,4777.000354766846,4846.0003662109375,5167.520366668701,7208.8204917907715,4643.700305938721,6407.380443572998,5189.2403564453125,4676.50036239624,6160.1803855896,6578.1604080200195,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
1-O-stearoyl-Cer(d18:1/16:0),Cer,5179.200378417969,4733.940368652344,4175.380310058594,4884.260334014893,6096.280429840088,4892.620365142822,6351.960472106934,4237.5002784729,4600.600368499756,4807.780326843262,3474.080253601074,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
1-O-tricosanoyl-Cer(d18:1/16:0),Cer,4674.660354614258,3747.100273132324,3998.4402770996094,3961.74027633667,5636.340427398682,4099.060287475586,4586.880325317383,3911.7002754211426,3936.3802757263184,4180.200305938721,3450.9802436828613,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
1-O-tricosanoyl-Cer(d18:1/18:0),Cer,5767.840435028076,4322.880317687988,4530.180316925049,3721.3802642822266,5268.840389251709,4539.620319366455,5468.500392913818,4604.360305786133,4166.780300140381,4440.880332946777,5073.480350494385,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
"12-Hydroxy-12-octadecanoylcarnitine, 3-hydroxyoctadecanoylcarnitine",CAR,1908898.2258300781,1574604.4770507812,1667023.7607421875,1676924.242553711,1899879.3990478516,3586422.091796875,1500475.087890625,1676762.3806152344,1540232.3978271484,1754820.5119628906,327414.4421424866,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
12:0 Cholesteryl ester,CE,465114.21572875977,457386.1742858887,382910.7053527832,431260.740234375,186711.71340560913,398273.2957763672,392100.2387390137,456029.5919189453,148017.68029403687,155068.82125854492,37555.72263145447,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
14:0 Cholesteryl ester,CE,408192.8278808594,378208.78729248047,331379.9051513672,374032.8856201172,157515.33116149902,348061.6057739258,352738.62506103516,402353.0107421875,115021.12748718262,144252.42919921875,33731.72247314453,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
14:1 Cholesteryl ester,CE,425408.9488220215,390806.02716064453,346504.4039916992,385376.1858520508,154538.83144378662,357291.26708984375,366456.5667114258,413623.6901245117,135030.92964935303,150148.43026733398,33754.40241241455,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
15:0 Campesteryl ester_simulated | 16:0 Cholesteryl ester,CE,2051642.4748535156,2289454.801147461,2114187.1107177734,2187327.221801758,853643.717956543,2697162.3706054688,1892195.0750732422,1994671.543334961,804388.2162704468,725593.9499816895,78650.26553726196,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
15:0 Cholesteryl ester,CE,1055011.5732421875,1068373.348022461,984740.0437011719,1039988.71484375,459047.3137817383,1155100.2397460938,960665.4267578125,1045205.1755371094,312532.92054748535,417044.6669921875,89103.66654205322,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
15:1 Campesteryl ester_simulated | 16:1 Cholesteryl ester,CE,1538668.7131347656,1551781.0695800781,1492855.7944335938,1543225.9221191406,741590.7231750488,1730770.0764160156,1368482.2838134766,1545512.5982666016,504738.74810028076,598246.1745910645,98432.88682556152,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
15:1 Cholesteryl ester,CE,1054155.5134277344,1034874.5734863281,1001628.103515625,1042590.439453125,523393.09393310547,1164540.2397460938,952810.02734375,1045489.8735351562,306752.93940734863,423149.8651123047,82103.88539123535,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
16:0 Campesteryl ester | 17:0 Cholesteryl ester,CE,3318476.1712646484,3875085.258117676,3504979.079345703,3804787.899536133,1332574.521987915,5001564.462982178,3211977.413330078,3107343.2870788574,1307124.8234863281,1079846.6269073486,39962.69267845154,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
16:2 Campesteryl ester,CE,2881798.134765625,3417545.9243164062,3071638.707397461,3307019.251953125,1178049.5912780762,4564289.039428711,2853732.693359375,2611230.1533813477,1104001.699897766,876902.982208252,37548.18246459961,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
"16:2 Cholesteryl ester, zymosteryl palmitoleate",CE,1263222.1179199219,1241483.5310058594,1206008.5622558594,1263038.6306152344,604268.1017456055,1390025.2941894531,1134029.0310058594,1267904.8039550781,389170.6880187988,474161.7130126953,93003.58645629883,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
16:3 Campesteryl ester,CE,2809078.3034057617,3370828.850830078,3015819.7756347656,3274823.365753174,1153624.7742919922,4504572.306091309,2799905.918334961,2577784.221862793,1121081.583908081,912040.8722076416,36631.20252227783,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
16:3 Cholesteryl ester,CE,1165534.2019042969,1174910.9125976562,1096579.2644042969,1182799.1965332031,540857.696472168,1277360.2670898438,1046914.4780273438,1150298.9602050781,360634.76766967773,471574.69232177734,103143.08738708496,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
16:3 Stigmasteryl ester,CE,4722541.474975586,5191223.557739258,4720311.004638672,5171141.995483398,1801859.5259094238,6217856.19934082,4274017.391723633,4371415.269836426,1737976.481918335,1331746.8444519043,39270.862632751465,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
"17:0 Campesteryl ester_simulated | 18:0 Cholesteryl ester, 16:0 Sitosteryl ester",CE,2822796.576599121,2839009.963104248,2574079.7657470703,2979560.499572754,1095559.0907745361,2921319.241546631,2300476.920196533,2787728.9231262207,1015916.60105896,865869.1324005127,40001.622884750366,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
"17:1 Campesteryl ester_simulated | 18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester",CE,3718276.8081054688,4120688.9710998535,3680598.401611328,4184512.6173095703,1482588.7326202393,4957396.390258789,3376916.686401367,3525486.3202819824,1278986.178062439,1097628.923713684,41981.02304840088,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
17:1 Cholesteryl ester; 16:1 Campesteryl ester,CE,2918247.939819336,3453966.0301208496,3106656.797088623,3356310.528503418,1162368.9273986816,4581537.056976318,2887374.0138549805,2690113.881866455,1166644.243675232,887253.8628616333,41338.52281188965,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
"18:0 Campesteryl ester | 19:0 cholesteryl ester_simulated, 17:0 sitosteryl ester_simulated",CE,3315161.847808838,3958294.362976074,3100444.072692871,3660827.023376465,1353950.488822937,3228344.1232299805,2687074.9968566895,3090809.117034912,1089769.3492355347,1124650.8672714233,41639.50292015076,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
18:1 Campesteryl ester,CE,4002003.9439697266,4477974.755187988,3672621.907043457,4339608.172363281,1518235.576385498,3820909.7244262695,3204196.6900634766,3735554.5223999023,1552476.3158874512,1317252.875152588,44848.22304916382,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
"18:2 Cholesteryl ester, zymosteryl oleate, 16:1 Stigmasteryl ester, 16:2 Sitosteryl ester",CE,4486515.670532227,4957211.194519043,4495567.135131836,5061750.217041016,1706795.0891113281,5980968.522338867,4095343.4825439453,4150944.659851074,1652844.0254058838,1433446.1220703125,40885.682929992676,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
18:3 Campesteryl ester,CE,4045757.433959961,4580462.106201172,3777282.47265625,4373657.011108398,1635778.7589111328,3889693.0604248047,3280187.0474853516,3888413.5653686523,1391218.4571380615,1236603.7670593262,43290.78319168091,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
"18:3 Cholesteryl ester, 16:2 Stigmasteryl ester, 16:3 Sitosteryl ester",CE,4648458.169921875,5227865.071716309,4683383.762390137,5225475.064697266,1783487.885131836,6189341.36730957,4273291.343078613,4389020.909790039,1863376.6055603027,1437982.3947143555,40236.002784729004,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
"19:0 Campesteryl ester_simulated | 20:0 Cholesteryl ester, 18:0 Sitosteryl ester",CE,3768105.927368164,4283155.2265625,3496396.205078125,3900011.8770751953,1568005.33102417,3609544.9732666016,2960267.2912597656,3701249.0037841797,1422278.934020996,1385092.6919555664,111372.25839805603,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
"2-Hydroxymyristoylcarnitine, 3-hydroxytetradecanoylcarnitine",CAR,683626.9583740234,552526.2526245117,581810.5565185547,673715.7709960938,504305.37561035156,1180923.685546875,535128.9973754883,533576.4212646484,556161.2179870605,514811.8537597656,114115.06772994995,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
20:0 Campesteryl ester,CE,2559207.6220703125,2569923.3569335938,2290627.869873047,2371062.5517578125,1090242.490814209,2294392.154296875,1934160.1706542969,2756263.453857422,783134.548828125,921191.6957702637,117365.78839111328,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
20:1 Campesteryl ester,CE,2585693.243408203,2556160.831298828,2325912.2016601562,2429942.8693847656,1107220.6676330566,2284697.7314453125,1934451.71484375,2746248.224609375,955419.111907959,876076.1404266357,107014.40713882446,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
"20:1 Cholesteryl ester, 18:0 Stigmasteryl ester, 18:1 Sitosteryl ester",CE,3853047.3322753906,4349770.3916015625,3558858.6623535156,3976487.776123047,1626150.655822754,3676025.0087890625,3014448.8520507812,3763806.333984375,1299314.9774780273,1444733.7073364258,107587.86814498901,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
"20:2 Cholesteryl ester, 18:1 Stigmasteryl ester, 18:2 Sitosteryl ester",CE,3874732.990234375,4368061.712646484,3554552.2036132812,3945552.9360351562,1744661.2466125488,3696464.865966797,3040737.1506347656,3734481.5161132812,1252337.7398986816,1305868.1267700195,120097.84827804565,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
20:3 Campesteryl ester,CE,2648200.317138672,2575401.7612304688,2416128.0581054688,2507091.5747070312,1070385.4758911133,2289059.6540527344,2000263.3784179688,2770194.724609375,825778.3897399902,922979.9344787598,103799.04703521729,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
"20:3 Cholesteryl ester, 18:2 Stigmasteryl ester, 18:3 Sitosteryl ester",CE,3698205.9526367188,4228598.630859375,3437651.1291503906,3823854.6860351562,1603876.9877319336,3558974.6506347656,2919510.557861328,3615039.737060547,1302011.4176940918,1401716.863067627,112794.78823852539,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
"20:4 Cholesteryl ester, 18:3 Stigmasteryl ester",CE,3228495.2756347656,3761119.8735351562,3028089.3374023438,3430672.854248047,1174486.8546295166,3133886.0346679688,2600619.6948242188,3109039.83203125,1120680.7828674316,1184422.8305511475,80782.82581329346,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
20:5 Cholesteryl ester,CE,3266444.6192626953,3716260.158569336,3172285.7553710938,3439907.0416259766,1372025.7718658447,2935721.691833496,2643668.9346313477,2979094.144592285,1094727.9840240479,1158173.7094726562,40848.142879486084,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
22:0 Campesteryl ester,CE,3227203.8143615723,2258381.091522217,1693196.5922546387,2998802.556945801,1114970.1255950928,2688782.0929870605,2021629.8032836914,2019985.7680664062,1843595.0082626343,1259787.6028251648,26874.302040100098,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
"22:0 Cholesteryl ester, 20:0 Sitosteryl ester",CE,1250056.5545654297,1256154.9832458496,1139922.3409423828,1269536.9176635742,452921.41033935547,1158563.4406738281,960882.7532348633,1376826.1256713867,409340.06436157227,414245.8681945801,27702.32187271118,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
22:0 Sitosteryl ester,CE,3713683.4240722656,2516179.9051208496,2052731.3544311523,3368838.2041015625,1201522.3281555176,2908136.5516967773,2305809.6557006836,2363449.1513061523,2001691.2339324951,1378686.5291137695,77169.50589370728,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
22:1 Campesteryl ester,CE,3069855.1212768555,2170895.898162842,1659973.7903747559,2829398.5095825195,1046323.8808441162,2518530.7825012207,1919642.534362793,1956467.0634765625,1760836.3568496704,1186487.747138977,26758.601810455322,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
"22:1 Cholesteryl ester, 20:0 Stigmasteryl ester, 20:1 Sitosteryl ester",CE,1276962.939819336,1271805.094039917,1121099.4163208008,1251449.3586425781,451082.5294647217,1129933.3538208008,948963.9513549805,1373943.5310058594,436006.1957092285,419666.2893066406,28412.241912841797,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
"22:1 Stigmasteryl ester, 22:2 Sitosteryl ester",CE,3794284.665195465,2604869.396572113,2143438.368488312,3483556.3550338745,1182742.1558151245,2987162.623451233,2369999.6730041504,2432624.3164367676,2027459.1523361206,1369158.2368087769,59661.04486465454,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
22:2 Campesteryl ester,CE,2365301.4923095703,1799011.9351501465,1467633.4023132324,2213065.8686828613,907571.1602172852,2034675.3281555176,1548088.1864624023,1727326.5692596436,1386780.177696228,939149.0082626343,28828.601886749268,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
"22:2 Stigmasteryl ester, 22:3 Sitosteryl ester",CE,3810795.3693237305,2620927.4714050293,2133095.015319824,3454421.276412964,1198484.371307373,3035190.985107422,2387638.347885132,2431595.019012451,2056433.287826538,1316201.6140670776,31807.14225769043,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
22:3 Campesteryl ester,CE,1176950.5936889648,1122353.1481933594,1010147.7665710449,1157966.298675537,418789.3702850342,1055338.5877075195,890991.3828125,1215960.052581787,398431.869720459,352538.42739868164,25816.88180923462,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
22:3 Stigmasteryl ester,CE,3538824.911529541,2437344.05462265,1914662.7027130127,3263354.667663574,1201693.105064392,2904160.380279541,2219341.1036376953,2234915.5794677734,1959236.8727340698,1335641.699344635,29448.982093811035,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
"22:4 Cholesteryl ester, 20:3 Stigmasteryl ester",CE,2279673.0759277344,2200636.8981933594,2088645.1794433594,2153481.6518554688,1019667.185760498,2029166.7861328125,1732583.7451171875,2463806.828857422,743087.7971801758,901284.7451782227,118993.82879257202,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
22:5 Cholesteryl ester,CE,2495489.1740722656,2462065.8618164062,2248224.8471679688,2353680.63671875,1025343.2522583008,2207542.1032714844,1908633.1130371094,2647383.7080078125,789784.7694396973,885676.8005981445,114990.62853240967,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
22:6 Cholesteryl ester,CE,2533065.233154297,2484343.223388672,2308341.8029785156,2411009.2202148438,1083897.462677002,2254405.259033203,1907218.3432617188,2743999.8203125,835427.1934204102,903051.3642883301,116655.20830154419,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
"24:1 Cholesteryl ester, 22:0 Stigmasteryl ester, 22:1 Sitosteryl ester",CE,3756922.496810913,2510140.7878723145,2085391.799823761,3415279.208557129,1193728.8836364746,2989714.755126953,2329438.053543091,2413426.921432495,2055553.9467773438,1411570.9414138794,75213.30527496338,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
3-hydroxyarachidonoylcarnitine,CAR,1615659.7485351562,1260706.2974853516,1263232.9755859375,1577737.2863769531,1192835.4344482422,2776808.0036621094,1226450.5554199219,1258064.9012451172,1302493.4931640625,1120644.2983398438,247831.9576034546,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
"3-hydroxyeicosanoylcarnitine, Cervonyl carnitine",CAR,1430927.6659545898,1000691.2673950195,944104.3129882812,1132979.3279418945,955502.7790527344,2187316.1685791016,974609.2042236328,1013067.4606323242,1107615.5344238281,930500.2911987305,140317.9097480774,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy,6,4,Blank-1x
