Lipid,Class,AK0139,AK0161,AK0170,AK0200,AK0202,AK0204,AK0145,AK0164,AK0174,AK0175,Blank-1x,Title1,Title2,Title,length1,length2,Blank_name
15:1 Campesteryl ester_simulated | 16:1 Cholesteryl ester_2,CE,1534466.7041015625,1552640.9921875,1503473.9255371094,1559132.8061523438,746775.7130737305,1744490.0302734375,1374413.7163085938,1545144.7319335938,513145.1174621582,611063.2645874023,90937.7061920166,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy8_9_23,6,4,Blank-1x
15:1 Cholesteryl ester,CE,1054155.5134277344,1034874.573486328,1001628.103515625,1042590.439453125,523393.0939331055,1164540.2397460938,952810.02734375,1045489.8735351562,306752.93940734863,423149.8651123047,82103.88539123535,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy8_9_23,6,4,Blank-1x
16:0 Campesteryl ester | 17:0 Cholesteryl ester,CE,3317541.844238281,3862249.523864746,3496115.8087158203,3798682.013793945,1336091.0246276855,5003746.9607543945,3209998.538269043,3124272.61517334,1351385.968345642,1082542.8786010742,42455.54280471802,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy8_9_23,6,4,Blank-1x
16:0 Campesteryl ester | 17:0 Cholesteryl ester_2,CE,3319410.498291016,3887920.9923706055,3513842.349975586,3810893.78527832,1329058.0193481443,4999381.965209961,3213956.2883911133,3090413.958984375,1262863.6786270142,1077150.375213623,37469.84255218506,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy8_9_23,6,4,Blank-1x
16:2 Campesteryl ester,CE,2881798.134765625,3417545.9243164062,3071638.707397461,3307019.251953125,1178049.5912780762,4564289.039428711,2853732.693359375,2611230.153381348,1104001.699897766,876902.982208252,37548.18246459961,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy8_9_23,6,4,Blank-1x
"16:2 Cholesteryl ester, zymosteryl palmitoleate",CE,1263222.117919922,1241483.5310058594,1206008.5622558594,1263038.6306152344,604268.1017456055,1390025.2941894531,1134029.0310058594,1267904.803955078,389170.6880187988,474161.7130126953,93003.58645629884,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy8_9_23,6,4,Blank-1x
16:3 Campesteryl ester,CE,2809078.3034057617,3370828.850830078,3015819.7756347656,3274823.365753174,1153624.7742919922,4504572.306091309,2799905.918334961,2577784.221862793,1121081.583908081,912040.8722076416,36631.20252227783,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy8_9_23,6,4,Blank-1x
16:3 Cholesteryl ester,CE,1165534.2019042969,1174910.9125976562,1096579.2644042969,1182799.1965332031,540857.696472168,1277360.2670898438,1046914.4780273438,1150298.960205078,360634.7676696777,471574.6923217773,103143.08738708496,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy8_9_23,6,4,Blank-1x
16:3 Stigmasteryl ester,CE,4722541.474975586,5191223.557739258,4720311.004638672,5171141.995483398,1801859.525909424,6217856.19934082,4274017.391723633,4371415.269836426,1737976.481918335,1331746.8444519043,39270.862632751465,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy8_9_23,6,4,Blank-1x
"17:0 Campesteryl ester_simulated | 18:0 Cholesteryl ester, 16:0 Sitosteryl ester",CE,2827588.4938964844,2836454.0443115234,2569347.315124512,2974549.9127197266,1081618.6657104492,2929759.022216797,2292816.494567871,2791366.5291748047,938510.9572601318,827868.0527648926,40736.10290145874,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy8_9_23,6,4,Blank-1x
"17:0 Campesteryl ester_simulated | 18:0 Cholesteryl ester, 16:0 Sitosteryl ester_2",CE,2818004.659301758,2841565.8818969727,2578812.216369629,2984571.086425781,1109499.515838623,2912879.460876465,2308137.345825196,2784091.3170776367,1093322.244857788,903870.2120361328,39267.14286804199,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy8_9_23,6,4,Blank-1x
"17:1 Campesteryl ester_simulated | 18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester",CE,3709307.35546875,4125866.0313720703,3659234.2077026367,4170613.143676758,1463308.743103027,4943435.3025512695,3357984.494262696,3531801.342590332,1298646.615524292,1089313.1320495603,41545.86302566528,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy8_9_23,6,4,Blank-1x
"17:1 Campesteryl ester_simulated | 18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester_2",CE,3727246.260742188,4115511.9108276367,3701962.59552002,4198412.090942383,1501868.7221374512,4971357.477966309,3395848.878540039,3519171.297973633,1259325.740600586,1105944.7153778076,42416.18307113648,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy8_9_23,6,4,Blank-1x
17:1 Cholesteryl ester; 16:1 Campesteryl ester,CE,2955804.091003418,3508278.694885254,3141642.1345214844,3407906.3225097656,1177801.4160461426,4644663.73059082,2921888.522644043,2714110.3923339844,1235861.4857940674,926364.4599914552,46294.68310546875,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy8_9_23,6,4,Blank-1x
17:1 Cholesteryl ester; 16:1 Campesteryl ester_2,CE,2880691.788635254,3399653.3653564453,3071671.4596557617,3304714.7344970703,1146936.4387512207,4518410.383361816,2852859.505065918,2666117.371398926,1097427.0015563965,848143.2657318115,36382.36251831055,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy8_9_23,6,4,Blank-1x
"18:0 Campesteryl ester | 19:0 cholesteryl ester_simulated, 17:0 sitosteryl ester_simulated",CE,3325030.56060791,3967283.6395874014,3089492.121520996,3672599.276123047,1351368.2366027832,3231594.508422852,2706980.1061401367,3085711.058959961,1076433.2709655762,1131244.3202667236,39621.242710113525,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy8_9_23,6,4,Blank-1x
"18:0 Campesteryl ester | 19:0 cholesteryl ester_simulated, 17:0 sitosteryl ester_simulated_2",CE,3305293.1350097656,3949305.086364746,3111396.023864746,3649054.770629883,1356532.7410430908,3225093.7380371094,2667169.887573242,3095907.1751098637,1103105.4275054932,1118057.414276123,43657.76313018799,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy8_9_23,6,4,Blank-1x
18:1 Campesteryl ester,CE,4002003.943969727,4477974.755187988,3672621.907043457,4339608.172363281,1518235.576385498,3820909.7244262695,3204196.690063477,3735554.5223999023,1552476.3158874512,1317252.875152588,44848.22304916382,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy8_9_23,6,4,Blank-1x
"18:2 Cholesteryl ester, zymosteryl oleate, 16:1 Stigmasteryl ester, 16:2 Sitosteryl ester",CE,4486515.670532227,4957211.194519043,4495567.135131836,5061750.217041016,1706795.089111328,5980968.522338867,4095343.482543945,4150944.659851074,1652844.0254058838,1433446.1220703125,40885.68292999268,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy8_9_23,6,4,Blank-1x
18:3 Campesteryl ester,CE,4045757.433959961,4580462.106201172,3777282.47265625,4373657.011108398,1635778.7589111328,3889693.0604248047,3280187.047485352,3888413.565368652,1391218.4571380615,1236603.7670593262,43290.78319168091,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy8_9_23,6,4,Blank-1x
"18:3 Cholesteryl ester, 16:2 Stigmasteryl ester, 16:3 Sitosteryl ester",CE,4648458.169921875,5227865.071716309,4683383.762390137,5225475.064697266,1783487.885131836,6189341.36730957,4273291.343078613,4389020.909790039,1863376.6055603027,1437982.3947143557,40236.00278472901,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy8_9_23,6,4,Blank-1x
"19:0 Campesteryl ester_simulated | 20:0 Cholesteryl ester, 18:0 Sitosteryl ester",CE,3764108.4799804688,4299223.975830078,3506834.3146972656,3910540.182373047,1566165.8419189453,3599994.3747558594,2968690.8857421875,3709778.176025391,1370820.9727172852,1475007.3790893557,112414.7484588623,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy8_9_23,6,4,Blank-1x
"19:0 Campesteryl ester_simulated | 20:0 Cholesteryl ester, 18:0 Sitosteryl ester_2",CE,3772103.3747558594,4267086.477294922,3485958.0954589844,3889483.571777344,1569844.8201293943,3619095.571777344,2951843.696777344,3692719.8315429688,1473736.895324707,1295178.004821777,110329.76833724976,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy8_9_23,6,4,Blank-1x
"2-Hydroxymyristoylcarnitine, 3-hydroxytetradecanoylcarnitine",CAR,683626.9583740234,552526.2526245117,581810.5565185547,673715.7709960938,504305.3756103516,1180923.685546875,535128.9973754883,533576.4212646484,556161.2179870605,514811.8537597656,114115.06772994997,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy8_9_23,6,4,Blank-1x
20:0 Campesteryl ester,CE,2559207.6220703125,2569923.3569335938,2290627.869873047,2371062.5517578125,1090242.490814209,2294392.154296875,1934160.1706542969,2756263.453857422,783134.548828125,921191.6957702636,117365.78839111328,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy8_9_23,6,4,Blank-1x
20:1 Campesteryl ester,CE,2585693.243408203,2556160.831298828,2325912.201660156,2429942.8693847656,1107220.6676330566,2284697.7314453125,1934451.71484375,2746248.224609375,955419.111907959,876076.1404266357,107014.40713882446,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy8_9_23,6,4,Blank-1x
"20:1 Cholesteryl ester, 18:0 Stigmasteryl ester, 18:1 Sitosteryl ester",CE,3853047.332275391,4349770.3916015625,3558858.662353516,3976487.776123047,1626150.655822754,3676025.0087890634,3014448.852050781,3763806.333984375,1299314.977478027,1444733.7073364258,107587.868144989,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy8_9_23,6,4,Blank-1x
"20:2 Cholesteryl ester, 18:1 Stigmasteryl ester, 18:2 Sitosteryl ester",CE,3874732.990234375,4368061.712646484,3554552.203613281,3945552.936035156,1744661.2466125488,3696464.865966797,3040737.1506347656,3734481.516113281,1252337.7398986816,1305868.1267700195,120097.84827804564,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy8_9_23,6,4,Blank-1x
20:3 Campesteryl ester,CE,2648200.317138672,2575401.7612304688,2416128.0581054688,2507091.5747070312,1070385.4758911133,2289059.6540527344,2000263.3784179688,2770194.724609375,825778.3897399902,922979.9344787598,103799.04703521729,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy8_9_23,6,4,Blank-1x
"20:3 Cholesteryl ester, 18:2 Stigmasteryl ester, 18:3 Sitosteryl ester",CE,3698205.952636719,4228598.630859375,3437651.1291503906,3823854.686035156,1603876.9877319336,3558974.6506347656,2919510.557861328,3615039.737060547,1302011.4176940918,1401716.863067627,112794.7882385254,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy8_9_23,6,4,Blank-1x
"20:4 Cholesteryl ester, 18:3 Stigmasteryl ester",CE,3228495.2756347656,3761119.873535156,3028089.337402344,3430672.854248047,1174486.8546295166,3133886.0346679688,2600619.6948242188,3109039.83203125,1120680.7828674316,1184422.8305511477,80782.82581329346,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy8_9_23,6,4,Blank-1x
20:5 Cholesteryl ester,CE,3266444.619262696,3716260.158569336,3172285.7553710938,3439907.041625977,1372025.7718658447,2935721.691833496,2643668.934631348,2979094.144592285,1094727.984024048,1158173.7094726562,40848.14287948608,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy8_9_23,6,4,Blank-1x
22:0 Campesteryl ester,CE,3227203.8143615723,2258381.091522217,1693196.592254639,2998802.556945801,1114970.1255950928,2688782.0929870605,2021629.8032836916,2019985.7680664065,1843595.0082626345,1259787.6028251648,26874.302040100098,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy8_9_23,6,4,Blank-1x
"22:0 Cholesteryl ester, 20:0 Sitosteryl ester",CE,1250056.5545654297,1256154.9832458496,1139922.3409423828,1269536.9176635742,452921.41033935547,1158563.440673828,960882.7532348632,1376826.1256713867,409340.06436157227,414245.8681945801,27702.32187271118,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy8_9_23,6,4,Blank-1x
22:0 Sitosteryl ester,CE,3713683.4240722656,2516179.9051208496,2052731.3544311523,3368838.2041015625,1201522.3281555176,2908136.5516967773,2305809.655700684,2363449.1513061523,2001691.2339324951,1378686.5291137695,77169.50589370728,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy8_9_23,6,4,Blank-1x
22:1 Campesteryl ester,CE,3069855.1212768555,2170895.898162842,1659973.790374756,2829398.5095825195,1046323.8808441162,2518530.7825012207,1919642.534362793,1956467.0634765625,1760836.3568496704,1186487.747138977,26758.60181045532,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy8_9_23,6,4,Blank-1x
"22:1 Cholesteryl ester, 20:0 Stigmasteryl ester, 20:1 Sitosteryl ester",CE,1276962.939819336,1271805.094039917,1121099.4163208008,1251449.358642578,451082.5294647217,1129933.3538208008,948963.9513549804,1373943.5310058594,436006.1957092285,419666.2893066406,28412.2419128418,Genotype: cKO | time point: healthy,Genotype: WT | time point: healthy,Genotype: cKO__time point: healthy vs Genotype: WT__time point: healthy8_9_23,6,4,Blank-1x
