Lipid,Class,AK0135,AK0140,AK0142,AK0169,AK0144,AK0147,AK0154,AK0155,AK0166,AK0168,Blank-1x,Title1,Title2,Title,length1,length2,Blank_name
1-O-behenoyl-Cer(d18:1/16:0),Cer,5852.4604415893555,4118.460285186768,4033.060287475586,5075.18034362793,4544.720314025879,3847.680278778076,5098.460361480713,4085.260284423828,3895.6602783203125,3839.480270385742,3583.220245361328,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
1-O-carboceroyl-Cer(d18:1/16:0),Cer,5216.740371704102,3582.860237121582,4081.8003158569336,4236.8803062438965,4074.4802780151367,3604.5002479553223,4713.260307312012,3759.620258331299,3713.360263824463,3989.080280303955,4646.720367431641,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
1-O-carboceroyl-Cer(d18:1/18:0),Cer,8720.900714874268,5660.100425720215,4481.360313415527,6960.540477752686,5170.960353851318,4386.000316619873,4087.080265045166,5734.580436706543,4719.100315093994,4548.860317230225,5040.740333557129,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
1-O-cerotoyl-Cer(d18:1/16:0),Cer,13388.360912322998,4653.600318908691,5178.580360412598,7924.700550079346,7008.30041885376,4465.6003341674805,4538.020324707031,5729.80041885376,5366.040374755859,6589.520477294922,3809.9602699279785,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
1-O-cerotoyl-Cer(d18:1/18:0),Cer,15794.281101226807,6038.360431671143,6661.160549163818,9653.100685119629,7670.940490722656,4956.40034866333,5092.980331420898,6426.820476531982,5952.080425262451,5984.720378875732,3463.6002349853516,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
1-O-eicosanoyl-Cer(d18:1/16:0),Cer,6167.640422821045,3758.3402366638184,4268.620307922363,4327.160327911377,4501.780342102051,3860.800262451172,5231.980365753174,4478.94030380249,4164.360324859619,4291.060306549072,6539.220417022705,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
1-O-lignoceroyl-Cer(d18:1/16:0),Cer,5089.660343170166,3764.140251159668,3621.5602645874023,4383.060298919678,3881.680290222168,3477.2602500915527,4503.680328369141,3710.9802589416504,3641.540294647217,3715.9402656555176,3428.300247192383,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
1-O-myristoyl-Cer(d18:1/16:0),Cer,5962.720432281494,4067.5402603149414,4023.940299987793,5236.600372314453,4786.7603187561035,4100.400287628174,5547.440368652344,3571.2802658081055,4217.980293273926,4095.9403076171875,3470.2002601623535,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
1-O-palmitoyl-Cer(d18:1/16:0),Cer,9013.54067993164,5563.800373077393,5365.540367126465,5882.000411987305,5631.440368652344,3930.26025390625,6120.620475769043,6000.080413818359,4370.340328216553,5721.100395202637,6578.1604080200195,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
1-O-stearoyl-Cer(d18:1/16:0),Cer,6909.960479736328,3921.9202766418457,3975.2202911376953,5179.940361022949,4115.500293731689,3772.340259552002,6000.68045425415,3930.9002838134766,4547.640350341797,4405.380332946777,3474.080253601074,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
1-O-tricosanoyl-Cer(d18:1/16:0),Cer,4923.140335083008,3911.040256500244,3995.740306854248,4681.06033706665,3799.940258026123,3639.6802406311035,4657.500274658203,3852.88028717041,3854.100273132324,3973.3402786254883,3450.9802436828613,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
1-O-tricosanoyl-Cer(d18:1/18:0),Cer,5707.6403884887695,3879.5202598571777,4342.560329437256,4672.860336303711,4387.940299987793,3926.7002868652344,3862.220245361328,4343.600292205811,3940.3202896118164,3994.320281982422,5073.480350494385,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
"12-Hydroxy-12-octadecanoylcarnitine, 3-hydroxyoctadecanoylcarnitine",CAR,1773598.3264160156,1780104.4519042969,1550610.1850585938,1668788.759399414,1612063.1870117188,1717306.8571777344,1363540.2586669922,1757777.8254394531,1624814.6600341797,1667559.6105957031,327414.4421424866,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
12:0 Cholesteryl ester,CE,204735.6732559204,294505.3403015137,262111.40744018555,209022.50494384766,224195.40585327148,227068.89736938477,221471.68612670898,264631.21978759766,234882.9366760254,286597.27938842773,37555.72263145447,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
14:0 Cholesteryl ester,CE,183002.45364379883,268446.0394897461,246201.1987915039,207351.1742477417,216050.85403442383,199976.6728515625,215724.45770263672,242793.93817138672,215567.55737304688,250779.65802001953,33731.72247314453,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
14:1 Cholesteryl ester,CE,176190.29229736328,280941.0598754883,254350.15838623047,195130.0516357422,212410.25262451172,202104.05450439453,210948.05401611328,247640.47924804688,230008.0352783203,262053.49740600586,33754.40241241455,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
15:0 Campesteryl ester_simulated | 16:0 Cholesteryl ester,CE,821666.0647583008,1058248.3587646484,993825.3690185547,708605.2796325684,1082420.1522827148,944242.9281005859,742016.0353393555,1173440.5676269531,1020471.1334228516,1246317.3547363281,78650.26553726196,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
15:0 Cholesteryl ester,CE,479322.4362182617,798082.3576660156,750341.5529785156,490554.6734008789,743461.3332519531,711950.0932617188,635065.9443359375,800429.5791015625,772022.0708007812,801382.9323730469,89103.66654205322,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
15:1 Campesteryl ester_simulated | 16:1 Cholesteryl ester,CE,671833.5171203613,990472.720703125,931739.4052734375,644128.4916992188,983553.5280761719,895363.2653808594,754455.3714599609,1054239.2244873047,962666.4020996094,1037546.4890136719,98432.88682556152,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
15:1 Cholesteryl ester,CE,477932.2758178711,804409.1020507812,743346.9748535156,505754.9772949219,736011.0537109375,721170.7348632812,644670.1643066406,825408.7788085938,777016.0197753906,800593.87890625,82103.88539123535,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
16:0 Campesteryl ester | 17:0 Cholesteryl ester,CE,1184341.8838119507,1465771.3977355957,1514772.2434387207,995053.5924377441,1710093.5371398926,1338041.8971252441,994827.9374084473,1742298.5976257324,1565168.5610656738,2028606.7422180176,39962.69267845154,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
16:2 Campesteryl ester,CE,1024153.8960876465,1307736.837463379,1334771.5510864258,918590.6849060059,1508454.9771118164,1174604.151550293,917399.5659179688,1550846.7870483398,1360124.0970458984,1797326.3282470703,37548.18246459961,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
"16:2 Cholesteryl ester, zymosteryl palmitoleate",CE,539949.7182617188,891150.3662109375,832757.7119140625,560162.5383300781,839465.0791015625,798569.537109375,699599.3725585938,901407.8879394531,851822.6799316406,897783.5258789062,93003.58645629883,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
16:3 Campesteryl ester,CE,1020041.3619384766,1272210.581665039,1307131.5270385742,845048.805267334,1489378.978515625,1159438.148071289,903200.701171875,1555125.1788330078,1328931.5989379883,1787545.073425293,36631.20252227783,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
16:3 Cholesteryl ester,CE,512074.33544921875,836573.03515625,788950.3098144531,542026.9217529297,797526.4951171875,763953.9541015625,665307.5700683594,875816.3291015625,813374.4765625,852996.4790039062,103143.08738708496,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
16:3 Stigmasteryl ester,CE,1596471.5189819336,1871276.9307250977,1975534.305053711,1438264.2188720703,2258827.65423584,1707096.0693969727,1267587.5789794922,2167118.485107422,2056865.3665161133,2524116.097229004,39270.862632751465,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
"17:0 Campesteryl ester_simulated | 18:0 Cholesteryl ester, 16:0 Sitosteryl ester",CE,904103.3812446594,1277186.8526611328,1359594.2016448975,941782.7571868896,1466560.024963379,1103556.2556152344,848062.6477661133,1339909.8387145996,1338548.513458252,1489937.2184143066,40001.622884750366,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
"17:1 Campesteryl ester_simulated | 18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester",CE,1269224.113204956,1575253.7347106934,1667403.3458251953,1150737.7462005615,1867686.641418457,1422642.0762634277,1084446.7676086426,1797023.5684204102,1708942.0997924805,2094825.8489379883,41981.02304840088,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
17:1 Cholesteryl ester; 16:1 Campesteryl ester,CE,1008699.0966491699,1328263.0100097656,1334801.8954467773,931373.987701416,1522209.2582092285,1206125.1996154785,919561.9737243652,1574773.9153747559,1356999.5156860352,1845969.9208374023,41338.52281188965,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
"18:0 Campesteryl ester | 19:0 cholesteryl ester_simulated, 17:0 sitosteryl ester_simulated",CE,1314545.3498153687,1400924.9716796875,1447853.0148925781,1088911.4127426147,1500422.472442627,1190614.404724121,886461.2264099121,1511534.3697814941,1422682.6301879883,1996301.4260559082,41639.50292015076,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
18:1 Campesteryl ester,CE,1406696.6515655518,1641756.6278686523,1707497.1040039062,1219592.427734375,1789755.3739624023,1402191.4959106445,1003764.1147460938,1727128.3701782227,1691380.4220581055,2229231.387939453,44848.22304916382,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
"18:2 Cholesteryl ester, zymosteryl oleate, 16:1 Stigmasteryl ester, 16:2 Sitosteryl ester",CE,1412019.9285583496,1818041.7153930664,1913767.1786499023,1340631.0358428955,2177446.016845703,1623692.8201904297,1240609.3356323242,2102315.338623047,1979133.4765625,2459071.4896240234,40885.682929992676,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
18:3 Campesteryl ester,CE,1567910.2755889893,1641256.6345825195,1707117.0549316406,1238930.4791870117,1830285.6535644531,1426572.030090332,1019647.4429931641,1771869.3141479492,1720888.4177246094,2251579.0364379883,43290.78319168091,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
"18:3 Cholesteryl ester, 16:2 Stigmasteryl ester, 16:3 Sitosteryl ester",CE,1487454.1528892517,1898086.6850891113,1974806.771911621,1401191.8338623047,2260762.9064941406,1706679.6537780762,1254822.8975219727,2176675.906677246,2060603.0645141602,2551167.5423583984,40236.002784729004,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
"19:0 Campesteryl ester_simulated | 20:0 Cholesteryl ester, 18:0 Sitosteryl ester",CE,1631630.3058242798,2263891.352416992,2126745.5697021484,1500715.9677276611,2014721.9537353516,1768917.5540771484,1330667.5771484375,2243867.964477539,2029562.3850097656,2595196.169067383,111372.25839805603,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
"2-Hydroxymyristoylcarnitine, 3-hydroxytetradecanoylcarnitine",CAR,604128.2267456055,470222.51599121094,478508.69592285156,494369.294921875,440532.09045410156,517384.09729003906,414126.91052246094,534352.6359863281,531947.4597167969,563614.3217773438,114115.06772994995,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
20:0 Campesteryl ester,CE,1144727.5750579834,1786047.966796875,1579443.7087402344,1136902.4174194336,1453715.0483398438,1301071.357421875,1003576.6560058594,1640341.3056640625,1485507.4794921875,1647538.0197753906,117365.78839111328,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
20:1 Campesteryl ester,CE,1097204.6911010742,1778618.5598144531,1619703.5004882812,1086778.356262207,1482835.119140625,1326422.3837890625,998638.1130371094,1618198.5288085938,1499049.9282226562,1677135.3952636719,107014.40713882446,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
"20:1 Cholesteryl ester, 18:0 Stigmasteryl ester, 18:1 Sitosteryl ester",CE,1777556.1994018555,2263856.1713867188,2156904.759765625,1484218.9609985352,2056882.3227539062,1799126.8276367188,1369514.3940429688,2246168.469970703,2080992.4514160156,2617951.7438964844,107587.86814498901,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
"20:2 Cholesteryl ester, 18:1 Stigmasteryl ester, 18:2 Sitosteryl ester",CE,1713379.1826782227,2307182.4860839844,2143628.2973632812,1543084.2462768555,2024772.1220703125,1784997.0583496094,1345383.8601074219,2254503.8818359375,2043700.0700683594,2605648.806640625,120097.84827804565,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
20:3 Campesteryl ester,CE,1150791.1851959229,1799453.6943359375,1627509.4765625,1197734.9252319336,1483640.6147460938,1346810.8771972656,1022976.5676269531,1613130.35546875,1481498.9370117188,1647135.1171875,103799.04703521729,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
"20:3 Cholesteryl ester, 18:2 Stigmasteryl ester, 18:3 Sitosteryl ester",CE,1730694.3919067383,2174637.423095703,2054823.9826660156,1371043.2727661133,1981349.9130859375,1725590.8715820312,1305969.5480957031,2183792.5356445312,1967054.7839355469,2529511.2424316406,112794.78823852539,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
"20:4 Cholesteryl ester, 18:3 Stigmasteryl ester",CE,1413656.8290100098,1763978.19140625,1695153.7299804688,1197864.3660583496,1649878.07421875,1433671.0905761719,1078183.7280273438,1796485.77734375,1605611.1293945312,2182291.1877441406,80782.82581329346,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
20:5 Cholesteryl ester,CE,1180285.7119293213,1487157.0840759277,1472513.1021118164,1191717.0359039307,1529384.1152038574,1224831.609375,897559.1615600586,1505449.939666748,1432792.6403808594,1951889.8427734375,40848.142879486084,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
22:0 Campesteryl ester,CE,1275047.7465286255,1048767.0503692627,1622608.917816162,1677171.4291915894,1154048.6613769531,978836.5494384766,687555.9910125732,1282984.633026123,1373684.2727355957,1663311.605178833,26874.302040100098,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
"22:0 Cholesteryl ester, 20:0 Sitosteryl ester",CE,486254.7740020752,702086.1449584961,680975.2891235352,516514.8937988281,584278.6501464844,515870.91384887695,368524.5285949707,628082.7442321777,608116.9859619141,764209.8600921631,27702.32187271118,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
22:0 Sitosteryl ester,CE,1351542.3395996094,1232788.2369384766,1822921.273071289,1931277.8307495117,1359160.7946166992,1147383.8492126465,796966.4442138672,1461057.6843261719,1568061.2435913086,1912028.1974487305,77169.50589370728,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
22:1 Campesteryl ester,CE,1188570.3987731934,1006637.9633789062,1542582.1212768555,1647700.3428497314,1133079.822479248,941533.9098892212,669055.4186859131,1274972.821472168,1317949.0085449219,1586775.7944641113,26758.601810455322,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
"22:1 Cholesteryl ester, 20:0 Stigmasteryl ester, 20:1 Sitosteryl ester",CE,493171.57263183594,689834.5113220215,654653.2816467285,523501.0126800537,572486.2168579102,484636.1116027832,367638.9302062988,612491.9246826172,601720.5035552979,737246.294921875,28412.241912841797,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
"22:1 Stigmasteryl ester, 22:2 Sitosteryl ester",CE,1374862.726989746,1245174.4312515259,1817500.9332580566,1845982.4770088196,1344112.746334076,1126148.2764968872,796306.5762023926,1460860.897556305,1518842.6642227173,1885257.8938903809,59661.04486465454,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
22:2 Campesteryl ester,CE,1059263.1563110352,911167.4394226074,1213761.7136535645,1261040.6495361328,945730.0710449219,799829.2206573486,558243.8416595459,1051890.8771972656,1055262.1890563965,1320605.3899230957,28828.601886749268,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
"22:2 Stigmasteryl ester, 22:3 Sitosteryl ester",CE,1411064.4920082092,1234223.1425628662,1755265.5286865234,1776501.3824195862,1305782.0749511719,1098289.6187973022,755153.5106887817,1448682.2388000488,1504585.3003845215,1774010.1203231812,31807.14225769043,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
22:3 Campesteryl ester,CE,467180.3088684082,649224.783996582,624531.4252319336,497333.08013916016,553368.0776672363,488965.3962402344,344278.44512939453,589064.7202453613,572196.2226257324,712167.546081543,25816.88180923462,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
22:3 Stigmasteryl ester,CE,1338237.8420524597,1156961.0148620605,1715850.0451660156,1770407.6172485352,1229888.0190124512,1037721.9331054688,729469.6963348389,1409203.4577331543,1452883.9295959473,1754455.1108093262,29448.982093811035,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
"22:4 Cholesteryl ester, 20:3 Stigmasteryl ester",CE,1101089.1317749023,1702134.4177246094,1504908.6469726562,1071455.9791259766,1398906.6594238281,1256184.6625976562,975560.1657714844,1562759.9916992188,1429277.7192382812,1567775.3266601562,118993.82879257202,Genotype: cKO | time point: 28d ISCI,Genotype: WT | time point: 28d ISCI,Genotype: cKO__time point: 28d ISCI vs Genotype: WT__time point: 28d ISCI,4,6,Blank-1x
