lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M1-WT-diencephalon10x_01202023,DOD99-M2-WT-diencephalon10x_01202023,M5FAD173-WT-Diencephalon10x_01192023,DOD100-M1-WT-hippo10x_01202023,DOD99-M2-WT-hippo10x_01202023,M5FAD173-WT-Hippo10x_01192023,10xBlank_01202023
"(7Z,10Z)-hexadecadienoylcarnitine",-0.13502573471874266,11.9790389903473,0.05070955180462988,0.8218331686331375,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CAR,1685194.9013671875,1660596.78125,1881966.813232422,1825433.856201172,1740083.2781982422,1721781.189453125,2578376.0740966797
"(9Z,12Z,15Z)-3-hydroxyoctadecatrienoylcarnitine",-0.05621342387713946,14.880427554830243,0.008791623669400117,0.925296900716424,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CAR,24808766.91748047,19723779.49658203,7436995.044921875,16027996.416015623,16234431.17919922,16859631.28076172,2155070.9477539062
"(9Z,12Z)-3-hydroxyhexadecadienoylcarnitine",-0.111050064487302,13.647434895724366,0.03430413462362625,0.8530613816970843,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CAR,8561014.840332031,7636011.399658203,4199385.319580078,6432831.161865234,6656555.244384766,6981670.763916016,2817110.0759277344
(9Z)-3-hydroxyoctadecenoylcarnitine,-0.059592024521483156,14.957972236259343,0.009880110518204255,0.9208216791330193,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CAR,25626555.60546875,21029996.708984375,8047711.172851563,16846448.53515625,17096836.13671875,17868681.639160156,2395006.220703125
1-O-behenoyl-Cer(d18:1/16:0),-0.09208131474950192,6.160459163835441,0.02358533366714255,0.8779447139954796,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,Cer,41078.122703552246,41187.70300292969,27728.001831054688,31600.96230316162,38293.782245635986,37147.423122406006,22294.401321411133
1-O-carboceroyl-Cer(d18:1/16:0),-0.46882132967597895,7.4175507787386605,0.6088508342865142,0.43522081968746035,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,Cer,63072.24443435669,96314.38687133788,71027.58568572998,61262.46444320679,92696.36716842651,134329.46858596802,49086.90395736694
1-O-carboceroyl-Cer(d18:1/18:0),-0.2753640311643685,5.607184592227978,0.21061885180603215,0.6462827861808966,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,Cer,16931.921321868896,20784.1814994812,21460.881801605225,21668.40147781372,23203.34190750122,21004.281448364258,32565.38228225708
1-O-cerotoyl-Cer(d18:1/16:0),-0.2915788676321118,7.622452366922759,0.23614180872391455,0.6270066975662923,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,Cer,63247.98458099365,78392.94470977783,111197.36640167236,82006.22617340088,104129.10850906372,99503.34856796265,104272.36771011353
1-O-cerotoyl-Cer(d18:1/18:0),-0.32212871660967474,9.373500326364828,0.288116944306239,0.5914297711880958,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,Cer,157930.9115447998,228741.71733093265,339689.64263916016,280969.05976486206,300359.0815124512,259670.51651763916,544596.580368042
1-O-eicosanoyl-Cer(d18:1/16:0),0.18461418264358,6.239443967102368,0.0947561938206718,0.758215542910697,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,Cer,40477.462688446045,47302.34348678589,36310.98204803467,29833.582180023193,35027.162464141846,34894.54271697998,28402.641986846924
1-O-lignoceroyl-Cer(d18:1/16:0),-0.3658349082527863,7.157837349645139,0.3713691776977157,0.5422588933132664,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,Cer,70156.98491287231,90403.96683502196,53195.04327392578,54778.02419662475,81422.12617874146,112472.52647018433,19274.341342926025
1-O-myristoyl-Cer(d18:1/16:0),-0.2074700931362013,6.634772072924726,0.11965205797616818,0.729412167462645,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,Cer,44181.50326156616,49011.963397979736,45070.7234954834,46942.16307449341,50195.963748931885,49277.52336502075,43334.30277252197
1-O-palmitoyl-Cer(d18:1/16:0),-0.10635302525942755,6.518594704432755,0.031461520824944245,0.8592146618106731,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,Cer,39518.76318740845,44456.16331863403,41486.06307220459,41863.74258804321,41158.282787323,40904.52328491211,50665.82361602783
1-O-stearoyl-Cer(d18:1/16:0),0.3117206550094772,6.45641945867671,0.2698158338155281,0.6034553392605507,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,Cer,51899.823543548584,56296.36441421509,42019.50308609009,34317.60231781006,35969.52249908447,40138.9030418396,32940.40257644653
1-O-tricosanoyl-Cer(d18:1/16:0),-0.15932148985843592,6.350448468917209,0.07058410542083493,0.7904882144519251,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,Cer,42341.26301193237,47969.623191833496,34593.72241592407,36280.562450408936,43573.80286026001,47277.84367752075,21537.66153717041
1-O-tricosanoyl-Cer(d18:1/18:0),-0.2408454157814338,4.561527770685276,0.16115491285984263,0.6880954350721599,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,Cer,9018.440578460692,11086.620765686035,10810.2406539917,10864.320823669434,11811.08076095581,10880.9607963562,12759.900817871094
"12-Hydroxy-12-octadecanoylcarnitine, 3-hydroxyoctadecanoylcarnitine",-0.055200794111931926,13.103006750222464,0.008477749867325524,0.9266386917351043,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CAR,5983760.49609375,5044906.811035156,2897261.4868164062,4530618.3974609375,4468202.2490234375,4224210.512207031,2428656.8916015625
12:0 Cholesteryl ester,-0.15311233053137535,8.216432908535786,0.06519605490757385,0.7984642293501811,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CE,169429.59413146973,191839.97328186035,48507.40311431885,186232.6936645508,183007.07179260257,49461.103244781494,158999.98956298828
12:0 Cholesteryl ester_2,-0.20228610813099127,8.215330449111324,0.11375782242976129,0.7359058081641228,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CE,170046.1913909912,177208.31147766113,51444.80327987671,189840.21322631836,177894.63215637207,54207.28388977051,163044.15301513672
14:0 Cholesteryl ester,-0.31176170289654564,7.448531248708337,0.26989776468303717,0.603400360837501,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CE,99233.18690490724,90300.9059906006,40449.28260803223,104420.42792510986,109004.62704467772,49358.223373413086,85346.74568939209
14:1 Cholesteryl ester,-0.3300922252789533,7.466001587664913,0.3024979945857922,0.5823206240239001,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CE,93945.5266494751,94580.62687683104,39776.48303985596,103682.6265411377,112287.36878967284,47979.98323059082,91728.62675476074
15:0 Campesteryl ester_simulated | 16:0 Cholesteryl ester,-0.06499990714093372,8.899675476151003,0.011754321865737438,0.9136646386370174,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CE,282307.53967285156,277162.119140625,107436.90838623048,274064.7186279297,268143.77795410156,100182.9266052246,268696.0985107422
15:0 Campesteryl ester_simulated | 16:0 Cholesteryl ester_2,-0.066895452384256,8.919152609875644,0.012449822432245128,0.9111574041368864,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CE,282309.6809082031,278571.67907714844,108698.96670532228,278048.1408691406,271687.5393066406,96428.72689819336,281328.5203857422
15:0 Cholesteryl ester,-0.08994500637734165,8.807009522263654,0.022505681699840352,0.880749674136236,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CE,257820.4782714844,246816.4970703125,116445.74822998048,258305.59765625,248950.81713867188,102162.18740844728,248100.27880859375
15:1 Campesteryl ester_simulated | 16:1 Cholesteryl ester,-0.08593543581649346,8.963899879659888,0.02054421295179054,0.8860275691556333,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CE,295206.8620605469,267262.1589355469,126887.06896972656,286384.1994628906,276976.9796142578,111654.76879882812,282264.8193359375
15:1 Campesteryl ester_simulated | 16:1 Cholesteryl ester_2,-0.13515266246633736,8.967830669084137,0.05080419698060723,0.8216697733755725,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CE,280321.3400878906,274924.6597290039,121661.82904052734,293948.66052246094,278041.7590332031,112872.2681274414,287922.24072265625
15:1 Cholesteryl ester,-0.08400520338107755,8.832343644999606,0.0196317728550639,0.8885703708217034,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CE,268707.93811035156,249741.7177734375,113070.3878173828,261043.47790527344,247970.59814453125,107635.2876586914,255572.7781982422
16:0 Campesteryl ester | 17:0 Cholesteryl ester,0.5746546819869056,8.594622810882967,0.9127911510513513,0.33937492727432633,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CE,336776.8264312744,328525.7266998291,76195.66496658325,249489.0998535156,160506.25076293945,47949.46321105957,121273.30940246582
16:0 Campesteryl ester | 17:0 Cholesteryl ester_2,0.642577745012081,8.59240919394043,1.1394664211666168,0.2857651036359789,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CE,347830.1068267822,326737.56340026855,75534.00523757935,240007.47801208496,151672.46923828125,50140.58383560181,125768.08905029295
16:2 Campesteryl ester,0.6204367962815546,8.541348116755017,1.0628793119915372,0.3025593981806355,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CE,342955.9080352783,310051.0410308838,69768.96461868286,239180.9777069092,147526.39030456543,45947.08301925659,117353.56846618652
"16:2 Cholesteryl ester, zymosteryl palmitoleate",-0.09002295134218778,8.917006070469496,0.02254472518688999,0.8806470538884938,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CE,280581.6188964844,265993.7189941406,119384.78771972656,276360.1994628906,269447.4189453125,107576.0082397461,274790.7999267578
16:3 Campesteryl ester,0.6278476004584153,8.520183930591195,1.0882236091181028,0.2968651350273197,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CE,332875.0812988281,310477.7449951172,71218.46506500244,234669.65798187256,144066.910446167,46587.88315200806,114802.70822143556
16:3 Cholesteryl ester,-0.12671199896146948,8.875326308222874,0.044658550243184436,0.8326331323217104,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CE,259728.7784423828,258171.55993652344,119627.44903564452,274137.7209472656,262840.2385253906,104622.92736816406,268572.4782714844
16:3 Stigmasteryl ester,0.4736882692403401,8.928996758154222,0.6215177290323481,0.43048384697573144,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CE,417130.1490478515,365903.52224731445,105826.8872909546,301400.6235656738,207753.87649536133,79884.74600219727,174687.61349487305
"17:0 Campesteryl ester_simulated | 18:0 Cholesteryl ester, 16:0 Sitosteryl ester",0.4046594034125684,9.098611829665241,0.45412035154004116,0.5003847319803527,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CE,472836.29583740234,411432.90814208984,95725.1279220581,360051.70681762695,252912.35702514648,69250.00426864624,197711.39486694336
"17:0 Campesteryl ester_simulated | 18:0 Cholesteryl ester, 16:0 Sitosteryl ester_2",0.41218369626865653,9.1128344189692,0.4711078410837217,0.49247795088959795,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CE,467518.1094055176,432811.65029907227,94433.90701293944,372578.784576416,249793.495513916,65956.20474243164,197452.61389160156
"17:1 Campesteryl ester_simulated | 18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester",0.3598306896676517,9.110847682282829,0.35932231733750086,0.5488828441623754,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CE,449361.2501220703,421981.7488708496,102442.5464553833,372894.063873291,253252.07821655273,72498.68489837646,201944.25617980957
"17:1 Campesteryl ester_simulated | 18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester_2",0.44053851862408244,9.102365244071667,0.5378954561019782,0.4633062286869055,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CE,468996.0119934082,424691.0045776367,98708.50708389282,350154.3428039551,255931.9373779297,67602.62491607666,199674.9553833008
17:1 Cholesteryl ester; 16:1 Campesteryl ester,0.6527120993115617,8.579471837861583,1.175388346021748,0.2782968402576315,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CE,345805.9059753418,328314.5411529541,73089.96499633789,243419.6374053955,148317.23024749756,45423.58345794678,122837.10720825195
17:1 Cholesteryl ester; 16:1 Campesteryl ester_2,0.619123365683895,8.543669648209642,1.0584178673902898,0.3035763102365968,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CE,334849.38470458984,315089.0400085449,72327.7248840332,236172.8360900879,147790.75193023682,48443.423652648926,119584.48794555664
"18:0 Campesteryl ester | 19:0 cholesteryl ester_simulated, 17:0 sitosteryl ester_simulated",0.0365740783176659,8.604361419219252,0.0037217073986539617,0.9513545914632099,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CE,251351.8338623047,233254.1951904297,69918.46492004395,222433.1926574707,217670.1551208496,58456.8840713501,232670.8377380371
"18:0 Campesteryl ester | 19:0 cholesteryl ester_simulated, 17:0 sitosteryl ester_simulated_2",0.04798253697550712,8.636359163281902,0.0064055088587338105,0.9362098782097252,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CE,256823.51718139648,238287.11483764648,71601.82501220703,230665.59564208984,212685.6136932373,61869.20440673828,241449.8783721924
18:1 Campesteryl ester,-0.05681877182294079,8.624690977547194,0.008981790553661995,0.9244956820635507,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CE,251414.53872680664,228142.67880249023,71419.0849647522,240928.99647521973,227796.5161743164,60167.68382263184,225617.7167816162
"18:2 Cholesteryl ester, zymosteryl oleate, 16:1 Stigmasteryl ester, 16:2 Sitosteryl ester",0.4283782598045737,9.215832789409099,0.5087172473249666,0.4756946777421426,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CE,503344.5899963379,456015.0985107422,103999.52606201172,381474.1481933594,274696.0990600586,71782.84466552734,224405.7758178711
18:3 Campesteryl ester,0.03295436883936375,8.465551455938279,0.0030215019796742126,0.9561638056737776,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CE,230115.6553955078,210156.63537597656,71416.26483917236,206521.37365722656,195902.6728515625,58889.22416687012,197820.75631713867
"18:3 Cholesteryl ester, 16:2 Stigmasteryl ester, 16:3 Sitosteryl ester",0.3697168664222877,9.268670079687151,0.37928394609480165,0.5379867055850291,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CE,507221.6766357422,458659.0358581543,101501.9271697998,400381.6452026367,283924.2213745117,76460.92622375488,254542.46154785156
"19:0 Campesteryl ester_simulated | 20:0 Cholesteryl ester, 18:0 Sitosteryl ester",-0.009188890154725663,9.350628180569828,2.3492866603191942e-4,0.9877709966661861,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CE,410047.4875488281,395767.26806640625,149879.97039794922,391348.7673339844,354341.3049316406,139586.21026611328,328716.4434814453
"19:0 Campesteryl ester_simulated | 20:0 Cholesteryl ester, 18:0 Sitosteryl ester_2",0.008985675766979388,9.342355850826321,2.246527001261711e-4,0.9880414197515801,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CE,410446.4294433594,389397.66931152344,154023.69094848633,382867.52575683594,352302.1843261719,137866.00958251953,329537.4803466797
"2-Hydroxymyristoylcarnitine, 3-hydroxytetradecanoylcarnitine",-0.14561503772883252,11.475826794265533,0.05897160027234352,0.8081288135139701,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CAR,1111581.3986816406,1121579.8967285156,1366424.7204589844,1289018.3786621094,1210873.5478515625,1173183.5369873047,1930786.4631347656
20:0 Campesteryl ester,0.4607865229585113,9.896851177288113,0.588267493363674,0.44308985134336587,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CE,792573.4987792969,704186.2043457031,251567.6792602539,469695.3544921875,501893.65234375,197502.67498779297,317584.8635253906
20:1 Campesteryl ester,0.4336406049927774,9.874539991823882,0.5212480019608847,0.47030980489625257,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CE,774650.533203125,688702.3489990234,246157.97802734375,461297.6511230469,503761.7349853515,199627.77404785156,310572.0031738281
"20:1 Cholesteryl ester, 18:0 Stigmasteryl ester, 18:1 Sitosteryl ester",-0.021854360530041146,9.369046319755208,0.0013288715708767995,0.970920603555465,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CE,414108.26794433594,387061.1658935547,159229.2709350586,396489.7082519531,359091.7648925781,142767.74981689453,336350.2844238281
"20:2 Cholesteryl ester, 18:1 Stigmasteryl ester, 18:2 Sitosteryl ester",0.0290729160876882,9.366183571173385,0.0023516937071690336,0.9613223351857221,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CE,419701.06994628906,395618.7508544922,162763.43139648438,380589.8077392578,355941.384765625,146173.73016357422,332064.9237060547
20:3 Campesteryl ester,-0.08847217289575081,10.053727464569949,0.021775002926005982,0.8826872186141663,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CE,603714.2861328125,607590.48828125,299902.3406982422,581533.5655517578,624555.2194824219,273740.8601074219,532591.3153076172
"20:3 Cholesteryl ester, 18:2 Stigmasteryl ester, 18:3 Sitosteryl ester",0.010543904487875802,9.12769315389514,3.0932281515561044e-4,0.9859678683877658,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CE,346226.2841796875,322671.5235595703,153372.83123779297,316081.24267578125,295324.52014160156,140183.13012695312,281844.6805419922
"20:4 Cholesteryl ester, 18:3 Stigmasteryl ester",-0.029399813962466947,9.32256990133695,0.0024048721679719165,0.9608878205316522,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CE,355207.22428894043,350653.64825439453,149925.87145996094,348575.3070983887,324714.06285095215,131112.8683166504,433173.92571258545
20:5 Cholesteryl ester,-0.08422133362507685,10.391636113819002,0.019733125664060935,0.8882849848243715,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CE,768802.1929626465,717188.4313659668,274553.0383682251,771799.6127319336,714395.755935669,235360.5344581604,911030.2897338868
22:0 Campesteryl ester,0.21215673312691993,8.984589363269043,0.1251217745229951,0.7235445624678496,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CE,472356.95237731934,330720.66106414795,102224.66787719728,335009.5023803711,319311.84059143066,69838.88446426392,105651.5481300354
"22:0 Cholesteryl ester, 20:0 Sitosteryl ester",0.9599804198599372,8.852434657878932,2.518141611613828,0.11254314606734084,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CE,491573.2315979004,408879.0844268799,132412.4898223877,172745.71115112305,235747.2753677368,80594.5062789917,79871.64535522461
22:0 Sitosteryl ester,0.1769515966585671,9.20912977316961,0.08706579824502114,0.7679410623127388,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CE,486894.434677124,369547.3709869385,114893.82941436768,375415.22120666504,342953.5009460449,77020.76491165161,228572.99380493164
22:1 Campesteryl ester,0.2656662974504171,8.87100311165967,0.1960965421712899,0.6578902268843537,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CE,438211.0646972656,309484.46377563477,99733.32707595824,300019.1825180054,286221.46573257446,66762.084716796875,102455.64757919312
"22:1 Cholesteryl ester, 20:0 Stigmasteryl ester, 20:1 Sitosteryl ester",0.9594852860543758,8.849310074630553,2.515590637885907,0.11272539102700953,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CE,483708.2539367676,420318.2272872925,128342.92868804932,169745.83312225342,234477.81832885745,84083.74672317505,78654.8657836914
"22:1 Stigmasteryl ester, 22:2 Sitosteryl ester",0.1870730809374873,9.182540349196772,0.0973036648647394,0.7550896537430796,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CE,491484.9942550659,370056.0489387512,108360.74819946288,371401.4266014099,339966.16425323486,77005.56617355347,206498.9136428833
22:2 Campesteryl ester,1.4051523678549276,8.346923860531898,5.289214851069119,0.021457892276011362,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CE,366085.0646057129,299380.28102111816,109228.78860855104,109912.80857086182,103576.40770339966,55119.703243255615,80835.36569976807
