lipid,logFC,logCPM,LR,PValue,FDR,type,DOD93_F4_Female_5xFAD_cerebellum,DOD94_F3_Female_WT_cerebellum,DOD94_F4_Female_5xFAD_cerebellum,FAD184_F3_Female_WT_cerebellum,FAD184_F4_Female_WT_cerebellum,FAD185_M1_Male_5xFAD_cerebellum,FAD185_M3_Male_5xFAD_cerebellum,FAD185_M4_Male_WT_cerebellum,FAD189_M1_Male_5xFAD_cerebellum,FAD189_M2_Male_5xFAD_cerebellum,FAD189_M3_Male_WT_cerebellum,DOD93_F4_Female_5xFAD_cortex,DOD94_F3_Female_WT_cortex,DOD94_F4_Female_5xFAD_cortex,FAD184_F3_Female_WT_cortex,FAD184_F4_Female_WT_cortex,FAD185_M1_Male_5xFAD_cortex,FAD185_M3_Male_5xFAD_cortex,FAD185_M4_Male_WT_cortex,FAD189_M1_Male_5xFAD_cortex,FAD189_M2_Male_5xFAD_cortex,FAD189_M3_Male_WT_cortex,Blank_Blank_Blank_Blank_Blank
[TG(62:7)|TG(61:0)]_FA16:1,-0.5181369544265915,3.6758981512424858,3.1076821628258813,0.07792378028328921,0.9999253326495259,TAG,30019.282287597656,44199.98275756836,36017.262786865234,30570.262130737305,48243.1434173584,42127.30288696289,48375.863830566406,38408.422592163086,45953.02297973633,45443.66305541992,45686.48300170898,96524.00703430176,35633.64254760742,45110.24282836914,46830.18292236328,54401.20394897461,57212.14401245117,47603.5241394043,73889.38485717773,61697.44451904297,106811.74703979492,79504.94512939453,20195.62144470215
[TG(62:7)|TG(61:0)]_FA18:0,0.09294835488472783,3.8767193224832757,0.10052694820186048,0.7511981896942338,0.9999253326495259,TAG,51678.78338623047,40451.142822265625,51746.343841552734,39194.8030090332,75728.966064453125,77817.36541748047,94632.00604248048,45004.54345703125,71369.8861694336,79377.02645874023,44764.422943115234,44119.86352539063,38677.862701416016,40272.84262084961,37880.802490234375,49799.00329589844,71368.465087890625,71484.4048461914,45042.12307739258,85795.4455871582,122816.8487548828,86740.3860168457,26384.441528320312
[TG(62:7)|TG(61:0)]_FA18:1,-0.006249640215023444,3.4169918199326914,4.545393816215437e-4,0.9829904462391219,0.9999253326495259,TAG,35234.542236328125,35902.102600097656,38018.02212524414,33324.90231323242,41044.942779541016,52471.02346801758,52238.44357299805,35471.62268066406,50613.88354492188,53209.72366333008,35963.84262084961,39979.38275146485,33403.16226196289,34930.882568359375,32317.482055664062,37900.962463378906,50649.34359741211,60524.844635009766,45037.56314086914,49613.86380004883,72412.24523925781,49470.42297363281,21530.96156311035
[TG(62:7)|TG(61:0)]_FA18:2,0.1207877203357091,3.9154689282217627,0.16974338458959448,0.6803399706474568,0.9999253326495259,TAG,50430.223724365234,53393.14349365234,60156.50411987305,46192.92315673828,56116.663818359375,89262.38702392578,78750.62593078613,47699.163146972656,75306.44400024414,77189.885009765625,48347.30337524414,55524.50456237793,50606.243591308594,49148.52368164063,43115.50329589844,43785.583084106445,79828.08560180664,78199.04574584961,57183.9241027832,70160.7847290039,84555.44577026367,64948.563537597656,35727.18223571777
[TG(62:7)|TG(61:0)]_FA18:3,0.10775580125211935,3.6443552543319924,0.13509746824885838,0.713204272460492,0.9999253326495259,TAG,52978.42404174805,42142.522857666016,48247.803283691406,37656.5228881836,41934.02291870117,63858.22476196289,61320.18472290039,38859.74285888672,57308.88430786133,63846.86462402344,38637.302642822266,51562.503662109375,41162.40298461914,38111.72256469727,34745.68243408203,38302.30291748047,60653.96475219727,60382.70385742188,43931.98301696777,62471.48403930664,69129.06539916992,49855.12301635742,43041.242736816406
[TG(62:7)|TG(61:0)]_FA20:4,0.16052068632896718,5.3676941417395225,0.2997310799373736,0.5840510586093082,0.9999253326495259,TAG,107462.90704345705,129302.54922485352,123459.26892089844,107866.7472229004,113379.88934326172,247807.6785583496,328072.57708740234,196554.65423583984,264305.93994140625,216959.61682128903,90820.40557861328,130769.12854003906,110772.62800598145,101712.28741455078,80867.46566772461,93184.82656860352,206019.25622558597,286136.25802612305,182056.3719177246,384369.6284790039,205965.7533569336,117199.76776123048,123334.92785644533
[TG(62:7)|TG(61:0)]_FA22:5,-0.15371472896426577,5.670575813687807,0.27486654327503857,0.6000857785831827,0.9999253326495259,TAG,125409.74816894533,129460.98974609376,144520.5701599121,112325.50915527344,108380.52743530272,371368.4066772461,420013.5964050293,153609.09014892578,354208.84481811523,255782.79528808597,115315.74716186523,125254.02801513672,93177.586181640625,138708.2890625,215943.0950012207,110091.2275390625,432055.2736816406,351197.2633666992,232141.69650268555,487052.33657836914,387330.3268737793,206048.7142944336,29735.042266845703
[TG(62:7)|TG(61:0)]_FA22:6,-0.22273631544144382,5.379651491148838,0.576826291363659,0.4475590090925678,0.9999253326495259,TAG,121264.52850341795,130937.94805908205,142045.91033935547,110085.5887145996,98143.846923828125,240029.19805908203,249384.49737548828,131049.58972167967,182357.35345458984,211368.6356201172,121313.9692993164,127737.60968017578,102711.06729125977,126491.98901367188,191899.333190918,120133.40771484376,281437.962097168,234771.8564453125,176773.83392333984,271013.74060058594,303427.22470092773,263278.97830200195,44975.50286865234
[TG(62:8)|TG(61:1)]_FA16:0,0.18665728262339737,3.339430517859197,0.40517866232909217,0.5244268260189205,0.9999253326495259,TAG,35473.30236816406,32963.92205810547,38113.58255004883,31027.88217163086,45419.88284301758,57388.724060058594,63300.30465698242,33033.08218383789,47639.94323730469,53804.26400756836,32532.762084960938,33235.4426574707,30179.582000732426,32085.72213745117,29561.082244873047,37043.50282287598,48839.06365966797,48198.08331298828,35125.70262145996,54751.90344238281,55371.18363952637,41081.7028503418,22515.581451416016
[TG(62:8)|TG(61:1)]_FA16:1,-0.03384610122582037,3.5068624198369767,0.013331283638763125,0.9080795900512924,0.9999253326495259,TAG,37970.142486572266,32282.262634277344,47415.563537597656,30519.441925048828,48813.94342041016,56523.98474121094,66120.88494873047,35484.16256713867,52417.043518066406,51277.403564453125,37308.30261230469,52424.18383789063,30233.00201416016,35547.0026550293,36380.942474365234,55435.604888916016,57713.14410400391,48497.26327514648,51456.56369018555,60435.484466552734,67075.44451904297,47266.54370117188,18634.121551513672
[TG(62:8)|TG(61:1)]_FA18:0,0.11915036319529572,3.9810375694059763,0.1651746049031999,0.6844363871654696,0.9999253326495259,TAG,56276.50396728516,43424.20318603516,51847.08346557617,41266.40267944336,86710.96575927734,82169.50616455078,100083.10781860352,52876.063415527344,82598.00634765625,79893.74548339844,48332.72348022461,50147.70361328125,45927.86340332031,50967.00329589844,47877.08361816406,47860.92330932617,79030.34564208984,83682.32604980469,60356.60430908203,90406.625732421875,93050.007568359375,73085.52526855469,30873.82211303711
[TG(62:8)|TG(61:1)]_FA18:1,0.03335709299484163,3.9874595942565434,0.012949203676640764,0.9094006448339682,0.9999253326495259,TAG,56569.06405639648,42899.82302856445,53477.56396484375,43368.28266906738,82589.44647216797,81093.90515136719,94271.84671020508,47489.38348388672,76671.40515136719,82614.38558959961,50911.86376953125,49392.883239746094,46566.94342041016,49784.723571777344,43916.10299682617,53528.723861694336,76439.40545654297,74134.68444824219,52022.42346191406,82648.8459777832,131760.0485534668,100022.68768310548,24292.72158813477
[TG(62:8)|TG(61:1)]_FA18:2,0.03481408146229336,3.460579173198131,0.014104655354685747,0.9054631055877781,0.9999253326495259,TAG,37951.92254638672,34301.30252075195,40992.70269775391,34971.40252685547,42587.76287841797,54844.12377929688,54966.68392944336,38036.42254638672,51548.62380981445,56832.06427001953,36270.90280151367,40753.84286499024,30268.42196655273,34358.52230834961,32578.742233276367,36159.82241821289,52444.44317626953,59353.28405761719,42412.26300048828,57605.96401977539,77836.40533447266,53968.3039855957,23861.521591186523
[TG(62:8)|TG(61:1)]_FA18:3,0.07911884185485568,4.123250049627059,0.07284230167252304,0.7872424725140409,0.9999253326495259,TAG,59581.56430053711,60767.58404541016,63464.32452392578,52636.083435058594,62613.864654541016,99017.70715332033,93674.18566894533,57119.06381225586,81977.00576782227,90893.34658813477,57711.88397216797,64435.724365234375,57825.42456054688,53227.4241027832,50001.803771972656,61222.72448730469,95843.5870666504,87083.16616821289,64722.883880615234,81725.80596923828,102994.4878540039,77199.54583740234,39119.66258239746
[TG(62:8)|TG(61:1)]_FA20:4,0.1127116331396018,4.013868152151619,0.14780965560396453,0.700637379348241,0.9999253326495259,TAG,66645.06411743164,44384.54299926758,65299.04498291016,42817.22262573242,54271.76370239258,75594.80520629883,81273.22518920898,55401.16412353516,105050.22866821288,83324.30560302734,43860.50302124024,60461.04446411133,51930.8432006836,39104.74287414551,41529.80288696289,47042.94342041016,76074.72607421875,95693.86651611328,66407.104736328125,96284.40661621094,80018.44534301758,64693.76495361328,54747.44430541992
[TG(62:8)|TG(61:1)]_FA22:5,0.036226274876229925,4.918327619256565,0.01527305156332659,0.9016445125216123,0.9999253326495259,TAG,109394.0278930664,102750.28692626952,120859.04833984376,93254.52645874023,81111.28515625,164901.47338867188,177236.8514404297,112382.98669433594,160738.83142089844,157158.97244262695,92039.885986328125,97342.7063293457,59945.44485473633,112918.36883544922,121377.16848754884,93247.36651611328,170636.5530090332,192291.03485107425,112750.06802368164,214279.9334411621,191267.1939086914,104928.42614746094,35082.32263183594
[TG(62:8)|TG(61:1)]_FA22:6,-0.35629939345471434,5.952731756285026,1.4737612939279643,0.2247531826445937,0.9999253326495259,TAG,130241.65008544922,144873.85000610352,154743.53033447266,127038.50955200195,114749.46780395508,423679.7474975586,496131.5380554199,176891.7911376953,406381.7479553223,286831.32052612305,130800.27032470705,161828.01025390625,124424.28747558594,162433.81228637695,327025.841003418,125284.0290222168,579033.8027954102,451108.5090942383,328863.56245422363,577169.5763549805,413990.9061889648,302287.4204406738,33467.18246459961
[TG(62:9)|TG(61:2)]_FA14:0,-0.3759102554555859,3.3167925659829534,1.6398388830693875,0.2003475754462402,0.9999253326495259,TAG,33242.78258514404,40240.12322998047,35471.482666015625,27454.262008666992,28374.001953125,36381.10232543945,35639.362884521484,27081.14196777344,36755.102142333984,31308.942169189453,40022.80262756348,59861.14488220215,24465.341873168945,40187.60299682617,42533.84315490723,55240.1240234375,55262.00402832031,41594.98287963867,47352.02258300781,68227.32434082031,55038.363861083984,36861.98254394531,16407.24126434326
[TG(62:9)|TG(61:2)]_FA16:0,0.013896612037778738,3.002920353793973,0.002247305020490087,0.9621898472835284,0.9999253326495259,TAG,29716.822219848636,26206.82185363769,28279.34194946289,24346.82179260254,31436.162109375,36687.0223236084,38603.30270385742,26847.921783447266,32383.622131347656,36204.7221069336,28457.72198486328,28796.18189239502,25689.34196472168,26572.68197631836,26504.561950683597,28147.362091064453,37768.202728271484,41250.242767333984,29210.18179321289,42186.563385009766,48482.743560791016,32271.602081298828,25415.74194335937
[TG(62:9)|TG(61:2)]_FA16:1,0.13771740429730056,3.516100241357499,0.22063671129413365,0.638555204010163,0.9999253326495259,TAG,40222.44299316406,31358.422332763672,47335.64324951172,35756.622314453125,47791.443115234375,63369.30432128906,74272.82568359375,36622.88259887695,55339.90393066406,57927.84399414063,38433.94271850586,40377.802978515625,31586.82192993164,34600.182357788086,35155.52249145508,45531.12326049805,57224.20372009277,52401.20352172852,42660.66293334961,62007.96478271485,69330.08444213867,46477.84359741211,21843.381454467773
[TG(62:9)|TG(61:2)]_FA18:0,-0.038149868213411146,3.772952784928397,0.016937326622155524,0.896452906801772,0.9999253326495259,TAG,45112.28298950195,42310.76281738281,47667.46353149414,33912.3424987793,51963.38391113281,73307.4057006836,78097.30554199219,44421.76364135742,74867.80505371094,63501.58474731445,38748.44296264648,43208.42318725586,40656.44267272949,39516.44268798828,46599.38299560547,42793.38327026367,70304.965087890625,90939.70690917967,65162.14447021485,90677.48651123048,73336.40548706055,57073.6242980957,29985.46223449707
[TG(62:9)|TG(61:2)]_FA18:1,0.07653027743264494,4.068867198276979,0.06815430829827562,0.7940433063584676,0.9999253326495259,TAG,57991.32409667969,48073.10339355469,58616.92468261719,47207.66320800781,90066.24639892578,81821.46646118164,98491.52825927734,53380.60366821289,86073.265625,88430.52642822266,49708.32373046875,57734.62377929688,54491.32406616211,53955.48358154297,48130.42343139648,50669.223571777344,83558.90567016602,91331.60678100586,63582.024322509766,94742.8871459961,103088.78680419922,80757.82482910156,29716.36199951172
[TG(62:9)|TG(61:2)]_FA18:2,0.08498187477716285,4.044695214867458,0.08403640440019444,0.771900138398709,0.9999253326495259,TAG,55129.78402709961,45078.9033203125,61222.28411865234,46745.04298400879,81671.34518432617,87676.42581176758,105012.28649902344,48837.36325073242,85064.06607055664,90301.68634033205,49626.86334228516,48810.583435058594,40397.24279785156,46263.743103027344,43630.78298950195,50175.98388671875,83008.246337890625,78088.84539794922,56280.18350219727,92575.92572021484,138836.88864135742,106395.54830932616,26744.322052001957
[TG(62:9)|TG(61:2)]_FA18:3,0.00916508351304264,3.675972091796183,9.775543740033754e-4,0.9750575121124736,0.9999253326495259,TAG,41567.44296264648,41784.743072509766,46020.28326416016,37096.50268554688,48271.9436340332,63210.40463256836,61630.84423828125,44456.06311035156,62648.12506103516,64220.284240722656,45847.52328491211,46072.683685302734,39133.10287475586,37626.60272216797,38797.08255004883,44873.08322143555,62663.44445800781,66564.92556762695,49550.18362426758,62633.12438964844,88533.2265625,66492.22491455078,27600.04196166992
[TG(62:9)|TG(61:2)]_FA20:4,0.13434188620397192,4.033686950859794,0.2099633349398573,0.6467961432162873,0.9999253326495259,TAG,60296.26428222656,45106.86285400391,61024.7839050293,43381.96322631836,52388.20362854004,85448.02658081055,94940.58627319336,59530.6242980957,115516.6489868164,99329.30740356444,50313.02359008789,50797.5436706543,42682.66300964356,45447.64324951172,41632.92265319824,48043.3434753418,85977.3060913086,110915.68878173828,72430.60494995117,97047.08772277832,91807.466552734375,71948.84561157227,28724.882110595703
[TG(62:9)|TG(61:2)]_FA22:5,0.04754376285383313,5.458205019363119,0.02630642956137308,0.8711542111030293,0.9999253326495259,TAG,141011.63024902344,136870.8688659668,201101.71453857425,125717.50909423828,110149.26766967772,262510.6968383789,268768.5182495117,137566.9698486328,250344.6361694336,250779.95751953125,129343.49072265624,153419.8913269043,90908.48629760742,156546.4515991211,155559.0098876953,147534.1515197754,297470.8434753418,327657.2641906738,149399.2510986328,314909.8439941406,209964.9748535156,123484.1683959961,59644.184020996094
[TG(62:9)|TG(61:2)]_FA22:6,0.03935880513935409,5.079061475979377,0.018028589706887033,0.8931886132103612,0.9999253326495259,TAG,114978.78872680664,116651.50784301758,144629.01016235352,102916.52798461914,85897.14614868164,185517.53381347656,200745.572265625,118138.68908691406,191863.69247436523,177326.3713684082,101686.22671508788,108906.9677734375,70683.60501098633,120958.32846069336,141886.23092651367,110060.4676513672,187661.75390625,216781.7343444824,114136.86865234376,230191.6365966797,214739.29345703125,121716.80786132812,38914.18293762207
[TG(63:11)|TG(62:4)]_FA14:0,-0.43882077397174557,3.27809068668534,2.2323591917514203,0.13514735170717918,0.9999253326495259,TAG,29620.022674560547,33905.04266357422,34229.482498168945,27728.661727905277,25435.82192993164,35815.66247558594,37689.7024230957,25383.441650390625,34206.42254638672,36315.20245361328,33805.98239135742,41694.9432220459,21069.74140930176,34798.56258392334,36447.922302246094,42260.80253601074,58498.04429626465,45420.96321105957,42142.86240386963,86194.146728515625,79138.54577636719,54051.44366455078,18337.501220703125
[TG(63:11)|TG(62:4)]_FA16:0,-0.0421816418020897,2.6460479135285455,0.020704384930340325,0.8855871873893926,0.9999253326495259,TAG,22342.261688232426,19329.141540527344,21979.821563720703,20946.54135131836,22205.14158630371,28782.142150878903,30522.382217407227,21142.221523284912,27833.02197265625,27585.94207763672,22333.641662597656,21506.14141845703,19374.56134033203,23197.161613464355,20711.98143005371,20754.18148803711,28873.92227172852,31540.982131958008,21786.641372680664,32990.88250732422,44579.04286193848,33158.542221069336,14697.601028442385
[TG(63:11)|TG(62:4)]_FA16:1,-0.01581539534893314,3.0409481719816847,0.0029107541359820743,0.956973880749304,0.9999253326495259,TAG,33357.802505493164,25593.36198425293,31413.582305908203,23842.66163635254,25805.701721191406,35041.7424621582,40551.38269042969,28050.782012939453,36482.062591552734,38600.80233764648,27811.78207397461,30525.022033691406,25436.06208801269,26725.02180480957,23761.10189819336,29524.941833496097,38655.36296081543,41329.50268554688,33294.98194885254,39844.00277709961,53066.7232208252,39132.64276123047,25609.881896972656
[TG(63:11)|TG(62:4)]_FA18:0,0.07890776412815326,3.195176823808544,0.0724499947947379,0.7878024301825997,0.9999253326495259,TAG,38767.82238769531,33314.202209472656,34745.362731933594,24302.441619873047,32800.18246459961,48193.12384033203,44851.02297973633,27843.401809692383,44202.1024017334,42793.38269042969,25372.48176574707,36793.56239318848,31334.56231689453,28854.782287597656,24986.801971435547,29066.72216796875,45396.24365234375,46927.7834777832,32699.98217773437,43478.34292602539,48544.72381591797,37303.80284118652,32076.44204711914
[TG(63:11)|TG(62:4)]_FA18:1,0.01239008935264998,3.3403115464997923,0.0017865150639408967,0.9662857031904328,0.9999253326495259,TAG,36930.22286987305,34331.88229370117,35004.36250305176,28807.761962890625,39393.8828125,45229.863021850586,47322.24337768555,39486.92272949219,51492.6432800293,48874.382904052734,31255.20233154297,36022.98246765137,32642.602584838867,30515.46221923828,29602.762237548828,31939.78239440918,46387.963523864746,60315.14407348633,45088.10305786133,56721.96347045898,57965.70330810547,47014.203552246094,24428.621826171875
[TG(63:11)|TG(62:4)]_FA18:2,-0.23273189916671969,3.9414523077125145,0.6296753713279486,0.4274744148159978,0.9999253326495259,TAG,41624.583099365234,40291.062927246094,46317.823303222656,41051.62301635742,56156.204010009766,77825.80456542969,89425.22555541992,46447.70341491699,77213.34536743164,75231.14498901367,40371.26290893555,41905.862884521484,48187.64303588867,38805.64270019531,66186.964599609375,44072.92333984375,96479.08654785156,95492.90744018556,101241.26718139648,94134.3074951172,80218.7857055664,86351.66598510742,25004.141662597656
[TG(63:11)|TG(62:4)]_FA18:3,0.02815494077273413,3.9930752794980267,0.0092252629090126,0.9234822658486341,0.9999253326495259,TAG,52806.9638671875,43252.583068847656,54475.04376220703,40403.363037109375,77307.02572631836,88212.50732421875,100378.30670166016,51549.10345458984,75904.90521240234,81583.72637939453,50566.34362792969,47457.12310791016,50713.8436126709,42030.1227722168,52824.52337646485,48272.54364013672,88968.7470703125,85631.16537475586,78052.70568847656,100683.48666381836,82228.22668457031,80406.64511108398,25163.701721191406
[TG(63:11)|TG(62:4)]_FA20:4,-0.032090769881063526,4.1890150180060015,0.011984816799099463,0.9128256005356542,0.9999253326495259,TAG,61681.0641784668,53048.46383666992,62065.30435180664,46548.98306274414,81168.045166015625,92020.56640625,101731.08662414552,56802.00372314453,89703.5062866211,97681.9868774414,55929.083984375,56038.34426879883,47834.023529052734,53647.883728027344,45713.083068847656,55596.383392333984,99066.58639526369,78500.22546386719,62647.58413696289,100043.84692382812,173574.77239990234,130683.08935546876,31347.98208618164
[TG(63:11)|TG(62:4)]_FA22:5,0.2519614403754669,7.899851136729687,0.7379376752815006,0.39032231617813146,0.9999253326495259,TAG,356919.8460083008,912996.04345703125,594277.2239379883,797502.5687866211,820149.69580078125,2057466.0649414065,2651605.6040039062,912202.9896240234,1102284.6467895508,1317684.920288086,649140.8094482422,806064.37646484375,820348.9547119141,551841.8385009766,325821.9030761719,475573.0126953125,1890814.810180664,1249857.2452392578,601242.1179199219,2336781.786254883,1504483.0874023438,820544.8642578125,158149.33099365234
[TG(63:11)|TG(62:4)]_FA22:6,-0.09585375708382059,4.94652591443184,0.1069123546492392,0.7436871362730546,0.9999253326495259,TAG,103518.40637207033,116533.56896972656,130858.78845214844,96953.44650268556,86913.32568359375,152476.73010253906,170725.9323272705,92134.56674194336,118191.32803344728,131484.4884033203,98186.9673461914,108731.767578125,77673.72479248047,138273.4690246582,205849.93200683597,97107.08572387695,164947.1524658203,144876.9914855957,98071.9071044922,201607.33499145508,152251.51162719727,90114.14633178712,58566.543853759766
[TG(63:12)|TG(62:5)]_FA14:0,-0.04465570020380298,3.92562305077533,0.023206558435276747,0.8789211517903645,0.9999253326495259,TAG,43901.66323852539,50953.46286010742,59899.46441650391,43378.92337036133,50158.56326293945,81132.76599121094,83308.78721618652,47229.80294799805,72926.984130859375,66243.02478027344,47713.44372558594,57744.16403198242,36797.94297790527,54635.64416503906,47787.82275390625,55294.8635559082,91318.0267944336,73717.64559936523,69808.82490539551,106913.88879394533,80629.765380859375,52103.44418334961,40748.3221282959
[TG(63:12)|TG(62:5)]_FA16:0,-0.12620356653702952,2.876261653589943,0.18528773266075382,0.6668678827517117,0.9999253326495259,TAG,27366.401748657227,24376.98193359375,25457.68165588379,25239.02182006836,25936.54183959961,33188.6823425293,33221.22232055664,22461.08155822754,30650.202102661133,30824.3024597168,23970.72180175781,26127.041702270508,22235.361602783203,29609.182388305664,27496.14193725586,25131.941986083984,32851.3825378418,34716.50256347656,28135.781845092773,34055.56214904785,63127.84455871582,38787.72285461426,14593.081016540527
[TG(63:12)|TG(62:5)]_FA16:1,0.01560260155375399,2.92009836891287,0.0028329297235529793,0.9575524189280122,0.9999253326495259,TAG,26977.121856689453,25767.16192626953,27860.42179870605,25165.82179260254,25580.86163330078,35835.9425201416,38736.04296875,26196.621948242188,34442.84225463867,36214.48263549805,26101.921783447266,25905.72169494629,21134.36134338379,27244.742065429688,24472.681762695312,26061.78189086914,38791.78256225586,36845.84246826172,26390.6618347168,38600.58297729492,48028.24349975586,40832.24282836914,16553.621200561523
[TG(63:12)|TG(62:5)]_FA18:0,0.0980679327669291,3.825592415941938,0.11190322403621167,0.7379876597489392,0.9999253326495259,TAG,48423.923400878906,48139.86331176758,53095.68338012695,40558.28335571289,53803.70361328125,82293.00527954102,77797.22644042969,48354.3235168457,74589.38513183594,68532.86497497559,43633.02297973633,53664.303771972656,49671.54397583008,46921.84323120117,41385.28298950195,42885.40301513672,71607.30432128906,72079.585205078125,54525.544372558594,65584.64489746094,81559.84616088867,59708.30426025391,33329.142501831055
[TG(63:12)|TG(62:5)]_FA18:1,0.03980404764270609,3.3874363404236063,0.018437414485539705,0.8919916912193274,0.9999253326495259,TAG,39550.642486572266,36189.14231872559,41693.582916259766,31658.60221862793,36114.24258422852,48920.36378479004,44675.74377441406,31874.82247161865,48116.26345825195,52798.54370117188,33984.982330322266,44030.12341308594,36899.84243774414,35103.40246582031,29137.44204711914,32245.602478027344,47786.86309814453,58593.80422973633,35407.52230834961,49082.483795166016,55834.34423828125,45512.123291015625,35349.28259277344
[TG(63:12)|TG(62:5)]_FA18:2,-0.005436586664578852,3.401455924790491,3.439644005993614e-4,0.9852030599803526,0.9999253326495259,TAG,38006.202713012695,32349.70251464844,36667.04266357422,32977.322357177734,37894.50262451172,48523.16360473633,53514.60330200195,34819.92266845703,54120.46391296387,52684.8037109375,34916.722747802734,41759.14340209961,31186.58192443848,34526.12268066406,30575.38214111328,32513.322204589844,52067.66397094727,59364.743896484375,49146.68374633789,57985.064025878906,61130.22415161133,47788.34306335449,25056.80155944824
[TG(63:12)|TG(62:5)]_FA18:3,-0.292287800680192,4.123926300363121,0.9925644452999904,0.3191164083724353,0.9999253326495259,TAG,48731.92343139648,43690.70281982422,50623.18338012695,45820.96310424805,63894.684967041016,83237.245361328125,99046.50769042967,50010.82339477539,82079.14642333984,85375.96591186523,49012.54348754883,48429.02313232422,57299.06396484375,43462.86315917969,75947.3656616211,51059.783447265625,113777.52709960938,113416.76873779295,114578.34817504884,110247.62704467772,92379.48709106444,100707.04791259766,25824.06181335449
[TG(63:12)|TG(62:5)]_FA20:4,0.07016281561659009,4.390294212372107,0.05728682411879049,0.810836786404185,0.9999253326495259,TAG,72606.72540283203,47468.60366821289,78484.82537841797,52609.923583984375,84303.58654785156,110263.92810058594,142786.2084350586,72682.244873046875,135312.88955688477,120994.78887939452,54686.4836730957,68806.52575683594,57767.16409301758,58693.24429321289,60449.68395996094,53045.52380371094,119330.7879333496,131180.21112060547,106874.7078552246,148539.23028564453,111022.08758544922,85270.26556396484,31679.86248779297
[TG(63:12)|TG(62:5)]_FA22:5,0.27822051091055444,11.372201073146062,0.8995199094804249,0.34291047367192756,0.9999253326495259,TAG,3357214,10380134.20361328,5840883.28515625,8220500.884765625,9204428.919433594,23953278.556152344,32235336.431152344,10323317.39453125,12402436.472167969,14731223.065917969,6832418.1083984375,8718040.465332031,9181460.8798828125,5458933.409179688,2632493.298828125,4770224.136230469,21708936.1015625,13590199.073242188,6315648.813964844,28251584.165039062,17012377.07763672,9157865.9658203125,1611737.7868652344
[TG(63:12)|TG(62:5)]_FA22:6,0.2787527171101737,8.220693847292516,0.902956555102719,0.3419901851886063,0.9999253326495259,TAG,428698.8514404297,1240099.3955688477,729218.6086425781,976330.9422607422,978193.9680786132,2556625.7204589844,3355807.822875977,1206317.3721923828,1437556.7888183594,1631978.732055664,810249.9822998047,1010062.674987793,1055024.0245361328,669286.9645385742,396099.9051513672,569012.9207763672,2379185.51159668,1538921.8188476562,702366.92919921875,2839887.6392211914,1903678.6029052732,1028624.4090576172,183103.4722290039
[TG(63:13)|TG(62:6)]_FA14:0,-0.3658327897725195,3.407574308497476,1.5533369753741226,0.21264348829175256,0.9999253326495259,TAG,30635.90243530273,39502.06237792969,37250.42306518555,30007.38240051269,38811.80290222168,33602.74258422852,38553.12237548828,33731.68281555176,34875.182556152344,33927.00274658203,45788.30296325684,55689.64486694336,21548.881546020508,41886.34292602539,44857.22352600098,62558.60577392578,57512.10385131836,42871.3432006836,64652.68409729004,83131.08480834961,56824.48394775391,32571.54208374023,16112.541137695312
[TG(63:13)|TG(62:6)]_FA16:1,-0.13629856287079928,3.135521053070243,0.2161091350727702,0.6420206899479685,0.9999253326495259,TAG,32397.02230834961,28698.382080078125,33510.74255371094,30895.522232055664,29574.882110595703,36302.50253295898,36082.56246948242,29236.16209411621,36802.00259399414,35974.24255371094,30996.382110595703,29384.022216796875,26496.60182189941,39448.78288269043,33421.24252319336,32588.48194885254,42489.08282470703,37308.04267883301,33240.84211730957,40732.26284790039,69544.665283203125,48738.16363525391,15689.821090698242
[TG(63:13)|TG(62:6)]_FA18:0,-0.016557438507051433,3.3041041210943636,0.0031903765998446687,0.9549567043130891,0.9999253326495259,TAG,31492.502380371097,32841.582275390625,30749.48200988769,28780.40202331543,39198.90264892578,48006.26345825195,46905.6037902832,32993.84219360352,48945.02297973633,49246.82360839844,34909.80279541016,31527.982330322266,30917.40209960937,32343.482330322266,29315.14208984375,34544.1423034668,46526.32299804688,53854.44375610352,40645.442810058594,50448.863708496094,69358.185302734375,48688.88333129883,23869.04151916504
[TG(63:13)|TG(62:6)]_FA18:1,0.06964506584713455,3.915638361745862,0.056443338165081514,0.8122083630956575,0.9999253326495259,TAG,51839.24320983887,52773.86381530762,59071.98400878906,45032.76315307617,57740.66384887695,82628.62567138672,78820.82548522949,47629.72351074219,72268.0845336914,77122.02578735352,46859.16354370117,56666.36413574219,50435.6635131836,50541.883850097656,40878.58320617676,49745.14349365234,81206.8659362793,84934.66563415527,60119.08380126953,68591.42492675781,84344.78607177734,63470.58435058594,34068.02249145508
[TG(63:13)|TG(62:6)]_FA18:2,0.11218277537665511,3.4539142103479863,0.14642131543462433,0.7019790081552598,0.9999253326495259,TAG,44762.5832824707,37195.16233825684,45831.86340332031,32968.14254760742,36556.96255493164,55924.38394165039,52533.923751831055,33313.902587890625,48111.56378173828,55335.723724365234,35396.4626159668,42157.12274169922,36038.86224365234,35383.82244873047,31053.662155151367,33191.70217895508,52304.50354003906,52316.0241394043,37966.06286621094,51509.38391113281,62245.90451049805,45357.423583984375,38719.80252075195
