lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M1-WT-cortex10x_01202023,DOD99-M2-WT-cortex10x_01202023,M5FAD173-WT-Cortex10x_01192023,DOD100-M1-WT-diencephalon10x_01202023,DOD99-M2-WT-diencephalon10x_01202023,M5FAD173-WT-Diencephalon10x_01192023,10xBlank_01202023
14:0 Cholesteryl ester,0.5332566531316452,7.5622609492576105,0.7501357633300358,0.38643325070376366,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CE,174361.71353149414,103502.50770568848,44501.422870635986,99233.18690490724,90300.9059906006,40449.28260803223,85346.74568939209
14:1 Cholesteryl ester,0.5112921485783676,7.559411243745312,0.6899258258263217,0.4061896112429178,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CE,167934.35008239746,103306.90727233888,43761.02275466919,93945.5266494751,94580.62687683104,39776.48303985596,91728.62675476074
15:0 Campesteryl ester_simulated | 16:0 Cholesteryl ester,0.10344744304062775,8.924552190204011,0.02838445670204237,0.8662081363551635,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CE,292253.8006591797,309868.7003173828,101925.20712280272,282307.53967285156,277162.119140625,107436.90838623048,268696.0985107422
15:0 Campesteryl ester_simulated | 16:0 Cholesteryl ester_2,0.0925145796045896,8.938696147171733,0.022702832269715145,0.8802324180842992,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CE,288007.4022216797,308109.24353027344,105516.18823242188,282309.6809082031,278571.67907714844,108698.96670532228,281328.5203857422
15:0 Cholesteryl ester,0.017194422252712654,8.78693310308255,7.843429775675759e-4,0.9776572668743451,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CE,253107.4787597656,264173.32067871094,101124.08694458008,257820.4782714844,246816.4970703125,116445.74822998048,248100.27880859375
15:1 Campesteryl ester_simulated | 16:1 Cholesteryl ester,0.04902601180918147,8.958250841044379,0.00637626567913685,0.9363553459192513,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CE,278878.5386352539,308956.20349121094,115424.5080871582,295206.8620605469,267262.1589355469,126887.06896972656,282264.8193359375
15:1 Campesteryl ester_simulated | 16:1 Cholesteryl ester_2,0.07622958008092966,8.953134302359075,0.015414543013321236,0.9011922994210668,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CE,286760.6004638672,295662.2412109375,118771.74865722656,280321.3400878906,274924.6597290039,121661.82904052734,287922.24072265625
15:1 Cholesteryl ester,0.09299584786799753,8.845235503442751,0.022939588816370815,0.8796142755277906,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CE,279110.23876953125,272599.61767578125,109607.08767700195,268707.93811035156,249741.7177734375,113070.3878173828,255572.7781982422
16:0 Campesteryl ester | 17:0 Cholesteryl ester,-0.0948806208568747,8.792771766606599,0.02387872740655439,0.877193882950098,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CE,181109.19328308103,438289.16777038574,77134.06510925293,336776.8264312744,328525.7266998291,76195.66496658325,121273.30940246582
16:0 Campesteryl ester | 17:0 Cholesteryl ester_2,-0.08418211421496469,8.818340145496864,0.018798038756358437,0.8909470574480429,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CE,187184.91275024417,443183.8342895508,79354.32606506348,347830.1068267822,326737.56340026855,75534.00523757935,125768.08905029295
16:2 Campesteryl ester,-0.13545318656059302,8.738271333957695,0.04865787560265744,0.8254153462243491,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CE,167781.59133911133,418315.46867370605,74919.82628250122,342955.9080352783,310051.0410308838,69768.96461868286,117353.56846618652
"16:2 Cholesteryl ester, zymosteryl palmitoleate",0.09711983388276217,8.929120261882598,0.02501888408733066,0.8743200150938986,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CE,292551.71875,297439.0616455078,110140.7073059082,280581.6188964844,265993.7189941406,119384.78771972656,274790.7999267578
16:3 Campesteryl ester,-0.09195812213108048,8.738661301440054,0.02243059781176271,0.8809472775851981,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CE,170507.59172058103,427672.8699798584,75315.50601577759,332875.0812988281,310477.7449951172,71218.46506500244,114802.70822143556
16:3 Cholesteryl ester,0.06829098412323321,8.860862563715937,0.012371429882477969,0.9114363973394323,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CE,270792.63830566406,275931.4796142578,110097.02749633788,259728.7784423828,258171.55993652344,119627.44903564452,268572.4782714844
16:3 Stigmasteryl ester,-0.07933301211664194,9.093949814236241,0.016695084188540932,0.8971919120803701,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CE,238233.19439697263,491452.9175415039,112134.6275253296,417130.1490478515,365903.52224731445,105826.8872909546,174687.61349487305
"17:0 Campesteryl ester_simulated | 18:0 Cholesteryl ester, 16:0 Sitosteryl ester",-0.027828748869308695,9.259882452463447,0.002054549680906348,0.9638465545430167,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CE,269417.33947753906,589933.1188049316,103941.22734069824,472836.29583740234,411432.90814208984,95725.1279220581,197711.39486694336
"17:0 Campesteryl ester_simulated | 18:0 Cholesteryl ester, 16:0 Sitosteryl ester_2",-0.05087153630429869,9.267200762066645,0.006865359260700643,0.933964876882199,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CE,275774.5595397949,578218.7215881348,105990.80756378174,467518.1094055176,432811.65029907227,94433.90701293944,197452.61389160156
"17:1 Campesteryl ester_simulated | 18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester",-0.028166790874762822,9.25462707039396,0.0021047657064627856,0.9634077078739512,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CE,272276.99826049805,578229.0800170898,104960.36757659912,449361.2501220703,421981.7488708496,102442.5464553833,201944.25617980957
"17:1 Campesteryl ester_simulated | 18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester_2",-0.027579979436428707,9.2770465623462,0.002017982456891332,0.964169513258544,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CE,282595.2204284668,584872.5077514648,106163.54775619508,468996.0119934082,424691.0045776367,98708.50708389282,199674.9553833008
17:1 Cholesteryl ester; 16:1 Campesteryl ester,-0.12736038937001612,8.790705921082246,0.04301918260171078,0.8356891567804807,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CE,172803.25178527832,436325.72637939453,77847.66497421265,345805.9059753418,328314.5411529541,73089.96499633789,122837.10720825195
17:1 Cholesteryl ester; 16:1 Campesteryl ester_2,-0.14602119369068683,8.735224784760158,0.0565432304283604,0.8120453673795216,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CE,165014.77180480957,415234.27352905273,75341.58574676514,334849.38470458984,315089.0400085449,72327.7248840332,119584.48794555664
"18:0 Campesteryl ester | 19:0 cholesteryl ester_simulated, 17:0 sitosteryl ester_simulated",0.0805022935349013,8.659606573864274,0.01719067276280839,0.8956857545451433,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CE,238098.99700927737,265711.5782318115,72586.16502380371,251351.8338623047,233254.1951904297,69918.46492004395,232670.8377380371
"18:0 Campesteryl ester | 19:0 cholesteryl ester_simulated, 17:0 sitosteryl ester_simulated_2",0.04014734663277469,8.679733505035383,0.004275948405847885,0.947862899583755,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CE,234472.71701049805,270909.55950927734,68150.66487884521,256823.51718139648,238287.11483764648,71601.82501220703,241449.8783721924
18:1 Campesteryl ester,0.04444177122475705,8.6289688555835955,0.005239599573542364,0.9422954593622578,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CE,233450.53912353516,261731.28118896484,63951.22497558594,251414.53872680664,228142.67880249023,71419.0849647522,225617.7167816162
"18:2 Cholesteryl ester, zymosteryl oleate, 16:1 Stigmasteryl ester, 16:2 Sitosteryl ester",-0.12138975391002345,9.34519288457481,0.03908158919875859,0.8432871132798311,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CE,289138.4790649414,585151.3779449463,102739.50680541992,503344.5899963379,456015.0985107422,103999.52606201172,224405.7758178711
18:3 Campesteryl ester,0.05073910026411948,8.508079253345745,0.006829597266914789,0.9341366993367864,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CE,213127.35446166992,242607.49642944336,66174.2045288086,230115.6553955078,210156.63537597656,71416.26483917236,197820.75631713867
"18:3 Cholesteryl ester, 16:2 Stigmasteryl ester, 16:3 Sitosteryl ester",-0.06867005505861447,9.39642482489618,0.012509216609032592,0.910946616362891,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CE,315847.1044616699,595870.3013763428,103495.5284690857,507221.6766357422,458659.0358581543,101501.9271697998,254542.46154785156
"19:0 Campesteryl ester_simulated | 20:0 Cholesteryl ester, 18:0 Sitosteryl ester",0.06582168189971545,9.383188262113784,0.011493075886392035,0.9146257425844522,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CE,419422.98986816406,415310.3869628906,146106.55047607422,410047.4875488281,395767.26806640625,149879.97039794922,328716.4434814453
"19:0 Campesteryl ester_simulated | 20:0 Cholesteryl ester, 18:0 Sitosteryl ester_2",0.10764097920071176,9.399830739396226,0.03073198569472879,0.8608396634554322,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CE,427756.94885253906,430666.9284667969,150386.73071289062,410446.4294433594,389397.66931152344,154023.69094848633,329537.4803466797
"2-Hydroxymyristoylcarnitine, 3-hydroxytetradecanoylcarnitine",0.05266609848674863,11.449311239024059,0.0073583006305852905,0.9316408781896303,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CAR,1218044.2957763672,1240025.518798828,1244585.4881591797,1111581.3986816406,1121579.8967285156,1366424.7204589844,1930786.4631347656
20:0 Campesteryl ester,0.21751609425329294,10.194335813669088,0.12540362185973208,0.7232461528987314,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CE,944354.227294922,799106.8182373047,242206.25750732425,792573.4987792969,704186.2043457031,251567.6792602539,317584.8635253906
20:1 Campesteryl ester,0.2024871540580734,10.1547225205707,0.10868683602893725,0.741644135559308,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CE,922340.90771484375,768436.0723876953,229859.89709472656,774650.533203125,688702.3489990234,246157.97802734375,310572.0031738281
"20:1 Cholesteryl ester, 18:0 Stigmasteryl ester, 18:1 Sitosteryl ester",0.07276782341891347,9.399267080342325,0.014046520489500836,0.905657219750117,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CE,420065.7504882813,422728.80859375,149125.32971191406,414108.26794433594,387061.1658935547,159229.2709350586,336350.2844238281
"20:2 Cholesteryl ester, 18:1 Stigmasteryl ester, 18:2 Sitosteryl ester",0.03921376888931057,9.403246776067043,0.004079433303559199,0.9490733884346007,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CE,420005.08837890625,413933.3474121094,152263.0704345703,419701.06994628906,395618.7508544922,162763.43139648438,332064.9237060547
20:3 Campesteryl ester,0.25099286611640786,10.133268632014703,0.16692203365528258,0.68286190752232,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CE,831691.5396728516,630418.0675048828,291385.0417480469,603714.2861328125,607590.48828125,299902.3406982422,532591.3153076172
"20:3 Cholesteryl ester, 18:2 Stigmasteryl ester, 18:3 Sitosteryl ester",0.07019393946373213,9.170117344211034,0.013070483713818248,0.9089792012118268,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CE,340624.28259277344,362469.4854736328,146808.49047851562,346226.2841796875,322671.5235595703,153372.83123779297,281844.6805419922
"20:4 Cholesteryl ester, 18:3 Stigmasteryl ester",0.08497451659416265,9.353025873206786,0.01915358738915529,0.8899270739107633,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CE,348037.0646057129,402231.26961517334,144343.5308227539,355207.22428894043,350653.64825439453,149925.87145996094,433173.92571258545
20:5 Cholesteryl ester,0.03546948321725476,10.382327674449995,0.0033376197679899633,0.9539301328652344,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CE,719790.7917480469,810821.262512207,246523.35818481445,768802.1929626465,717188.4313659668,274553.0383682251,911030.2897338868
22:0 Campesteryl ester,0.1544233230754424,9.161927281277835,0.06323455062101857,0.8014547658535911,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CE,526033.4529647827,384554.50311279297,71315.94483184814,472356.95237731934,330720.66106414795,102224.66787719728,105651.5481300354
"22:0 Cholesteryl ester, 20:0 Sitosteryl ester",0.33884332274603124,9.411372730879009,0.30390572535509364,0.5814441790560938,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CE,636603.4621429443,524705.1521759033,114199.28704071043,491573.2315979004,408879.0844268799,132412.4898223877,79871.64535522461
22:0 Sitosteryl ester,0.16679247383108387,9.366397359664894,0.07376449689036235,0.7859325201581318,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CE,561003.0242385864,421927.34729003906,79683.76554870605,486894.434677124,369547.3709869385,114893.82941436768,228572.99380493164
22:1 Campesteryl ester,0.18966402596242724,9.087792765974198,0.09536588432638382,0.757463268009406,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CE,479712.1131286621,395492.0505371094,70321.82493591309,438211.0646972656,309484.46377563477,99733.32707595824,102455.64757919312
"22:1 Cholesteryl ester, 20:0 Stigmasteryl ester, 20:1 Sitosteryl ester",0.31647170677448766,9.396594012435978,0.26517807915297453,0.6065848546562785,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CE,631755.8412628174,508749.61309814453,112743.7882270813,483708.2539367676,420318.2272872925,128342.92868804932,78654.8657836914
"22:1 Stigmasteryl ester, 22:2 Sitosteryl ester",0.1894978095742042,9.356494030206088,0.09519906201785489,0.7576688416372741,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CE,568701.699710846,423679.4720993042,84803.34576416016,491484.9942550659,370056.0489387512,108360.74819946288,206498.9136428833
22:2 Campesteryl ester,-0.05264712232248841,8.827401591210128,0.007352920532866847,0.9316658122853251,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CE,289210.3822784424,381027.0474014282,70477.46474456787,366085.0646057129,299380.28102111816,109228.78860855104,80835.36569976807
