,Parent_Ion_new,Product_Ion_new,Intensity_new,Transition_new,Class,Sample_ID_new,Sample Name_new,Cage,Position_new,Dilution Factor,Sex2,Sex_new,Genotype_new,Brain Region,method_type_new,Blank Subtraction_new,subclasses,chain_length,saturation,between_parenthese,FA_Chain,Start,End,Parent_Ion_old,Product_Ion_old,Intensity_old,Transition_old,Sample_ID_old,Sample Name_old,Position_old,nickname,Sex_old,Genotype_old,time point,method_type_old,Blank Subtraction_old,_tmpkey,Lipid
72972,818.7,677.7,85134.5859375,818.7 -> 677.7,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE(O-,PE(O-,7,(42:7),,818.7,677.7,818.7,677.7,159561.31115722656,818.7 -> 677.7,PE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PE,129771.8892288208,PE4093.03388.0,PE(42:7)|PE(41:0)|PE(O-42:0)
73152,820.6,679.6,78721.28479003906,820.6 -> 679.6,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE,PE,6,(42:6),,820.6,679.6,820.6,679.6,189835.0948486328,820.6 -> 679.6,PE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PE,158572.19235992432,PE4102.03397.0,PE(42:6)
73332,822.6,681.6,77901.98529052734,822.6 -> 681.6,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE,PE,5,(42:5),,822.6,681.6,822.6,681.6,150330.81060791016,822.6 -> 681.6,PE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PE,127532.68908691406,PE4112.03407.0,PE(42:5)
73512,824.6,683.6,78689.72497558594,824.6 -> 683.6,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE,PE,4,(42:4),,824.6,683.6,824.6,683.6,121770.84979248048,824.6 -> 683.6,PE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PE,95214.8677368164,PE4122.03417.0,PE(42:4)
73692,826.6,685.6,184532.83276367188,826.6 -> 685.6,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE,PE,3,(42:3),,826.6,685.6,826.6,685.6,172005.2709350586,826.6 -> 685.6,PE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PE,96871.44497680664,PE4132.03427.0,PE(42:3)
73872,828.6,687.6,86724.82629394531,828.6 -> 687.6,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE,PE,2,(42:2),,828.6,687.6,828.6,687.6,713767.7945556641,828.6 -> 687.6,PE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PE,678990.3120498657,PE4142.03437.0,PE(42:2)
73873,828.6,687.6,86724.82629394531,828.6 -> 687.6,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE,PE,2,(42:2),,828.6,687.6,828.6,687.6,688452.6942138672,828.6 -> 687.6,PE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PE,655282.251953125,PE4142.03437.0,PE(42:2)
74053,830.7,689.7,75531.74523925781,830.7 -> 689.7,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE,PE,1,(42:1),,830.7,689.7,830.7,689.7,324460.7225341797,830.7 -> 689.7,PE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PE,298886.4206542969,PE4153.03448.0,PE(42:1)
74233,832.7,691.7,85028.26586914062,832.7 -> 691.7,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE,PE,0,(42:0),,832.7,691.7,832.7,691.7,137838.3096923828,832.7 -> 691.7,PE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PE,114695.26820373537,PE4163.03458.0,PE(42:0)
74592,836.5,695.5,72037.38507080078,836.5 -> 695.5,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE,PE,12,(44:12),,836.5,695.5,836.5,695.5,131636.36975097656,836.5 -> 695.5,PE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PE,110633.82852172852,PE4182.03477.0,PE(44:12)
75309,844.7,703.7,66175.06433105469,844.7 -> 703.7,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE,PE,8,(44:8),,844.7,703.7,844.6,703.6,152915.45141601562,844.6 -> 703.6,PE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PE,130397.40982055664,PE4222.03517.0,PE(44:8)|PE(43:1)
75489,846.7,705.7,65267.344787597656,846.7 -> 705.7,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE,PE,7,(44:7),,846.7,705.7,846.6,705.6,146628.7931213379,846.6 -> 705.6,PE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PE,124636.95129394533,PE4232.03527.0,PE(44:7)|PE(43:0)
75669,848.6,707.6,66759.58447265625,848.6 -> 707.6,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE,PE,6,(44:6),,848.6,707.6,848.6,707.6,128911.369140625,848.6 -> 707.6,PE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PE,108474.5277709961,PE4242.03537.0,PE(44:6)
75849,850.6,709.6,66028.58465576172,850.6 -> 709.6,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE,PE,5,(44:5),,850.6,709.6,850.6,709.6,111658.32696533205,850.6 -> 709.6,PE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PE,90757.44542694092,PE4252.03547.0,PE(44:5)
76029,852.6,711.6,215110.1969718933,852.6 -> 711.6,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE,PE,4,(44:4),,852.6,711.6,852.6,711.6,119267.50756835938,852.6 -> 711.6,PE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PE,98113.90593719482,PE4262.03557.0,PE(44:4)
76209,854.7,713.7,116677.94835662842,854.7 -> 713.7,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE,PE,3,(44:3),,854.7,713.7,854.7,713.7,119061.16912841795,854.7 -> 713.7,PE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PE,99261.74788665771,PE4273.03568.0,PE(44:3)
76389,856.7,715.7,71119.14533233643,856.7 -> 715.7,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE,PE,2,(44:2),,856.7,715.7,856.7,715.7,104350.54620361328,856.7 -> 715.7,PE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PE,83551.24471282959,PE4283.03578.0,PE(44:2)
76569,858.7,717.7,64799.24423217773,858.7 -> 717.7,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE,PE,1,(44:1),,858.7,717.7,858.7,717.7,103317.88787841795,858.7 -> 717.7,PE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PE,82363.96626663208,PE4293.03588.0,PE(44:1)
76749,860.7,719.7,62494.96408843994,860.7 -> 719.7,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE,PE,0,(44:0),,860.7,719.7,860.7,719.7,104462.86849212646,860.7 -> 719.7,PE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PE,85014.18712615967,PE4303.03598.0,PE(44:0)
76929,886.7,745.7,61386.94413757324,886.7 -> 745.7,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE,PE,1,(46:1),,886.7,745.7,886.7,745.7,96393.62684631348,886.7 -> 745.7,PE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PE,77236.66567230225,PE4433.03728.0,PE(46:1)
77109,964.8,823.8,51432.543518066406,964.8 -> 823.8,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE,PE,4,(52:4),,964.8,823.8,964.8,823.8,74231.3256225586,964.8 -> 823.8,PE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PE,62089.24473571777,PE4823.04118.0,PE(52:4)
77111,460.0,271.0,62530.62432861328,460.0 -> 271.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,LPG,LPG,0,(12:0),,460.0,271.0,460.2,271.2,89299.76678466797,460.2 -> 271.2,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,47771.84387207031,PG2300.01355.0,PG(12:0)|LPG(13:0)
77112,460.0,271.0,62530.62432861328,460.0 -> 271.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,LPG,LPG,0,(12:0),,460.0,271.0,460.2,271.2,90220.5869140625,460.2 -> 271.2,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,44700.14324951172,PG2300.01355.0,PG(12:0)|LPG(13:0)
77288,472.0,283.0,275197.3999023437,472.0 -> 283.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,LPG,LPG,1,(14:1),,472.0,283.0,472.2,283.2,2008.8801345825195,472.2 -> 283.2,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,485.2000122070313,PG2360.01415.0,LPG(14:1)
77289,472.0,283.0,275197.3999023437,472.0 -> 283.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,LPG,LPG,1,(14:1),,472.0,283.0,472.2,283.2,2075.160144805908,472.2 -> 283.2,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,434.3800277709961,PG2360.01415.0,LPG(14:1)
77465,474.0,285.0,50009.243591308594,474.0 -> 285.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,LPG,LPG,0,(14:0),,474.0,285.0,474.2,285.2,1707.560115814209,474.2 -> 285.2,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,168.9000015258789,PG2370.01425.0,LPG(14:0)
77642,486.0,297.0,84058.54565429688,486.0 -> 297.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,LPG(P-,LPG(P-,1,(15:1),,486.0,297.0,486.2,297.2,2401.140167236328,486.2 -> 297.2,PG_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PG,847.2200546264648,PG2430.01485.0,LPG(15:1)|LPG(P-16:0)
101610,534.2,257.2,59885.80499267578,534.2 -> 257.2,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,0,(12:0),,534.2,257.2,534.2,257.2,1162096.356163025,534.2 -> 257.2,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,1143052.2746582031,PI2671.01285.0,LPI(12:0)
101611,534.2,257.2,59885.80499267578,534.2 -> 257.2,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,0,(12:0),,534.2,257.2,534.2,257.2,1096444.6298065186,534.2 -> 257.2,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,1077868.7485580444,PI2671.01285.0,LPI(12:0)
101612,534.2,257.2,59885.80499267578,534.2 -> 257.2,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,0,(12:0),,534.2,257.2,534.2,257.2,1118133.280960083,534.2 -> 257.2,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,1100859.339927673,PI2671.01285.0,LPI(12:0)
101792,548.2,271.2,79126.06549072266,548.2 -> 271.2,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,0,(13:0),,548.2,271.2,548.2,271.2,2359.68017578125,548.2 -> 271.2,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,466.56004333496094,PI2741.01355.0,LPI(13:0)
101972,560.2,283.2,294085.7199707031,560.2 -> 283.2,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,1,(14:1),,560.2,283.2,560.2,283.2,8187.780605316162,560.2 -> 283.2,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,6576.160491943359,PI2801.01415.0,LPI(14:1)
101973,560.2,283.2,294085.7199707031,560.2 -> 283.2,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,1,(14:1),,560.2,283.2,560.3,283.3,9086.820682525637,560.3 -> 283.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,7527.080570220947,PI2801.01416.0,LPI(14:1)
102153,562.3,285.3,65779.84466552734,562.3 -> 285.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,0,(14:0),,562.3,285.3,562.3,285.3,2640.8402214050293,562.3 -> 285.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,1057.1001091003418,PI2811.01426.0,LPI(14:0)
102154,562.3,285.3,65779.84466552734,562.3 -> 285.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,0,(14:0),,562.3,285.3,562.3,285.3,2292.880153656006,562.3 -> 285.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,788.4800415039062,PI2811.01426.0,LPI(14:0)
102334,574.3,297.3,117687.80865478516,574.3 -> 297.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI(P-,LPI(P-,1,(15:1),,574.3,297.3,574.3,297.3,395723.915145874,574.3 -> 297.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,342351.91204833984,PI2871.01486.0,LPI(15:1)|LPI(P-16:0)
102335,574.3,297.3,117687.80865478516,574.3 -> 297.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI(P-,LPI(P-,1,(15:1),,574.3,297.3,574.3,297.3,370739.3112869263,574.3 -> 297.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,324386.98809051514,PI2871.01486.0,LPI(15:1)|LPI(P-16:0)
102515,576.3,299.3,1790465.060546875,576.3 -> 299.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI(O-,LPI(O-,0,(15:0),,576.3,299.3,576.3,299.3,7111382.676269531,576.3 -> 299.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,6994312.128173828,PI2881.01496.0,LPI(15:0)|LPI(O-16:0)
102516,576.3,299.3,1790465.060546875,576.3 -> 299.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI(O-,LPI(O-,0,(15:0),,576.3,299.3,576.3,299.3,7063161.493652344,576.3 -> 299.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,6952543.206176758,PI2881.01496.0,LPI(15:0)|LPI(O-16:0)
102696,588.3,311.3,202337.8755493164,588.3 -> 311.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,1,(16:1),,588.3,311.3,588.3,311.3,484246.13928222656,588.3 -> 311.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,420953.3348083496,PI2941.01556.0,LPI(16:1)
102697,588.3,311.3,202337.8755493164,588.3 -> 311.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,1,(16:1),,588.3,311.3,588.3,311.3,497364.6745605469,588.3 -> 311.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,434069.1713104248,PI2941.01556.0,LPI(16:1)
102877,590.3,313.3,104220.28759765624,590.3 -> 313.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,0,(16:0),,590.3,313.3,590.3,313.3,278011.6543273926,590.3 -> 313.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,233417.85110473636,PI2951.01566.0,LPI(16:0)
102878,590.3,313.3,104220.28759765624,590.3 -> 313.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,0,(16:0),,590.3,313.3,590.3,313.3,287513.90060424805,590.3 -> 313.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,247606.4578857422,PI2951.01566.0,LPI(16:0)
103058,600.3,323.3,57386.64422607422,600.3 -> 323.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,2,(17:2),,600.3,323.3,600.3,323.3,196158.95329284668,600.3 -> 323.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,156922.17083740234,PI3001.01616.0,LPI(17:2)
103238,602.3,325.3,46228.92333984375,602.3 -> 325.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI(P-,LPI(P-,1,(17:1),,602.3,325.3,602.3,325.3,273551.3752746582,602.3 -> 325.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,246047.293548584,PI3011.01626.0,LPI(17:1)|LPI(P-18:0)
103239,602.3,325.3,46228.92333984375,602.3 -> 325.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI(P-,LPI(P-,1,(17:1),,602.3,325.3,602.3,325.3,280036.9346008301,602.3 -> 325.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,248252.09223937988,PI3011.01626.0,LPI(17:1)|LPI(P-18:0)
103240,602.3,325.3,46228.92333984375,602.3 -> 325.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI(P-,LPI(P-,1,(17:1),,602.3,325.3,602.3,325.3,254366.3399810791,602.3 -> 325.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,223733.87789916992,PI3011.01626.0,LPI(17:1)|LPI(P-18:0)
103420,604.3,327.3,776135.8801269531,604.3 -> 327.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI(O-,LPI(O-,0,(17:0),,604.3,327.3,604.3,327.3,3204191.0078125,604.3 -> 327.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,3117903.901000977,PI3021.01636.0,LPI(17:0)|LPI(O-18:0)
103421,604.3,327.3,776135.8801269531,604.3 -> 327.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI(O-,LPI(O-,0,(17:0),,604.3,327.3,604.4,327.4,3405529.038330078,604.4 -> 327.4,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,3331592.133239746,PI3021.01636.0,LPI(17:0)|LPI(O-18:0)
103601,610.3,333.3,38114.06280517578,610.3 -> 333.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,4,(18:4),,610.3,333.3,610.3,333.3,72086.96648406982,610.3 -> 333.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,47201.6647644043,PI3051.01666.0,LPI(18:4)
