,Lipid,Parent_Ion,Product_Ion,Sample_ID,Transition,OzESI_Intensity,Retention_Time,n-7,n-9,n-10,n-12,db_pos
5472,"[TG(55:11),TG(54:4)]_FA18:1",790.7,601.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,790.7 -> 601.5,31634.0,14.26,708.7,680.7,666.7,638.7,n-9
5473,"[TG(55:11),TG(54:4)]_FA18:1",790.7,601.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,790.7 -> 601.5,31634.0,14.26,708.7,680.7,666.7,638.7,n-9
5474,"[TG(55:11),TG(54:4)]_FA18:1",790.7,601.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,790.7 -> 601.5,31634.0,14.26,708.7,680.7,666.7,638.7,n-9
5475,"[TG(55:11),TG(54:4)]_FA18:1",790.7,601.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,790.7 -> 601.5,31634.0,14.26,708.7,680.7,666.7,638.7,n-9
5476,"[TG(55:11),TG(54:4)]_FA18:1",790.7,601.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,790.7 -> 601.5,31634.0,14.26,708.7,680.7,666.7,638.7,n-9
5477,"[TG(55:11),TG(54:4)]_FA18:1",790.7,601.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,790.7 -> 601.5,31634.0,14.26,708.7,680.7,666.7,638.7,n-9
5478,"[TG(55:11),TG(54:4)]_FA18:1",790.7,601.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,790.7 -> 601.5,31634.0,14.26,708.7,680.7,666.7,638.7,n-9
5479,"[TG(55:11),TG(54:4)]_FA16:1",790.7,601.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,790.7 -> 601.5,31634.0,14.26,708.7,680.7,666.7,638.7,n-9
5480,"[TG(55:11),TG(54:4)]_FA16:1",790.7,601.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,790.7 -> 601.5,31634.0,14.26,708.7,680.7,666.7,638.7,n-9
5481,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
5482,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
5483,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
5484,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
5485,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
5486,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
5487,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
5488,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
5489,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
5490,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
5491,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
5492,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
5493,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
5494,"[TG(56:10),TG(55:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-10
5495,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
5496,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
5497,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
5498,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
5499,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
5500,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
5501,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
5502,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
5503,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
5504,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
5505,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
5506,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
5507,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
5508,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
5509,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
5510,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
5511,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
5512,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
5513,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
5514,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
5515,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
5516,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
5517,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
5518,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
5519,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
5520,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
5521,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
5522,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
5523,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
5524,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
5525,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
5526,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
5527,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
5528,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
5529,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,69452.0,15.77,710.7,682.7,668.7,640.7,n-9
5530,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
5531,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
5532,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
5533,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
5534,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
5535,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
5536,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
5537,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
5538,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
5539,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
5540,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
5541,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
5542,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
5543,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
5544,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
5545,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
5546,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
5547,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
5548,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
5549,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
5550,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
5551,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
5552,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
5553,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
5554,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
5555,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
5556,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
5557,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
5558,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
5559,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
5560,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
5561,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
5562,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
5563,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
5564,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
5565,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
5566,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
5567,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
5568,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
5569,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
5570,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
5571,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
5572,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
5573,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
5574,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
5575,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
5576,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
5577,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11292023_FAD185_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,13079.0,17.25,712.7,684.7,670.7,642.7,n-9
5578,[TG(54:5)]_FA18:1,788.7,599.5,11292023_FAD185_M1_5xFAD_dienc_O3on_01,788.7 -> 599.5,12692.0,12.75,706.7,678.7,664.7,636.7,n-9
5579,[TG(54:5)]_FA18:1,788.7,599.5,11292023_FAD185_M1_5xFAD_dienc_O3on_01,788.7 -> 599.5,12692.0,12.75,706.7,678.7,664.7,636.7,n-9
5580,[TG(54:5)]_FA18:1,788.7,599.5,11292023_FAD185_M1_5xFAD_dienc_O3on_01,788.7 -> 599.5,12692.0,12.75,706.7,678.7,664.7,636.7,n-9
5581,[TG(52:5)]_FA16:1,788.7,599.5,11292023_FAD185_M1_5xFAD_dienc_O3on_01,788.7 -> 599.5,12692.0,12.75,706.7,678.7,664.7,636.7,n-7
5582,[TG(54:5)]_FA18:1,788.7,599.5,11292023_FAD185_M1_5xFAD_dienc_O3on_01,788.7 -> 599.5,12692.0,12.75,706.7,678.7,664.7,636.7,n-9
5583,[TG(54:5)]_FA18:1,788.7,599.5,11292023_FAD185_M1_5xFAD_dienc_O3on_01,788.7 -> 599.5,12692.0,12.75,706.7,678.7,664.7,636.7,n-9
5584,[TG(54:5)]_FA18:1,788.7,599.5,11292023_FAD185_M1_5xFAD_dienc_O3on_01,788.7 -> 599.5,12692.0,12.75,706.7,678.7,664.7,636.7,n-9
5585,[TG(54:5)]_FA18:1,788.7,599.5,11292023_FAD185_M1_5xFAD_dienc_O3on_01,788.7 -> 599.5,12692.0,12.75,706.7,678.7,664.7,636.7,n-9
5586,[TG(54:5)]_FA18:1,788.7,599.5,11292023_FAD185_M1_5xFAD_dienc_O3on_01,788.7 -> 599.5,12692.0,12.75,706.7,678.7,664.7,636.7,n-9
5587,[TG(54:5)]_FA18:1,788.7,599.5,11292023_FAD185_M1_5xFAD_dienc_O3on_01,788.7 -> 599.5,12692.0,12.75,706.7,678.7,664.7,636.7,n-9
5588,[TG(54:5)]_FA18:1,788.7,599.5,11292023_FAD185_M1_5xFAD_dienc_O3on_01,788.7 -> 599.5,12692.0,12.75,706.7,678.7,664.7,636.7,n-9
5589,[TG(52:5)]_FA16:1,788.7,599.5,11292023_FAD185_M1_5xFAD_dienc_O3on_01,788.7 -> 599.5,12692.0,12.75,706.7,678.7,664.7,636.7,n-7
5590,[TG(54:5)]_FA18:1,788.7,599.5,11292023_FAD185_M1_5xFAD_dienc_O3on_01,788.7 -> 599.5,12692.0,12.75,706.7,678.7,664.7,636.7,n-9
5591,[TG(52:5)]_FA16:1,788.7,599.5,11292023_FAD185_M1_5xFAD_dienc_O3on_01,788.7 -> 599.5,12692.0,12.75,706.7,678.7,664.7,636.7,n-7
5592,[TG(54:5)]_FA18:1,788.7,599.5,11292023_FAD185_M1_5xFAD_dienc_O3on_01,788.7 -> 599.5,12692.0,12.75,706.7,678.7,664.7,636.7,n-9
5593,[TG(54:5)]_FA18:1,788.7,599.5,11292023_FAD185_M1_5xFAD_dienc_O3on_01,788.7 -> 599.5,12692.0,12.75,706.7,678.7,664.7,636.7,n-9
5594,[TG(52:5)]_FA16:1,788.7,599.5,11292023_FAD185_M1_5xFAD_dienc_O3on_01,788.7 -> 599.5,12692.0,12.75,706.7,678.7,664.7,636.7,n-7
5595,[TG(52:5)]_FA16:1,788.7,599.5,11292023_FAD185_M1_5xFAD_dienc_O3on_01,788.7 -> 599.5,12692.0,12.75,706.7,678.7,664.7,636.7,n-7
5596,[TG(52:5)]_FA16:1,788.7,599.5,11292023_FAD185_M1_5xFAD_dienc_O3on_01,788.7 -> 599.5,12692.0,12.75,706.7,678.7,664.7,636.7,n-7
5597,[TG(54:5)]_FA18:1,788.7,599.5,11292023_FAD185_M1_5xFAD_dienc_O3on_01,788.7 -> 599.5,12692.0,12.75,706.7,678.7,664.7,636.7,n-9
5598,[TG(54:5)]_FA18:1,788.7,599.5,11292023_FAD185_M1_5xFAD_dienc_O3on_01,788.7 -> 599.5,12692.0,12.75,706.7,678.7,664.7,636.7,n-9
5599,[TG(52:5)]_FA16:1,788.7,599.5,11292023_FAD185_M1_5xFAD_dienc_O3on_01,788.7 -> 599.5,12692.0,12.75,706.7,678.7,664.7,636.7,n-7
5600,[TG(54:5)]_FA18:1,788.7,599.5,11292023_FAD185_M1_5xFAD_dienc_O3on_01,788.7 -> 599.5,12692.0,12.75,706.7,678.7,664.7,636.7,n-9
5601,[TG(52:5)]_FA16:1,788.7,599.5,11292023_FAD185_M1_5xFAD_dienc_O3on_01,788.7 -> 599.5,12692.0,12.75,706.7,678.7,664.7,636.7,n-7
5602,[TG(52:5)]_FA16:1,788.7,599.5,11292023_FAD185_M1_5xFAD_dienc_O3on_01,788.7 -> 599.5,12692.0,12.75,706.7,678.7,664.7,636.7,n-7
5603,[TG(52:5)]_FA16:1,788.7,599.5,11292023_FAD185_M1_5xFAD_dienc_O3on_01,788.7 -> 599.5,12692.0,12.75,706.7,678.7,664.7,636.7,n-7
5604,[TG(52:5)]_FA16:1,788.7,599.5,11292023_FAD185_M1_5xFAD_dienc_O3on_01,788.7 -> 599.5,12692.0,12.75,706.7,678.7,664.7,636.7,n-7
5605,[TG(52:5)]_FA16:1,788.7,599.5,11292023_FAD185_M1_5xFAD_dienc_O3on_01,788.7 -> 599.5,12692.0,12.75,706.7,678.7,664.7,636.7,n-7
5606,"[TG(55:11),TG(54:4)]_FA18:1",790.7,601.5,11292023_FAD185_M1_5xFAD_dienc_O3on_01,790.7 -> 601.5,21262.0,14.26,708.7,680.7,666.7,638.7,n-9
5607,"[TG(55:11),TG(54:4)]_FA18:1",790.7,601.5,11292023_FAD185_M1_5xFAD_dienc_O3on_01,790.7 -> 601.5,21262.0,14.26,708.7,680.7,666.7,638.7,n-9
5608,"[TG(55:11),TG(54:4)]_FA18:1",790.7,601.5,11292023_FAD185_M1_5xFAD_dienc_O3on_01,790.7 -> 601.5,21262.0,14.26,708.7,680.7,666.7,638.7,n-9
