,Lipid,Parent_Ion,Product_Ion,Retention_Time,OzESI_Intensity,Sample_ID,Transition,Group,Cluster_Label
70419,Unknown,870.8,599.5,2.0056333333333334,41.80000305175781,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,1,1
70420,Unknown,870.8,599.5,2.0500333333333334,41.82000350952149,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,1,1
70421,Unknown,870.8,599.5,2.09445,41.76000213623047,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,1,1
70422,Unknown,870.8,599.5,2.13885,41.58000183105469,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,1,1
70423,Unknown,870.8,599.5,2.18325,41.62000274658203,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,1,1
70424,Unknown,870.8,599.5,2.227666666666667,41.80000305175781,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,1,1
70425,Unknown,870.8,599.5,2.272066666666667,41.82000350952149,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,1,1
70426,Unknown,870.8,599.5,2.316483333333333,41.84000396728516,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,1,1
70427,Unknown,870.8,599.5,2.3608833333333337,41.7400016784668,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,1,1
70428,Unknown,870.8,599.5,2.4053,41.86000442504883,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,1,1
70429,Unknown,870.8,599.5,2.4497,41.86000442504883,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,1,1
70430,Unknown,870.8,599.5,2.4941,41.92000198364258,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,1,1
70431,Unknown,870.8,599.5,2.5385166666666668,41.86000442504883,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,1,1
70432,Unknown,870.8,599.5,2.5829166666666667,41.62000274658203,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,1,1
70433,Unknown,870.8,599.5,2.627333333333333,41.68000411987305,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,1,1
70434,Unknown,870.8,599.5,2.671733333333333,41.76000213623047,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,1,1
70435,Unknown,870.8,599.5,2.716133333333333,41.76000213623047,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,1,1
70436,Unknown,870.8,599.5,2.7605500000000003,41.70000457763672,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,1,1
70437,Unknown,870.8,599.5,2.8049500000000003,41.7400016784668,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,1,1
70438,Unknown,870.8,599.5,2.8493666666666666,41.62000274658203,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,1,1
70439,Unknown,870.8,599.5,2.8937666666666666,41.78000259399414,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,1,1
70440,Unknown,870.8,599.5,2.9381666666666666,41.4800033569336,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,1,1
70441,Unknown,870.8,599.5,2.9825833333333334,41.54000473022461,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,1,1
70442,Unknown,870.8,599.5,3.0269833333333334,41.70000457763672,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,2,1
70443,Unknown,870.8,599.5,3.0714,41.76000213623047,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,2,1
70444,Unknown,870.8,599.5,3.1158,41.7400016784668,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,2,1
70445,Unknown,870.8,599.5,3.1602,41.62000274658203,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,2,1
70446,Unknown,870.8,599.5,3.204616666666667,41.70000457763672,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,2,1
70447,Unknown,870.8,599.5,3.249016666666667,41.7400016784668,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,2,1
70448,Unknown,870.8,599.5,3.2934333333333337,41.94000244140625,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,2,1
70449,Unknown,870.8,599.5,3.3378333333333337,41.76000213623047,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,2,1
70450,Unknown,870.8,599.5,3.3822333333333336,41.660003662109375,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,2,1
70451,Unknown,870.8,599.5,3.42665,41.7400016784668,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,2,1
70452,Unknown,870.8,599.5,3.47105,41.7400016784668,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,2,1
70453,Unknown,870.8,599.5,3.5154666666666667,41.60000228881836,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,2,1
70454,Unknown,870.8,599.5,3.5598666666666667,41.720001220703125,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,2,1
70455,Unknown,870.8,599.5,3.6042666666666663,41.44000244140625,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,2,1
70456,Unknown,870.8,599.5,3.6486833333333335,41.54000473022461,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,2,1
70457,Unknown,870.8,599.5,3.6930833333333335,41.720001220703125,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,2,1
70458,Unknown,870.8,599.5,3.7375,41.44000244140625,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,2,1
70459,Unknown,870.8,599.5,3.7819,41.720001220703125,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,2,1
70460,Unknown,870.8,599.5,3.8263,41.660003662109375,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,2,1
70461,Unknown,870.8,599.5,3.870716666666667,41.70000457763672,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,2,1
70462,Unknown,870.8,599.5,3.915116666666667,41.68000411987305,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,2,1
70463,Unknown,870.8,599.5,3.959533333333333,41.660003662109375,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,2,1
70464,Unknown,870.8,599.5,4.003933333333333,41.84000396728516,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,2,1
70465,Unknown,870.8,599.5,4.048333333333334,41.7400016784668,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,2,1
70466,Unknown,870.8,599.5,4.0927500000000006,41.80000305175781,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,2,1
70467,Unknown,870.8,599.5,4.13715,41.86000442504883,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,2,1
70468,Unknown,870.8,599.5,4.181566666666667,41.78000259399414,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,2,1
70469,Unknown,870.8,599.5,4.225966666666666,41.560001373291016,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,2,1
70470,Unknown,870.8,599.5,4.270366666666667,41.70000457763672,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,2,1
70471,Unknown,870.8,599.5,4.314783333333334,41.78000259399414,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,2,1
70472,Unknown,870.8,599.5,4.359183333333333,41.78000259399414,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,2,1
70473,Unknown,870.8,599.5,4.4036,41.60000228881836,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,2,1
70474,Unknown,870.8,599.5,4.448,41.78000259399414,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,2,1
70475,Unknown,870.8,599.5,4.4924,41.78000259399414,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,2,1
70476,Unknown,870.8,599.5,4.536816666666667,41.6400032043457,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,3,1
70477,Unknown,870.8,599.5,4.581216666666667,41.7400016784668,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,3,1
70478,Unknown,870.8,599.5,4.625633333333334,41.76000213623047,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,3,1
70479,Unknown,870.8,599.5,4.6700333333333335,41.900001525878906,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,3,1
70480,Unknown,870.8,599.5,4.714433333333334,41.720001220703125,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,3,1
70481,Unknown,870.8,599.5,4.75885,41.78000259399414,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,3,1
70482,Unknown,870.8,599.5,4.80325,41.78000259399414,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,3,1
70483,Unknown,870.8,599.5,4.847666666666667,41.84000396728516,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,3,1
70484,Unknown,870.8,599.5,4.892066666666667,41.720001220703125,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,3,1
70485,Unknown,870.8,599.5,4.936483333333333,41.6400032043457,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,3,1
70486,Unknown,870.8,599.5,4.980883333333334,41.80000305175781,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,3,1
70487,Unknown,870.8,599.5,5.025283333333333,41.82000350952149,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,3,1
70488,Unknown,870.8,599.5,5.0697,41.880001068115234,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,3,1
70489,Unknown,870.8,599.5,5.1141000000000005,41.76000213623047,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,3,1
70490,Unknown,870.8,599.5,5.158516666666667,41.62000274658203,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,3,1
70491,Unknown,870.8,599.5,5.202916666666667,41.900001525878906,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,3,1
70492,Unknown,870.8,599.5,5.247333333333334,41.82000350952149,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,3,1
70493,Unknown,870.8,599.5,5.291733333333333,41.76000213623047,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,3,1
70494,Unknown,870.8,599.5,5.336133333333334,41.86000442504883,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,3,1
70495,Unknown,870.8,599.5,5.38055,41.76000213623047,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,3,1
70496,Unknown,870.8,599.5,5.42495,41.80000305175781,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,3,1
70497,Unknown,870.8,599.5,5.469366666666667,41.7400016784668,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,3,1
70498,Unknown,870.8,599.5,5.513766666666667,41.82000350952149,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,3,1
70499,Unknown,870.8,599.5,5.558183333333334,41.720001220703125,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,3,1
70500,Unknown,870.8,599.5,5.6025833333333335,41.6400032043457,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,3,1
70501,Unknown,870.8,599.5,5.646983333333334,41.880001068115234,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,3,1
70502,Unknown,870.8,599.5,5.691400000000001,41.68000411987305,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,3,1
70503,Unknown,870.8,599.5,5.7358,41.96000289916992,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,3,1
70504,Unknown,870.8,599.5,5.780216666666667,41.70000457763672,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,3,1
70505,Unknown,870.8,599.5,5.8246166666666666,41.60000228881836,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,3,1
70506,Unknown,870.8,599.5,5.869016666666667,41.76000213623047,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,3,1
70507,Unknown,870.8,599.5,5.913433333333334,41.78000259399414,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,3,1
70508,Unknown,870.8,599.5,5.957833333333333,41.720001220703125,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,3,1
70509,Unknown,870.8,599.5,6.00225,41.70000457763672,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,4,1
70510,Unknown,870.8,599.5,6.0466500000000005,41.78000259399414,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,4,1
70511,Unknown,870.8,599.5,6.09105,41.7400016784668,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,4,1
70512,Unknown,870.8,599.5,6.135466666666667,41.94000244140625,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,4,1
70513,Unknown,870.8,599.5,6.179866666666667,41.86000442504883,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,4,1
70514,Unknown,870.8,599.5,6.224283333333334,41.900001525878906,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,4,1
70515,Unknown,870.8,599.5,6.268683333333334,41.900001525878906,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,4,1
70516,Unknown,870.8,599.5,6.313083333333334,41.720001220703125,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,4,1
70517,Unknown,870.8,599.5,6.3575,41.84000396728516,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,4,1
70518,Unknown,870.8,599.5,6.4019,41.86000442504883,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,4,1
70519,Unknown,870.8,599.5,6.446316666666667,41.86000442504883,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,4,1
70520,Unknown,870.8,599.5,6.490716666666667,41.76000213623047,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,4,1
70521,Unknown,870.8,599.5,6.535116666666667,41.76000213623047,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,4,1
70522,Unknown,870.8,599.5,6.579533333333334,41.880001068115234,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,4,1
70523,Unknown,870.8,599.5,6.6239333333333335,41.86000442504883,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,4,1
70524,Unknown,870.8,599.5,6.66835,41.80000305175781,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,4,1
70525,Unknown,870.8,599.5,6.712750000000001,41.78000259399414,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,4,1
70526,Unknown,870.8,599.5,6.75715,41.86000442504883,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,4,1
70527,Unknown,870.8,599.5,6.801566666666667,41.80000305175781,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,4,1
70528,Unknown,870.8,599.5,6.845966666666667,41.84000396728516,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,4,1
70529,Unknown,870.8,599.5,6.890383333333333,41.86000442504883,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,4,1
70530,Unknown,870.8,599.5,6.934783333333334,42.08000183105469,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,4,1
70531,Unknown,870.8,599.5,6.979183333333333,42.00000381469727,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,4,1
70532,Unknown,870.8,599.5,7.0236,41.900001525878906,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,4,1
70533,Unknown,870.8,599.5,7.0680000000000005,41.84000396728516,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,4,1
70534,Unknown,870.8,599.5,7.112416666666667,41.78000259399414,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,4,1
70535,Unknown,870.8,599.5,7.156816666666667,41.82000350952149,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,4,1
70536,Unknown,870.8,599.5,7.201216666666667,41.84000396728516,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,4,1
70537,Unknown,870.8,599.5,7.245633333333334,41.720001220703125,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,4,1
70538,Unknown,870.8,599.5,7.290033333333334,41.880001068115234,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,4,1
70539,Unknown,870.8,599.5,7.33445,41.9800033569336,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,4,1
70540,Unknown,870.8,599.5,7.378850000000001,41.7400016784668,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,4,1
70541,Unknown,870.8,599.5,7.42325,41.86000442504883,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,4,1
70542,Unknown,870.8,599.5,7.467666666666667,41.76000213623047,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,4,1
70543,Unknown,870.8,599.5,7.512066666666667,41.82000350952149,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,5,1
70544,Unknown,870.8,599.5,7.556483333333333,41.92000198364258,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,5,1
70545,Unknown,870.8,599.5,7.600883333333334,41.84000396728516,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,5,1
70546,Unknown,870.8,599.5,7.645300000000001,41.92000198364258,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,5,1
70547,Unknown,870.8,599.5,7.6897,41.80000305175781,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,5,1
70548,Unknown,870.8,599.5,7.734100000000001,90.02000427246094,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,5,1
70549,Unknown,870.8,599.5,7.778516666666667,42.00000381469727,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,5,1
70550,Unknown,870.8,599.5,7.822916666666667,41.92000198364258,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,5,1
70551,Unknown,870.8,599.5,7.867333333333334,41.96000289916992,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,5,1
70552,Unknown,870.8,599.5,7.911733333333333,41.720001220703125,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,5,1
70553,Unknown,870.8,599.5,7.956133333333334,41.78000259399414,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,5,1
70554,Unknown,870.8,599.5,8.00055,41.6400032043457,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,5,1
70555,Unknown,870.8,599.5,8.04495,41.96000289916992,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,5,1
70556,Unknown,870.8,599.5,8.089366666666667,41.900001525878906,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,5,1
70557,Unknown,870.8,599.5,8.133766666666666,41.720001220703125,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,5,1
70558,Unknown,870.8,599.5,8.178183333333333,41.9800033569336,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,5,1
70559,Unknown,870.8,599.5,8.222583333333334,41.6400032043457,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,5,1
70560,Unknown,870.8,599.5,8.267000000000001,41.86000442504883,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,5,1
70561,Unknown,870.8,599.5,8.3114,42.00000381469727,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,5,2
70562,Unknown,870.8,599.5,8.3558,41.92000198364258,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,5,2
70563,Unknown,870.8,599.5,8.400216666666667,41.80000305175781,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,5,2
70564,Unknown,870.8,599.5,8.444616666666667,41.92000198364258,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,5,2
70565,Unknown,870.8,599.5,8.489033333333333,41.82000350952149,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,5,2
70566,Unknown,870.8,599.5,8.533433333333333,41.78000259399414,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,5,2
70567,Unknown,870.8,599.5,8.577833333333334,41.96000289916992,11282023_DOD94_F3_WT_cereb_O3off_01,870.8 -> 599.5,5,2
