IDs,Names,Lipid,Transition,Class
"LMFA07070082, LMFA07070029","Nonanoylcarnitine, 2,6 dimethylheptanoyl carnitine",CAR(9:0),302.2 -> 85.1,CAR
Not Found,Not Found,CAR(10:3)_QUAL,310.2 -> 60.1,CAR
LMFA07070016,"(2E,5Z,7E)-decatrienoylcarnitine",CAR(10:3),310.2 -> 85.1,CAR
Not Found,Not Found,CAR(10:2)_QUAL,312.2 -> 60.1,CAR
LMFA07070015,"(2E,4Z)-decadienoylcarnitine",CAR(10:2),312.2 -> 85.1,CAR
Not Found,Not Found,CAR(10:1)_QUAL,314.2 -> 60.1,CAR
"LMFA07070056, LMFA07070017, LMFA07070048","CIS-4-DECENOYL CARNITINE, (4Z)-decenoylcarnitine, 9-Decenoylcarnitine",CAR(10:1),314.2 -> 85.1,CAR
Not Found,Not Found,CAR(10:0)_QUAL,316.2 -> 60.1,CAR
"LMFA07070006, LMFA07070059","O-decanoyl-R-carnitine, Decanoylcarnitine",CAR(10:0),316.2 -> 85.1,CAR
Not Found,Not Found,CAR(11:0)_QUAL,330.3 -> 60.1,CAR
"LMFA07070110, LMFA07070046","Undecanoylcarnitine, 4,8 dimethylnonanoyl carnitine",CAR(11:0),330.3 -> 85.1,CAR
Not Found,Not Found,CAR(12:0)_QUAL,344.3 -> 60.1,CAR
"LMFA07070090, LMFA07070062","O-dodecanoylcarnitine, Dodecanoylcarnitine",CAR(12:0),344.3 -> 85.1,CAR
Not Found,Not Found,CAR(14:2)_QUAL,368.3 -> 60.1,CAR
Not Found,Not Found,CAR(14:1)_QUAL,370.3 -> 60.1,CAR
Not Found,Not Found,CAR(14:0)_QUAL,372.3 -> 60.1,CAR
Not Found,Not Found,CAR(16:2)_QUAL,396.3 -> 60.1,CAR
Not Found,Not Found,CAR(16:1)_QUAL,398.3 -> 60.1,CAR
Not Found,Not Found,CAR(16:0)_QUAL,400.3 -> 60.1,CAR
Not Found,Not Found,CAR(17:0)_QUAL,414.4 -> 60.1,CAR
LMFA07070067,Heptadecanoyl carnitine,CAR(17:0),414.4 -> 85.1,CAR
Not Found,Not Found,CAR(18:4)_QUAL,420.3 -> 60.1,CAR
Not Found,Not Found,CAR(18:3)_QUAL,422.3 -> 60.1,CAR
LMFA07070112,Gamma-linolenyl carnitine,CAR(18:3),422.3 -> 85.1,CAR
Not Found,Not Found,CAR(18:2)_QUAL,424.3 -> 60.1,CAR
Not Found,Not Found,CAR(18:1)_QUAL,426.4 -> 60.1,CAR
Not Found,Not Found,CAR(18:0)_QUAL,428.4 -> 60.1,CAR
Not Found,Not Found,CAR(20:4)_QUAL,448.3 -> 60.1,CAR
Not Found,Not Found,CAR(20:2)_QUAL,452.4 -> 60.1,CAR
Not Found,Not Found,CAR(20:1)_QUAL,454.4 -> 60.1,CAR
Not Found,Not Found,CAR(20:0)_QUAL,456.4 -> 60.1,CAR
Not Found,Not Found,CAR(22:6)_QUAL,472.4 -> 60.1,CAR
LMFA07070055,Cervonyl carnitine,CAR(22:6),472.4 -> 85.1,CAR
Not Found,Not Found,CAR(22:5)_QUAL,474.4 -> 60.1,CAR
Not Found,Not Found,CAR(22:4)_QUAL,476.4 -> 60.1,CAR
Not Found,Not Found,CAR(22:2)_QUAL,480.4 -> 60.1,CAR
Not Found,Not Found,CAR(22:0)_QUAL,484.4 -> 60.1,CAR
Not Found,Not Found,CAR(26:0)_QUAL,540.5 -> 60.1,CAR
LMST01020026,17:0 Cholesterol ester,CE(17:0),656.6 -> 369.2,CE
LMST01020002,19:0 Cholesterol ester,CE(19:0),684.7 -> 369.2,CE
LMST01020017,22:2 Cholesterol ester,CE(22:2),722.7 -> 369.2,CE
LMST01020113,Palmitoleoyloxy-triacontenoic acid cholesterol ester,CE(46:3;O2),1089.0 -> 369.2,CE
LMST01020110,Oleoyloxy-triacontenoic acid cholesterol ester,CE(48:3;O2),1117.1 -> 369.2,CE
"LMST01020109, LMST01020112","Oleoyloxy-dotriacontenoic acid cholesterol ester, Palmitoleoyloxy-tetratriacontenoic acid cholesterol ester",CE(50:3;O2),1145.1 -> 369.2,CE
LMST01020111,Oleoyloxy-tetratriacontenoic acid cholesterol ester,CE(52:3;O2),1173.1 -> 369.2,CE
LMFA01010002,Acetic acid,FA(2:0),59.0 -> 59.0,FA
LMFA01030193,Acrylic acid,FA(3:1),71.0 -> 71.0,FA
LMFA01010003,Propionic acid,FA(3:0),73.0 -> 73.0,FA
"LMFA01030004, LMFA01030925, LMFA01030195, LMFA01030194, LMFA07040004","Vinyl acetic acid, but-2-enoic acid, Crotonic acid, Isocrotonic acid, Dihydrofuran-2(3H)-one",FA(4:1),85.0 -> 85.0,FA
"LMFA01020071, LMFA01010004","Isobutyric acid, Butyric acid",FA(4:0),87.0 -> 87.0,FA
"LMFA01031018, LMFA01030099","penta-2,4-dienoic acid, beta-vinyl acrylic acid",FA(5:2),97.0 -> 97.0,FA
"LMFA01020110, LMFA01020029, LMFA01031005, LMFA01030007, LMFA01030006, LMFA01020111, LMFA01020097, LMFA01031004, LMFA07040008, LMFA01030005, LMFA01020030","Isopropenylacetic acid, Angelic acid, cis-pent-3-enoic acid, Allyl acetic acid, beta-penteic acid, 2-ethyl acrylic acid, beta,beta-dimethyl acrylic acid, cis-pent-2-enoic acid, gamma-valerolactone, beta-ethyl acrylic acid, Tiglic acid",FA(5:1),99.0 -> 99.0,FA
"LMFA01020073, LMFA01020072, LMFA01010005, LMFA01020181","Pivalic acid, alpha-methyl butyric Acid, Valeric acid, Isovaleric acid",FA(5:0),101.1 -> 101.1,FA
"LMFA01030500, LMFA01030944, LMFA01030100, LMFA01030451, LMFA01140022, LMFA01030498, LMFA01030499, LMFA01031012","5-hexynoic acid, (2Z,4Z)-hexa-2,4-dienoic acid, Sorbic acid, 3,5-hexadienoic acid, Aleprolic acid, 3-hexynoic acid, 4-hexynoic acid, hexa-2,4-dienoic acid",FA(6:2),111.0 -> 111.0,FA
"LMFA01020115, LMFA01020116, LMFA01020112, LMFA01030011, LMFA01030791, LMFA01020099, LMFA01030971, LMFA01030009, LMFA01020113, LMFA01030972, LMFA01030985, LMFA07040010, LMFA01020098, LMFA01030008, LMFA01020031, LMFA01020114, LMFA01030010, LMFA01030779","3-Methyl-3Z-Pentenoic Acid, trimethyl acrylic acid, 3-isopropyl acrylic acid, delta-hexenoic acid, 2Z-Hexenoic acid, 2,2-dimethyl-3-butenoic acid, 2-Methyl-2-pentenoic acid, Hydrosorbic acid, 3-methyl-4-pentenoic acid, 2-Methyl-4-pentenoic acid, 4-Methyl-2-pentenoic acid, gamma-caprolactone, 4-methyl-4-pentenoic acid, Isohydrosorbic acid, Pyroterebic acid, 3-methyl-2Z-pentenoic acid, gamma-hexenoic acid, cis-hex-3-enoic acid",FA(6:1),113.1 -> 113.1,FA
"LMFA01010006, LMFA01020079, LMFA01020075, LMFA01020074, LMFA01020076, LMFA01020077, LMFA01020078","Caproic acid, 3,3-dimethyl-butanoic acid, 3-methyl valeric acid, 2-methyl valeric acid, Isocaproic acid, diethyl acetic acid, dimethyl ethyl acetic acid",FA(6:0),115.1 -> 115.1,FA
"LMFA01030781, LMFA01030782","trans,trans-hepta-2,4,6-trienoic acid, cis,trans-hepta-2,4,6-trienoic acid",FA(7:3),123.0 -> 123.0,FA
"LMFA01030792, LMFA01030490, LMFA01030489, LMFA07040190, LMFA07040189, LMFA01030488","4-Methyl-3Z,5-hexadienoic acid, 6-heptynoic acid, 4-heptynoic acid, R-Lavender lactone, S-Lavender lactone, 3-heptynoic acid",FA(7:2),125.1 -> 125.1,FA
"LMFA01030015, LMFA07040012, LMFA01030793, LMFA01020101, LMFA01020119, LMFA01030013, LMFA01020118, LMFA01020120, LMFA01020121, LMFA01030012, LMFA01020123, LMFA01030016, LMFA01030014, LMFA07040011, LMFA01020122, LMFA01030452, LMFA01020117, LMFA01030794, LMFA01020100, LMFA01030964","delta-heptenoic acid, 4-heptanolide, 3-Methyl-2E-hexenoic acid, 2-methyl-2E-hexenoic acid, 4,4-dimethyl-2E-pentenoic acid, beta-heptenoic acid, 2-butyl acrylic acid, 4,4-dimethyl-2Z-pentenoic acid, 2,2-dimethyl-4-pentenoic acid, alpha-heptenoic acid, 3-isopropyl-3-butenoic acid, epsilon-heptenoic acid, gamma-heptenoic acid, cis-2-Methyl-5-hexanolide, 2-isopropyl trans-crotonic acid, 4Z-heptenoic acid, 5-methyl-5-hexenoic acid, 3-Methyl-2Z-hexenoic acid, 2-methyl-2Z-hexenoic acid, 2,4-Dimethyl-2-pentenoic acid",FA(7:1),127.1 -> 127.1,FA
"LMFA01010007, LMFA01020085, LMFA01020081, LMFA01020146, LMFA01020144, LMFA01020080, LMFA01020086, LMFA01020145, LMFA01020083, LMFA01020082, LMFA01020084","Heptylic acid, alpha,alpha-dimethyl valeric acid, 3-methyl-hexanoic acid, 2-ethyl-2-methyl-butanoic acid, 4,4-dimethyl valeric acid, 2-methyl-hexanoic acid, beta,beta-dimethyl valeric acid, 3,4-dimethyl valeric acid, 5-methyl-hexanoic acid, 4-methyl-hexanoic acid, alpha-ethyl valeric acid",FA(7:0),129.1 -> 129.1,FA
LMFA01030961,"2,4,6-Octatriynoic acid",FA(8:6),131.0 -> 131.0,FA
"LMFA01030743, LMFA01030744","6E-Octene-2,4-diynoic acid, 6Z-Octene-2,4-diynoic acid",FA(8:5),133.0 -> 133.0,FA
"LMFA01030795, LMFA01030578, LMFA01030442, LMFA01030577, LMFA01030441, LMFA01140031","2E,7-Octadienoic acid, 7-octynoic acid, 5,7-octadienoic acid, 2-octynoic acid, 4Z,7-octadienoic acid, Alepramic acid",FA(8:2),139.1 -> 139.1,FA
"LMFA01030945, LMFA01020102, LMFA01020392, LMFA01030020, LMFA07040017, LMFA01030946, LMFA01030951, LMFA01030800, LMFA01030982, LMFA01030022, LMFA01020124, LMFA01030019, LMFA01030796, LMFA01020125, LMFA01030024, LMFA01030968, LMFA07040016, LMFA01030017, LMFA01030798, LMFA01030023, LMFA01030018, LMFA01030576, LMFA01030797, LMFA01030021, LMFA01020126, LMFA01030799, LMFA07040009, LMFA01030025","(3E)-2-Propylpent-3-enoic acid, 2-methyl-2E-heptenoic acid, 3-Methyl-2E-heptenoic acid, trans-beta-octenoic acid, delta-octanolide, (3Z)-2-Propylpent-3-enoic acid, (E)-4-Octenoic acid, 3-Methyleneheptanoic acid, 4-ene-Valproic acid, cis-delta-octenoic acid, 6-methyl-5-heptenoic acid, cis-beta-octenoic acid, 2,4-Dimethyl-2-hexenoic acid, 2-ethyl-3E-hexenoic acid, cis-epsilon-octenoic acid, 2-ene-Valproic acid, gamma-octanolide, cis-alpha-octenoic acid, 3-Methyl-2Z-heptenoic acid, trans-delta-octenoic acid, trans-alpha-octenoic acid, 7-octenoic acid, 3-Methyl-3E-heptenoic acid, cis-gamma-octenoic acid, 3-tert-butyl-3-butenoic acid, 3-Methyl-3Z-heptenoic acid, 2S,4R-Dimethyl-5S-hexanolide, trans-epsilon-octenoic acid",FA(8:1),141.1 -> 141.1,FA
"LMFA01010008, LMFA01020148, LMFA01020147, LMFA01020087, LMFA01020151, LMFA01020283, LMFA01020391, LMFA01020242, LMFA01020291, LMFA01020149, LMFA01020150","Caprylic acid, 5-methyl-heptanoic acid, 3-methyl-heptanoic acid, alpha-ethyl caproic acid, 2-ethyl-2-methyl valeric ccid, 3R-Methylheptanoic acid, 2-Methylheptanoic acid, Isocaprylic acid, Valproic acid, 4-ethyl-hexanoic acid, 2,2-dimethyl-hexanoic acid",FA(8:0),143.1 -> 143.1,FA
"LMFA07040020, LMFA01030504, LMFA01020398, LMFA01030505, LMFA07040018, LMFA01030449, LMFA01030507, LMFA01030509, LMFA01030447, LMFA01030448, LMFA01030508, LMFA01030506, LMFA01030450","2-nonen-4-olide, 2-nonynoic acid, Dendryphiellic acid A, 4-nonynoic acid, (2-Hydroxymethyl-cyclohexyl)-acetic acid lactone, 2Z,4E-nonadienoic acid, 6-nonynoic acid, 8-nonynoic acid, 2,6-nonadienoic acid, 2E,6Z-nonadienoic acid, 7-nonynoic acid, 5-nonynoic acid, 5,7-nonadienoic acid",FA(9:2),153.1 -> 153.1,FA
"LMFA01030026, LMFA01030446, LMFA01030028, LMFA01030027, LMFA01030444, LMFA01030801, LMFA01020127, LMFA01030445, LMFA07040021, LMFA01030443, LMFA01030802, LMFA01020103","alpha-nonylenic acid, 6E-nonenoic acid, 8-nonylenic acid, beta-nonylenic acid, 3Z-nonenoic acid, 2,6-Dimethyl-5-heptenoic acid, 2-amyl 3-butenoic acid, 4E-nonenoic acid, gamma-nonanolide, 2E-nonenoic acid, 6Z-Nonenoic acid, 6-methyl-5-octenoic acid",FA(9:1),155.1 -> 155.1,FA
"LMFA01020345, LMFA01020002, LMFA01020152, LMFA01020153, LMFA01010009, LMFA01020003, LMFA01020245, LMFA01020244, LMFA01020270, LMFA01020088, LMFA01020243, LMFA01031042","7:0(6Me,6Me), Anteisononanoic acid, 2-isopropyl-hexanoic acid, 3,5,5-trimethyl-hexanoic acid, Pelargonic acid, Isononanoic acid, 5-methyl-octanoic acid, 4-methyl-octanoic acid, 6S-methyl-octanoic acid, 2-methyl-octanoic acid, 3-methyl-octanoic acid, Dehydromatricaric acid ",FA(9:0) | FA(10:7),157.0 -> 157.0,FA
"LMFA01020002, LMFA01020152, LMFA01020153, LMFA01010009, LMFA01020003, LMFA01020245, LMFA01020244, LMFA01020270, LMFA01020088, LMFA01020243, LMFA01020345, LMFA01031042","Anteisononanoic acid, 2-isopropyl-hexanoic acid, 3,5,5-trimethyl-hexanoic acid, Pelargonic acid, Isononanoic acid, 5-methyl-octanoic acid, 4-methyl-octanoic acid, 6S-methyl-octanoic acid, 2-methyl-octanoic acid, 3-methyl-octanoic acid, 7:0(6Me,6Me), Dehydromatricaric acid ",FA(9:0) | FA(10:7),157.1 -> 157.1,FA
"LMFA01031156, LMFA01031101, LMFA01030751, LMFA01031046","methyl 2Z,8Z-nonadien-4,6-diynoate, Z,Z-Matricaric acid, Matricaric acid, Z,E-Matricaric acid",FA(10:6),159.0 -> 159.0,FA
"LMFA01031040, LMFA01030783","cis-Lachnophyllic acid, 8Z-Dihydromatricaria acid",FA(10:5),161.1 -> 161.1,FA
LMFA01030456,"2,4-decadiynoic acid",FA(10:4),163.1 -> 163.1,FA
"LMFA01030216, LMFA01030962, LMFA01031053, LMFA01030215, LMFA01031054, LMFA01031057, LMFA01031058","2E,6Z,8E-decatrienoic acid, 2,4,7-Decatrienoic acid, 2Z,4E,6Z-Decatrienoic acid, 2E,6E,8E-decatrienoic acid, 2E,4E,6Z-Decatrienoic acid, 3Z,5E,7E-Decatrienoic acid, 3E,5Z,7E-Decatrienoic acid",FA(10:3),165.1 -> 165.1,FA
"LMFA01030784, LMFA01030458, LMFA01030460, LMFA01030108, LMFA01030104, LMFA01030105, LMFA01031264, LMFA07040015, LMFA01030461, LMFA01030107, LMFA01030440, LMFA01030213, LMFA01030103, LMFA01030462, LMFA01030206, LMFA01030208, LMFA01030211, LMFA01030205, LMFA01030457, LMFA01030102, LMFA01030203, LMFA01030202, LMFA01030209, LMFA01030188, LMFA07040013, LMFA01030212, LMFA01030214, LMFA01030463, LMFA01030101, LMFA01030106, LMFA01030459, LMFA01030210, LMFA01030200, LMFA01030207, LMFA01030201, LMFA01030204","Geranic acid, 4-decynoic acid, 6-decynoic acid, 4E,6E-decadienoic acid, 2E,4E-decadienoic acid, 2Z,6Z-decadienoic acid, None, cis-eldanolide, 7-decynoic acid, 2E,6E-decadienoic acid, Nerolic acid, 6E,8E-decadienoic acid, trans, cis-stillingic acid, 8-decynoic acid, 3,5-decadienoic acid, 3Z,5E-decadienoic acid, 5E,9-decadienoic acid, 3,4-decadienoic acid, 3-decynoic acid, 2Z,4E-decadienoic acid, 2E,7Z-decadienoic acid, 2E,7E-decadienoic acid, 4,8-decadienoic acid, Aleprestic acid, Trans-eldanolide, 5E,8E-decadienoic acid, 7,9-decadienoic acid, 9-decynoic acid, cis, cis-stillingic acid, 2E,6Z-decadienoic acid, 5-decynoic acid, 4E,9-decadienoic acid, 2,3-decadienoic acid, 3E,5Z-decadienoic acid, 2,5-decadienoic acid, 2Z,6E-decadienoic acid",FA(10:2),167.1 -> 167.1,FA
"LMFA01020128, LMFA01030033, LMFA01030030, LMFA01020129, LMFA07040025, LMFA01030988, LMFA01030780, LMFA01030031, LMFA07040188, LMFA07040026, LMFA01030032, LMFA01030994, LMFA01020105, LMFA01030029, LMFA01020104, LMFA01030921, LMFA01030199, LMFA07040028, LMFA01030198","3-methyl-2-nonenoic acid, Caproleic acid, 3-decylenic acid, 2,7-dimethyl-6-octenoic acid, (R)-gamma-Decalactone, 5-Decenoic acid, cis-dec-2-enoic acid, Obtusilic acid, R-Delta-decalactone, 10-Methyloxecan-2-one, Isodecenoic acid, 8-Methylnonenoic acid, 3,7-dimethyl-2-octenoic acid, 2-decylenic acid, Citronellic acid, (E)-6-decenoic acid, Obtusilic acid, Delta-decalactone, 3Z-decenoic acid",FA(10:1),169.1 -> 169.1,FA
"LMFA01020408, LMFA01020246, LMFA01030983, LMFA01020247, LMFA01020089, LMFA01020154, LMFA01010010, LMFA01020408, LMFA01020246, LMFA01030983, LMFA01020247, LMFA01020089, LMFA01020154, LMFA01010010","4-Methylpelargonic acid, 7-methyl-nonanoic acid, 4-Ethyloctanoic acid, Isocapric acid, 2-methyl nonaoic acid, 3-methyl-nonanoic acid, Capric acid, 4-Methylpelargonic acid, 7-methyl-nonanoic acid, 4-Ethyloctanoic acid, Isocapric acid, 2-methyl nonaoic acid, 3-methyl-nonanoic acid, Capric acid",FA(10:0) | FA(10:0),171.1 -> 171.1,FA
LMFA01030752,"2E,8Z-Undecadiene-4,6-diynoic acid",FA(11:6),173.1 -> 173.1,FA
"LMFA01030611, LMFA01030222, LMFA01030610, LMFA01030612, LMFA01030617, LMFA01031265, LMFA01030614, LMFA01031237, LMFA01030616, LMFA01030615, LMFA01030618, LMFA01030613","3-undecynoic acid, 2E,4E-undecadienoic acid, 2-undecynoic acid, 4-undecynoic acid, 9-undecynoic acid, None, 6-undecynoic acid, 3-Methyl-2Z,4E-decadienoic acid, 8-undecynoic acid, 7-undecynoic acid, 10-undecynoic acid, 5-undecynoic acid",FA(11:2),181.1 -> 181.1,FA
"LMFA01140090, LMFA01030786, LMFA01030606, LMFA01030217, LMFA01020131, LMFA01030785, LMFA07040030, LMFA01030609, LMFA01030218, LMFA01030036, LMFA01030219, LMFA07040001, LMFA01030034, LMFA01030608, LMFA01020130, LMFA01030221, LMFA01140032, LMFA01030035, LMFA01030220","cis-2-(2-hexylcyclopropyl)-acetic acid, 5Z-undecenoic acid, 4-undecenoic acid, 2Z-undecenoic acid, 4-ethyl-2-methyl-2-octenoic acid, 5E-undecenoic acid, gamma-undecalactone, 7-undecenoic acid, 3E-undecenoic acid, Undecylenic acid, 6Z-undecenoic acid, 11-undecanolactone, 2-hendecenoic acid, 6-undecenoic acid, 2,7-dimethyl-6-nonenoic acid, 9Z-undecenoic acid, Cascarillic acid, 9-hendecenoic acid, 8Z-undecenoic acid",FA(11:1),183.1 -> 183.1,FA
"LMFA01020184, LMFA01020187, LMFA01020288, LMFA01020090, LMFA01020186, LMFA01010011, LMFA01020261, LMFA01020188, LMFA01020183, LMFA01020346, LMFA01020182, LMFA01020185, LMFA01020155","5-methyl-decanoic acid, Anteisoundecanoic acid, 4,8-dimethyl-nonanoic acid, 2-methyl-decanoic acid, 7-methyl-decanoic acid, Undecylic acid, 5R-methyl-decanoic acid, 9-methyl-decanoic acid, 4-methyl-decanoic acid, 9:0(8Me,8Me), 3-methyl-decanoic acid, 6-methyl-decanoic acid, 3,3-dimethyl-nonanoic acid",FA(11:0),185.2 -> 185.1,FA
LMFA01030465,"5,8,11-dodecatriynoic acid",FA(12:6),187.1 -> 187.1,FA
"LMFA01031028, LMFA01030243","Ajenoic acid, 3,5,7,9,11-dodecapentaenoic acid",FA(12:5),189.1 -> 189.1,FA
"LMFA01030241, LMFA01030240, LMFA01030242, LMFA01030464","2E,6E,8E,10E-dodecatetraenoic acid, 2E,4E,8Z,10E-dodecatetraenoic acid, 2E,6E,8Z,10E-dodecatetraenoic acid, 5,11-dodecadiynoic acid",FA(12:4),191.1 -> 191.1,FA
"LMFA01030234, LMFA07040067, LMFA01030237, LMFA01030472, LMFA01030474, LMFA01030232, LMFA01031269, LMFA01031270, LMFA07040035, LMFA01030469, LMFA01030467, LMFA01030239, LMFA01030471, LMFA01030233, LMFA01030470, LMFA01030231, LMFA07040034, LMFA01030236, LMFA01030769, LMFA07040029, LMFA07040041, LMFA01030468, LMFA01030230, LMFA01030189, LMFA01030473, LMFA07040033, LMFA01030235, LMFA01030238, LMFA01030466","2Z,8E-dodecadienoic acid, (Z)-4-Hydroxy-6-dodecenoic acid lactone, 7Z,9E-dodecadienoic acid, 9-dodecynoic acid, 11-dodecynoic acid, 2E,8E-dodecadienoic acid, (R)-(-)-phialomustin B, Phialomustin B, Cucujolide VIII, 6-dodecynoic acid, 4-dodecynoic acid, 8Z,10E-dodecadienoic acid, 8-dodecynoic acid, 2E,8Z-dodecadienoic acid, 7-dodecynoic acid, 2E,6Z-dodecadienoic acid, S-Cucujolide II, 5E,7E-dodecadienoic acid, cis,cis-dodeca-3,6-dienoic acid, Buibuilactone, 5-Dodecen-11-olide, 5-dodecynoic acid, 2E,4E-dodecadienoic acid, Aleprylic acid, 10-dodecynoic acid, Cucujolide II, 2Z,8Z-dodecadienoic acid, 8E,10E-dodecadienoic acid, 3-dodecynoic acid",FA(12:2),195.1 -> 195.1,FA
"LMFA01030603, LMFA01030605, LMFA01030600, LMFA01020442, LMFA01030598, LMFA01030602, LMFA01030245, LMFA01030597, LMFA01030599, LMFA01030601, LMFA01030596, LMFA01030244, LMFA01030604","10-tridecynoic acid, 12-tridecynoic acid, 7-tridecynoic acid, 11-Methyl-2Z,5Z-dodecadienoic acid, 5-tridecynoic acid, 9-tridecynoic acid, 3Z,5E-tridecadienoic acid, 4-tridecynoic acid, 6-tridecynoic acid, 8-tridecynoic acid, 3-tridecynoic acid, 3E,5E-tridecadienoic acid, 11-tridecynoic acid",FA(13:2),209.2 -> 209.1,FA
"LMFA01140052, LMFA01020107, LMFA01030892, LMFA07040182, LMFA07040183, LMFA07040184, LMFA07040185, LMFA07040186, LMFA01031195, LMFA01030045, LMFA01031160, LMFA01030046, LMFA07040128, LMFA01140092, LMFA01030595, LMFA01030044, LMFA01140089, LMFA01020425, LMFA01031163, LMFA01020143","3,4-methylenedodecanoic acid, 2-methyl-2-dodecenoic acid, 13:1(8), 2-methyl-11-dodecanolide, 4-methyl-11-dodecanolide, 6-methyl-11-dodecanolide, 8-methyl-11-dodecanolide, 10-methyl-11-dodecanolide, 9Z-tridecenoic acid, Isotridecenoic acid, 2Z-tridecenoic acid, 12-tridecenoic acid, 10S-methyl-6R-dodecanolide, Lyngbyoic acid, 7-tridecenoic acid, 3-n-decyl acrylic acid, cis-4-(2-hexylcyclopropyl)-butanoic acid, 11-methyl-2Z-dodecenoic acid, 11-methyl-2E-dodecenoic acid, 2-methylene dodecanoic acid",FA(13:1),211.2 -> 211.2,FA
"LMFA01010013, LMFA01020064, LMFA01020065, LMFA01020005, LMFA01020062, LMFA01020006, LMFA01020066, LMFA01020157, LMFA01020068, LMFA01020262, LMFA01020067, LMFA01020061, LMFA01020063, LMFA01020034, LMFA01020347, LMFA01031065","Tridecylic acid, 5-methyl lauric acid, 6-methyl lauric acid, Anteisotridecanoic acid, 3-methyl lauric acid, Isotridecanoic acid, 7-methyl lauric acid, 4S-methyl-dodecanoic acid, 9-methyl lauric acid, 2R-methyl-dodecanoic acid, 8-methyl lauric acid, 2-methyl lauric acid, 4-methyl lauric acid, 2,6-dimethyl-undecanoic acid, 11:0(10Me,10Me), 4E,6E,12Z-Tetradecatriene-8,10-diynoic acid",FA(13:0) | FA(14:7),213.1 -> 213.1,FA
"LMFA01020065, LMFA01020005, LMFA01020062, LMFA01020006, LMFA01020066, LMFA01020157, LMFA01020068, LMFA01020262, LMFA01020067, LMFA01020061, LMFA01020063, LMFA01020034, LMFA01020347, LMFA01010013, LMFA01020064, LMFA01031065","6-methyl lauric acid, Anteisotridecanoic acid, 3-methyl lauric acid, Isotridecanoic acid, 7-methyl lauric acid, 4S-methyl-dodecanoic acid, 9-methyl lauric acid, 2R-methyl-dodecanoic acid, 8-methyl lauric acid, 2-methyl lauric acid, 4-methyl lauric acid, 2,6-dimethyl-undecanoic acid, 11:0(10Me,10Me), Tridecylic acid, 5-methyl lauric acid, 4E,6E,12Z-Tetradecatriene-8,10-diynoic acid",FA(13:0) | FA(14:7),213.2 -> 213.2,FA
"LMFA01031235, LMFA01031031, LMFA01030583","7E,11E-tetradecadiene-5,9-diynoic acid, Anacyclic acid, 10E,12E-tetradecadiene-4,6-diynoic acid",FA(14:6),215.1 -> 215.1,FA
