lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,M1FAD173-5xFAD-Diencephalon10x_01182023,M2FAD173-5xFAD-Diencephalon10x_01192023,DOD100-M2-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,M1FAD173-5xFAD-Cortex10x_01182023,M2FAD173-5xFAD-Cortex10x_01192023,10xBlank_01202023
"(5Z,8Z)-tetradecadienoylcarnitine",-0.40042019148368185,15.595059178150667,0.7440307281042688,0.38837274364018304,0.9998955566973985,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CAR,24583201.19921875,20847168.3828125,28155528.892578125,22671427.51611328,34723637.06933594,29948597.337890625,26648913.84375,16632944.549316406,65346110.588378906,1785924.2541503906
"(7Z,10Z,13Z,16Z)-docosatetraenoylcarnitine",0.2129155201564927,11.27413723247006,0.2075543046885287,0.6486911055695036,0.9998955566973985,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CAR,1291661.7513427734,1585961.4837646484,1354965.4031982422,1177180.6912841797,1447871.6550292969,1260946.1431884766,1137990.1825561523,1271184.7647705078,1143505.6591796875,1684194.2908935547
"(7Z,10Z)-hexadecadienoylcarnitine",0.0904019884535239,11.761648489053686,0.037562348046776606,0.8463245920761288,0.9998955566973985,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CAR,1929676.493652344,1850445.7600097656,1793115.135986328,1852051.1657714844,1707312.4143066406,1770713.409423828,1717515.307861328,1811327.671875,1667394.3842773438,2578376.07409668
"(9Z,12Z,15Z)-3-hydroxyoctadecatrienoylcarnitine",0.06550029163910785,14.92502540220128,0.019733064659809285,0.8882851563731291,0.9998955566973985,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CAR,15425044.841796877,17616816.35986328,15560660.842773438,23578611.47607422,23004359.768066406,16470506.173828123,19040901.25390625,19527801.96728516,19669121.095703125,2155070.9477539062
"(9Z,12Z)-3-hydroxyhexadecadienoylcarnitine",0.0658651547675183,13.658561298820421,0.019953302354257962,0.8876675825987895,0.9998955566973985,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CAR,6473824.611083984,7022553.862060547,6461878.519042969,9142425.646728516,9132833.381347656,6556788.756103516,7579394.700439453,7847061.452392578,7985043.280273437,2817110.0759277344
(9Z)-3-hydroxyoctadecenoylcarnitine,0.061183759474045585,15.011099124083179,0.017220000369281063,0.8955973205901517,0.9998955566973985,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CAR,16167813.693847656,18424387.296875,16605329.997558594,25047980.522460938,24543649.78955078,17311510.770996094,20298427.10791016,20722991.56201172,21033323.51171875,2395006.220703125
1-O-behenoyl-Cer(d18:1/16:0),0.007601527940626654,6.109256240043558,2.661625944710977e-4,0.986983497474841,0.9998955566973985,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,Cer,34723.00240325928,36657.50228881836,39095.64287948608,48923.5634727478,37555.88233184815,36692.462463378906,37616.98265457153,47163.46329879761,38684.44284820557,22294.401321411133
1-O-carboceroyl-Cer(d18:1/16:0),-0.03803655711513492,7.412965574243712,0.006672235637779522,0.9348981977577545,0.9998955566973985,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,Cer,95524.1658706665,72723.06428146362,87146.86511993408,155467.693359375,73221.06582641602,94097.04789352416,71634.02543640137,152652.411567688,90605.04538345335,49086.90395736694
1-O-carboceroyl-Cer(d18:1/18:0),-0.10955591364083854,5.378000391713403,0.055434758438536846,0.8138626861972746,0.9998955566973985,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,Cer,22350.52140426636,19638.42140197754,19103.36149597168,21265.18152618408,19184.941383361816,24564.40146255493,21907.801445007324,21279.241298675537,21167.64161300659,32565.38228225708
1-O-cerotoyl-Cer(d18:1/16:0),-0.006991823101646929,7.278300659546844,2.2527429518959252e-4,0.9880248882292471,0.9998955566973985,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,Cer,77170.1263885498,71760.08392715454,66176.30462646484,109173.28615570068,77536.20505905151,77182.18599319458,67614.68476867676,112079.00816345216,75406.60494613647,104272.36771011353
1-O-cerotoyl-Cer(d18:1/18:0),-0.016683367475023525,8.963212186106238,0.0012829758270527236,0.9714269605092376,0.9998955566973985,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,Cer,260292.91549301147,226606.41647338867,224349.4774131775,218882.65203475952,217872.79592895508,261576.97959136963,228328.8583450317,223601.6531028748,227696.1364517212,544596.580368042
1-O-eicosanoyl-Cer(d18:1/16:0),0.4290679329676357,6.295593509352721,0.8359222648887226,0.3605656154002128,0.9998955566973985,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,Cer,40271.942752838135,48901.74348449707,79985.14546966553,45007.06316757202,38794.08239746094,36027.762283325195,42948.363021850586,42736.36308288574,30331.58203125,28402.641986846924
1-O-lignoceroyl-Cer(d18:1/16:0),6.108375444540765e-5,7.2580772351122365,1.7134880181401968e-8,0.9998955566973985,0.9998955566973985,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,Cer,88004.54573059082,67973.50408935547,83376.7452545166,147981.1301498413,69986.14563369751,84782.36605834961,66330.18539047241,144407.71041107178,81413.10648345947,19274.341342926025
1-O-myristoyl-Cer(d18:1/16:0),-0.014814829187486233,6.530247857839034,0.001011572804145544,0.9746273739457153,0.9998955566973985,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,Cer,48533.30375289917,53109.183780670166,59416.14421081543,49433.40335083008,43722.223094940186,54183.54351043701,53711.363929748535,49155.66358947754,50361.16374969482,43334.30277252197
1-O-palmitoyl-Cer(d18:1/16:0),0.135519255441315,6.395015365071977,0.0842890629098747,0.7715670124191706,0.9998955566973985,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,Cer,42280.12342071533,51340.90389251709,57042.14367675781,44925.50315475464,38691.3226890564,42159.56315231323,46103.00323486328,43331.863063812256,40639.18308258057,50665.82361602783
1-O-stearoyl-Cer(d18:1/16:0),0.5041672228946018,6.5877511985384745,1.1504206922745652,0.2834611013201364,0.9998955566973985,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,Cer,45861.98350524902,60920.96372222901,108743.84694671632,58732.24412536621,43761.36296844482,41978.90271377564,47592.20374298096,53856.84366226196,37718.002490997314,32940.40257644653
1-O-tricosanoyl-Cer(d18:1/16:0),0.015738224403940793,6.519377913425089,0.0011407125848563737,0.9730570207470479,0.9998955566973985,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,Cer,42481.76253890991,46389.883586883545,47993.66288375855,85672.64553451538,45309.76321029663,47917.14291381836,44551.78361511231,79700.04627227783,46306.86296844482,21537.66153717041
1-O-tricosanoyl-Cer(d18:1/18:0),-0.06114651660365058,4.344964108032978,0.017246667050510922,0.8955169768123984,0.9998955566973985,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,Cer,9886.160655975342,11597.380840301514,10146.580741882324,12243.720832824709,8869.920574188232,11874.98077774048,11112.440662384031,11614.500896453856,10037.64073562622,12759.900817871094
"12-Hydroxy-12-octadecanoylcarnitine, 3-hydroxyoctadecanoylcarnitine",0.06269421123782261,13.053558244043321,0.018079938107794846,0.8930375263232262,0.9998955566973985,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CAR,4456442.3203125,4906805.72265625,4376553.2001953125,5851287.732910156,5240845.183105469,4612804.606933594,5059683.297363281,5089087.544433594,4672021.863769531,2428656.8916015625
12:0 Cholesteryl ester,0.08039230296726799,7.933359962189109,0.02971250278642401,0.8631441795386973,0.9998955566973985,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CE,197889.75340271,192208.85467529297,196251.07221984863,46403.643058776855,45492.56311035156,206443.9545135498,187842.8329925537,54702.86418151856,53449.14390563965,158999.98956298828
12:0 Cholesteryl ester_2,0.07052499889834708,7.901159586259241,0.022872765563079156,0.8797884110920233,0.9998955566973985,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CE,188985.39365386963,191529.11226654053,181537.25415039065,43779.26319885254,49127.3635559082,198899.3538360596,189600.5742797852,50913.96357727051,49618.86361312866,163044.15301513672
14:0 Cholesteryl ester,9.946885486385458e-5,7.146924076467292,4.56129782833159e-8,0.9998295942389173,0.9998955566973985,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CE,107592.74710083008,111948.30752563477,95863.90637207033,37085.942611694336,34170.76250457764,107908.76762390137,103784.52690124512,43653.82319641113,49058.56335067749,85346.74568939209
14:1 Cholesteryl ester,0.03629423208024395,7.131777719520862,0.0060633233297267,0.9379335758772179,0.9998955566973985,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CE,105616.70771789552,114755.32794189452,89815.826416015625,36128.2225151062,35097.92267227173,101516.40711975098,103069.94741821288,42685.24269104004,45816.14336395264,91728.62675476074
15:0 Campesteryl ester_simulated | 16:0 Cholesteryl ester,0.20508828797159612,8.665178647639628,0.19262237375369295,0.66074294215619,0.9998955566973985,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CE,344296.18408203125,322049.3430175781,282733.9587402344,111289.70825195312,97976.74700927734,289878.5213623047,287886.201171875,121756.2882385254,94190.34649658205,268696.0985107422
15:0 Campesteryl ester_simulated | 16:0 Cholesteryl ester_2,0.16062451607133055,8.65948010033935,0.11832628036790993,0.7308569107528693,0.9998955566973985,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CE,339298.6618652344,310006.2232055664,279367.6589355469,109775.18774414062,90888.4663696289,292477.3010253906,290238.6412353516,120988.00839233398,93845.26657104492,281328.5203857422
15:0 Cholesteryl ester,0.07795195758773601,8.480909661525747,0.027938234896282665,0.8672541141533511,0.9998955566973985,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CE,266142.63873291016,262806.1593017578,247914.3380126953,100862.94711303712,93542.90643310548,259193.8380126953,259023.73706054688,110598.20782470705,99013.02743530272,248100.27880859372
15:1 Campesteryl ester_simulated | 16:1 Cholesteryl ester,0.14265021845414722,8.680969589486319,0.09337894273630898,0.7599246914869247,0.9998955566973985,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CE,325613.7829589844,314207.48400878906,285182.6004638672,111228.06823730467,104504.52752685548,296957.74169921875,290135.00103759766,120349.36853027344,108678.26788330078,282264.8193359375
15:1 Campesteryl ester_simulated | 16:1 Cholesteryl ester_2,0.1441796597649383,8.708060404454006,0.09538749753846787,0.7574366486579028,0.9998955566973985,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CE,332167.2241210937,320285.1428222656,290290.8615722656,109240.58813476562,110252.7873840332,299675.64099121094,298718.8214111328,121086.38803100586,111295.56848144533,287922.24072265625
15:1 Cholesteryl ester,0.0752336208662237,8.516066106794732,0.02602572852629237,0.8718375001404567,0.9998955566973985,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CE,268890.8377685547,271941.5600585937,254635.35803222656,99233.0864868164,98567.5069580078,268055.0593261719,267581.09765625,112505.0086364746,97831.46688842772,255572.7781982422
16:0 Campesteryl ester | 17:0 Cholesteryl ester,0.4802778918994125,8.882348705174973,1.0451489923671033,0.30662696883646895,0.9998955566973985,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CE,599021.1501617432,364204.10803222656,448713.8888244629,151944.7908821106,56299.90330123901,482661.26905822754,230368.095413208,157669.31104660034,44475.38328170776,121273.30940246582
16:0 Campesteryl ester | 17:0 Cholesteryl ester_2,0.5380173793378399,8.887674633137083,1.3081582175618678,0.25272839100620786,0.9998955566973985,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CE,609993.4200134277,360084.2857208252,463799.4299316406,156451.45086669922,55858.1439781189,457017.1744232178,232697.2156829834,162404.1529197693,42214.92322540283,125768.08905029295
16:2 Campesteryl ester,0.48194065362101807,8.867519361292977,1.0523214029426526,0.3049730520971496,0.9998955566973985,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CE,625300.3235015869,333241.1462402344,437722.5107727051,152684.90951156616,56317.044551849365,468778.7299804688,229844.91590881348,165206.61423492432,43435.38317108154,117353.56846618652
"16:2 Cholesteryl ester, zymosteryl palmitoleate",0.1733370502537842,8.658339821636336,0.13774087757337838,0.7105372951469746,0.9998955566973985,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CE,318423.20361328125,314303.2229003906,291071.2001953125,108236.02865600586,103669.7276916504,286850.72009277344,293157.0216064453,113731.94830322266,101456.2074584961,274790.7999267578
16:3 Campesteryl ester,0.5381320734033803,8.850549021489236,1.3087086973011708,0.25262858587378284,0.9998955566973985,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CE,615577.74658203125,344850.82232666016,433388.474029541,157380.9925956726,58418.86434555054,456562.5186233521,217033.97341918945,160582.991481781,41053.32256317139,114802.70822143556
16:3 Cholesteryl ester,0.1448199287024416,8.609922414746626,0.09623451462539379,0.7563960324806953,0.9998955566973985,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CE,310266.3620605469,293686.3809814453,270211.9997558594,109016.26788330078,102616.72705078124,273550.51916503906,280845.88049316406,118023.78784179688,104182.76788330078,268572.4782714844
16:3 Stigmasteryl ester,0.5017983431751303,9.172523284839757,1.1398276762338355,0.28568874333720673,0.9998955566973985,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CE,727697.5627822876,427144.43183898926,529747.2166748047,192696.09077453613,87870.18571090698,542890.2322692871,303466.01583862305,177535.57064819336,70479.92538833618,174687.61349487305
"17:0 Campesteryl ester_simulated | 18:0 Cholesteryl ester, 16:0 Sitosteryl ester",0.5632633515277671,9.354232192053699,1.4321354902349412,0.2314162413219779,0.9998955566973985,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CE,855093.6213684082,510967.8601989746,612365.7075805664,204385.9342041016,84979.48628616333,609582.4785461426,339927.88663482666,196164.55129241943,63067.42455291748,197711.39486694336
"17:0 Campesteryl ester_simulated | 18:0 Cholesteryl ester, 16:0 Sitosteryl ester_2",0.5357685536101341,9.361780549689085,1.2973843924410176,0.2546915476792346,0.9998955566973985,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CE,852660.2135925293,521878.4792175293,601565.92333984375,199647.8141479492,89481.14645385742,612892.9210205078,352186.2632141113,199214.2363128662,66339.54444122314,197452.6138916016
"17:1 Campesteryl ester_simulated | 18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester",0.5279195665135107,9.33840298871779,1.2601011430015205,0.26163194646810994,0.9998955566973985,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CE,842930.1578979492,510275.13067626953,586323.5788574219,197720.9366455078,81592.54598236084,604201.1010437012,344977.4267883301,195620.6760406494,66619.54499816895,201944.2561798096
"17:1 Campesteryl ester_simulated | 18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester_2",0.573623003237569,9.348422903137957,1.4845772499538725,0.2230597400285114,0.9998955566973985,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CE,862067.712310791,517304.1920166016,595576.9428405762,204358.05494308472,83035.78645706177,601233.5832366943,331640.3845214844,200966.05520629883,63674.6642036438,199674.9553833008
17:1 Cholesteryl ester; 16:1 Campesteryl ester,0.5098263286281605,8.881202117489007,1.1761645842670987,0.2781381953562973,0.9998955566973985,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CE,611723.5156555176,350131.3035583496,446275.3489227295,159345.89164733887,60428.163719177246,471428.01194763184,218880.09548187256,165967.61249160767,46261.54291534424,122837.10720825195
17:1 Cholesteryl ester; 16:1 Campesteryl ester_2,0.49986381063627816,8.827542404339491,1.1311500816809712,0.28753015730841053,0.9998955566973985,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CE,597038.2792663574,335558.16551208496,423873.5100250244,151612.76976776123,55816.66398239136,460792.76985168457,206078.07276916504,160566.41161346436,45343.34331130981,119584.48794555664
"18:0 Campesteryl ester | 19:0 cholesteryl ester_simulated, 17:0 sitosteryl ester_simulated",0.7733568379583655,8.76476214721367,2.6712509920544107,0.10217568220560429,0.9998955566973985,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CE,579479.3815917969,415102.8081359863,312724.2644042969,103781.74765777588,79692.8857498169,278488.0610809326,250274.46084594727,88312.66635894775,66861.42481994629,232670.8377380371
"18:0 Campesteryl ester | 19:0 cholesteryl ester_simulated, 17:0 sitosteryl ester_simulated_2",0.7421687985660472,8.773998029308022,2.4642510684898298,0.11646320208678075,0.9998955566973985,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,CE,581549.4797363281,415805.8867492676,298301.0598449707,106387.14749145508,80918.7451248169,273423.89978027344,259398.0389404297,92443.26620483398,70337.48574829102,241449.8783721924
