lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M2-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,M1FAD173-5xFAD-Cortex10x_01182023,M2FAD173-5xFAD-Cortex10x_01192023,DOD100-M2-5xFAD-hippo10x_01202023,DOD100-M3-5xFAD-hippo10x_01202023,DOD99-M1-5xFAD-hippo10x_01202023,M1FAD173-5xFAD-Hippo10x_01182023,M2FAD173-5xFAD-Hippo10x_01192023,10xBlank_01202023
12:0 Cholesteryl ester_2,-0.5458146817659014,8.133694305109048,1.0165455351161654,0.3133398216775528,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,CE,198899.35383605957,189600.57427978516,50913.96357727051,49618.86361312866,185237.65446472168,194796.03422546387,182998.5949554443,46823.283615112305,44904.20314788818,163044.15301513672
14:0 Cholesteryl ester,-0.7890506226484648,7.563679547304826,2.0985313353503443,0.14744070146823504,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,CE,107908.76762390137,103784.52690124512,43653.82319641113,49058.56335067749,105610.56730651855,107985.74781799316,168315.25177001953,36109.662437438965,35977.82231903076,85346.74568939209
14:1 Cholesteryl ester,-0.8196470373572476,7.54341661308708,2.2606203865582586,0.13270089081138142,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,CE,101516.40711975098,103069.94741821288,42685.24269104004,45816.14336395264,109536.30744934082,108556.44799804688,160008.3309020996,36776.74267196655,35528.5424118042,91728.62675476074
15:0 Campesteryl ester_simulated | 16:0 Cholesteryl ester,-0.6109043138773486,8.866675734416777,1.2695472869636433,0.25985162573109255,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,CE,289878.5213623047,287886.201171875,121756.2882385254,94190.34649658205,306373.8005371094,299731.0216064453,295858.30310058594,112840.5672302246,105376.86743164062,268696.0985107422
15:0 Campesteryl ester_simulated | 16:0 Cholesteryl ester_2,-0.6143019719514144,8.88365791667979,1.2834965934107458,0.25724991383927603,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,CE,292477.3010253906,290238.64123535156,120988.00839233398,93845.26657104492,303455.8826904297,299659.14196777344,302988.9415283203,112044.8677368164,106071.48748779295,281328.5203857422
15:0 Cholesteryl ester,-0.6141867657864349,8.74671118961287,1.2830207132019495,0.2573381394223064,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,CE,259193.8380126953,259023.73706054688,110598.20782470705,99013.02743530272,266860.19885253906,267613.71813964844,272503.86083984375,114434.50775146484,111157.34732055664,248100.27880859375
15:1 Campesteryl ester_simulated | 16:1 Cholesteryl ester,-0.6001690763706048,8.907302658402214,1.2259563579827955,0.2681948738676726,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,CE,296957.74169921875,290135.00103759766,120349.36853027344,108678.26788330078,297769.2003173828,290351.58154296875,308943.9620361328,124084.7282409668,119824.3484802246,282264.8193359375
15:1 Campesteryl ester_simulated | 16:1 Cholesteryl ester_2,-0.5741289851445374,8.918759504662978,1.123273744389735,0.28921462261633835,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,CE,299675.64099121094,298718.8214111328,121086.38803100586,111295.56848144533,301401.74060058594,287615.060546875,309998.6005859375,119055.92895507812,120952.50833129884,287922.24072265625
15:1 Cholesteryl ester,-0.6397147952202062,8.797467019157382,1.390151407214944,0.2383795322439221,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,CE,268055.0593261719,267581.09765625,112505.0086364746,97831.46688842772,284971.76025390625,274811.8981933594,285592.7198486328,114059.18821716309,115133.86862182616,255572.7781982422
16:0 Campesteryl ester | 17:0 Cholesteryl ester,-0.6774667094469504,8.99252731035237,1.5561264936141015,0.21223327856188562,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,CE,482661.26905822754,230368.095413208,157669.31104660034,44475.38328170776,351679.80712890625,393651.0072021485,180673.55206298828,528545.7402648926,78532.206298828125,121273.30940246582
16:0 Campesteryl ester | 17:0 Cholesteryl ester_2,-0.690212915150999,8.969718774599489,1.6141828434665513,0.20390481858069612,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,CE,457017.1744232178,232697.2156829834,162404.1529197693,42214.92322540283,337068.3601837158,390498.6081542969,178450.37184143066,527734.0662574768,75855.20571899414,125768.08905029295
16:2 Campesteryl ester,-0.6497263846048958,8.958727080577923,1.433296212017467,0.23122724737415487,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,CE,468778.7299804687,229844.91590881348,165206.61423492432,43435.38317108154,337974.6212387085,383311.68368530273,173929.8528137207,523835.7752380371,71962.5654296875,117353.56846618652
"16:2 Cholesteryl ester, zymosteryl palmitoleate",-0.6365942773688282,8.889900460073866,1.3768357669723628,0.2406408674657441,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,CE,286850.72009277344,293157.0216064453,113731.94830322266,101456.2074584961,297905.1613769531,287947.70153808594,311092.66162109375,121413.6282043457,118804.1879272461,274790.7999267578
16:3 Campesteryl ester,-0.6805750403589333,8.927421995558076,1.5701898656470803,0.21017944276052183,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,CE,456562.5186233521,217033.97341918945,160582.991481781,41053.32256317139,331275.62284851074,373961.9270172119,172677.89218139648,515711.15589141846,74763.10524368286,114802.70822143556
16:3 Cholesteryl ester,-0.6259606455904099,8.84925536044965,1.331918741843765,0.24846415830206303,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,CE,273550.51916503906,280845.88049316406,118023.78784179688,104182.76788330078,294535.90087890625,284794.66064453125,298385.6613769531,113194.88842773438,113224.94805908205,268572.4782714844
16:3 Stigmasteryl ester,-0.6577373962235333,9.255367562662814,1.4682736448885407,0.22561827127560768,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,CE,542890.2322692871,303466.01583862305,177535.57064819336,70479.92538833618,411188.2872314453,460511.33279418945,242870.8171234131,562328.8849334717,103573.42597198486,174687.61349487305
"17:0 Campesteryl ester_simulated | 18:0 Cholesteryl ester, 16:0 Sitosteryl ester",-0.7283592049437491,9.444049292767357,1.7939891166024609,0.1804408833700511,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,CE,609582.4785461426,339927.88663482666,196164.55129241943,63067.42455291748,499268.83602905273,530913.7354736328,301160.1184692383,602502.1294021606,107037.6085472107,197711.39486694336
"17:0 Campesteryl ester_simulated | 18:0 Cholesteryl ester, 16:0 Sitosteryl ester_2",-0.6719672730645555,9.43265271712103,1.5313958861952415,0.21590306795642275,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,CE,612892.9210205078,352186.2632141113,199214.2363128662,66339.54444122314,479157.2927246094,521070.05615234375,297985.96279907227,599676.2238388062,98678.10720062256,197452.61389160156
"17:1 Campesteryl ester_simulated | 18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester",-0.6764820612185699,9.416679192304702,1.5516879608185263,0.21288642506069713,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,CE,604201.1010437012,344977.4267883301,195620.6760406494,66619.54499816895,485151.77462768555,520088.8929138184,296793.23989868164,562371.0579147339,102937.98823547363,201944.25617980957
"17:1 Campesteryl ester_simulated | 18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester_2",-0.689869758837499,9.407674031064934,1.6126109842007281,0.2041251662513829,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,CE,601233.5832366943,331640.3845214844,200966.05520629883,63674.6642036438,482734.01651000977,514852.2113342285,295495.2796020508,571522.3371124268,98115.54702758788,199674.9553833008
17:1 Cholesteryl ester; 16:1 Campesteryl ester,-0.7115950451436438,8.99492168755201,1.7138526142789487,0.19048627551831449,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,CE,471428.01194763184,218880.09548187256,165967.61249160767,46261.54291534424,346586.8232803345,398959.0480499267,182229.13215637207,539455.1224517822,80697.56628417969,122837.10720825195
17:1 Cholesteryl ester; 16:1 Campesteryl ester_2,-0.678872210311536,8.926911915519474,1.5624775711903567,0.21130282464510225,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,CE,460792.76985168457,206078.07276916504,160566.41161346436,45343.343311309814,330769.7475128174,378362.88427734375,172700.15437316897,506378.6541099548,74885.58505630493,119584.48794555664
"18:0 Campesteryl ester | 19:0 cholesteryl ester_simulated, 17:0 sitosteryl ester_simulated",-0.5711524675893751,8.632778235141227,1.111809363730572,0.2916889709866992,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,CE,278488.0610809326,250274.46084594727,88312.66635894775,66861.42481994629,265665.31997680664,250481.35647583008,273335.97845458984,62059.30449676514,64375.98403930664,232670.8377380371
"18:0 Campesteryl ester | 19:0 cholesteryl ester_simulated, 17:0 sitosteryl ester_simulated_2",-0.5559554989239145,8.651740642699547,1.0541814198495558,0.3045460299671992,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,CE,273423.89978027344,259398.0389404297,92443.26620483398,70337.48574829102,278562.02059936523,251506.4744873047,265981.2977294922,66287.6245727539,65895.02463531494,241449.8783721924
18:1 Campesteryl ester,-0.6333046611741971,8.608534929446252,1.3628595133030785,0.24304251714428604,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,CE,263904.27825927734,252689.3544921875,82409.8259010315,56984.78404998779,266465.2412109375,245670.0968322754,280101.3180847168,56779.70411682129,60489.72505187988,225617.7167816162
"18:2 Cholesteryl ester, zymosteryl oleate, 16:1 Stigmasteryl ester, 16:2 Sitosteryl ester",-0.6705901032824261,9.464646002294069,1.525231600695406,0.21682950957451247,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,CE,604406.4444274902,375458.106048584,202646.0722885132,67644.66412353516,498600.83795166016,542809.4772644043,318725.1033630371,552400.2912902832,94015.80750274658,224405.7758178711
18:3 Campesteryl ester,-0.5818577693598883,8.460707218798957,1.1532918889533903,0.28286110079504695,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,CE,233462.63381958008,232237.91787719727,76780.36492156982,65536.76523590088,237615.17587280273,228000.55624389648,240460.916885376,57197.34386444092,61311.203605651855,197820.75631713867
"18:3 Cholesteryl ester, 16:2 Stigmasteryl ester, 16:3 Sitosteryl ester",-0.7036878166385729,9.50909004051119,1.6766674319951562,0.19536786156532662,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,CE,619175.6261291504,365628.6613922119,202318.07664489743,71515.98536682129,507301.7349853515,540377.458404541,337561.1262207031,573815.3596115112,101688.64781570436,254542.46154785156
"19:0 Campesteryl ester_simulated | 20:0 Cholesteryl ester, 18:0 Sitosteryl ester",-0.42983247764526794,9.363755338755826,0.633669302510043,0.42601257545193505,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,CE,447091.57263183594,447873.4123535156,205471.35342407227,140569.51007080078,437464.8122558594,402255.1103515625,402006.4881591797,144071.72985839844,158509.9910888672,328716.4434814453
"19:0 Campesteryl ester_simulated | 20:0 Cholesteryl ester, 18:0 Sitosteryl ester_2",-0.43340807430146155,9.360083417855595,0.6441586758064659,0.4222088802154579,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,CE,443882.2932128906,452466.95568847656,199821.99346923828,138753.42993164062,431716.41259765625,397131.4901123047,402571.6882324219,148464.85083007812,160089.11193847656,329537.4803466797
"2-Hydroxymyristoylcarnitine, 3-hydroxytetradecanoylcarnitine",-0.4457864664210215,11.397015726796994,0.6811270193411474,0.4091989090547423,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,CAR,1195290.807861328,1194065.662109375,1239282.0832519531,1133090.1042480469,1083593.9168701172,1316100.0698242188,1280694.2133789062,1321934.1652832031,1328133.6027832031,1930786.4631347656
20:0 Campesteryl ester,-0.007112221496715097,10.106664156429655,1.7600756837055087e-4,0.9894149480632214,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,CE,1051954.5400390625,802405.31298828125,404391.10778808594,333963.88360595703,726330.0109863281,579660.4241943359,684587.46630859375,186229.01287841797,183809.9330444336,317584.8635253906
20:1 Campesteryl ester,-0.03818767682269473,10.083385179528937,0.005070017708931118,0.9432353527317451,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,CE,1035268.6345214844,770815.9124755859,390393.90771484375,324425.34533691406,711627.2513427734,574620.6032714844,681386.88427734375,190459.41339111328,188184.5531616211,310572.0031738281
"20:1 Cholesteryl ester, 18:0 Stigmasteryl ester, 18:1 Sitosteryl ester",-0.4821959688645653,9.381224771498498,0.7956726702414016,0.37239032745299133,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,CE,445063.4099121094,438793.0089111328,196959.51458740231,143887.10974121094,441135.7902832031,413777.4302978515,411261.06884765625,157066.20965576172,160391.5714111328,336350.2844238281
"20:2 Cholesteryl ester, 18:1 Stigmasteryl ester, 18:2 Sitosteryl ester",-0.4727512219481756,9.366909073992597,0.7651242718238791,0.38172963706716595,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,CE,442481.4721679687,434864.9537353515,198226.1947631836,142786.26989746094,427770.54821777344,412817.9084472656,404912.9471435547,156799.3109741211,164944.91046142578,332064.9237060547
20:3 Campesteryl ester,-0.5445549392611052,10.127982217713537,1.0119356775867345,0.31443955678370805,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,CE,690644.8483886719,670642.06982421875,303552.1791381836,338287.26470947266,651394.2424316406,620419.22412109375,818735.2111816406,256280.87823486328,276048.0584716797,532591.3153076172
"20:3 Cholesteryl ester, 18:2 Stigmasteryl ester, 18:3 Sitosteryl ester",-0.4364929462365877,9.162423737742825,0.653275215820031,0.4189441326438064,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,CE,373994.6680908203,377226.9892578125,181923.79260253903,143761.37060546875,364076.984375,342376.0046386719,346876.38415527344,141291.849609375,159077.29052734375,281844.6805419922
"20:4 Cholesteryl ester, 18:3 Stigmasteryl ester",-0.5506915329229369,9.362528072839288,1.034572808061057,0.30908706118208207,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,CE,426969.5148162842,402345.11001586914,157411.192817688,135987.24981689453,386609.8872833252,384790.6307067871,438562.8924407959,131670.3087234497,149449.1901550293,433173.92571258545
20:5 Cholesteryl ester,-0.666305250654191,10.333088950135949,1.506132613933005,0.2197301649023809,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,CE,774021.08935546875,796451.9927368164,261745.4785232544,228661.520111084,736159.460723877,768196.9700622559,914103.2744140624,243411.83782958984,267082.9399795532,911030.2897338868
